"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","UK Export Finance","London","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","SEO/HEO","190","180","34420","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","AA/AO","70","50","19370","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","EO","70","70","23290","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","SEO/HEO","200","200","32040","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","AA/AO","80","80","19130","19130"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","EO","90","80","23220","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","SEO/HEO","230","220","32570","29540"
"New entrant CS","2021","Wales Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Wales","AA/AO","110","100","20560","20500"
"New entrant CS","2021","Welsh Government","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Wales","SEO/HEO","50","50","36460","39310"
"New entrant CS","2022","Attorney General's Departments","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","London","AA/AO","110","110","22080","21250"
"New entrant CS","2022","Attorney General's Departments","London","EO","180","170","27280","26950"
"New entrant CS","2022","Attorney General's Departments","London","G6/G7","180","170","53790","50500"
"New entrant CS","2022","Attorney General's Departments","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","London","SEO/HEO","80","80","40090","42690"
"New entrant CS","2022","Attorney General's Departments","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North West (England)","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South East (England)","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Yorkshire and The Humber","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East of England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","London","AA/AO","60","60","20680","18450"
"New entrant CS","2022","Cabinet Office","London","EO","130","120","26710","27500"
"New entrant CS","2022","Cabinet Office","London","G6/G7","200","190","61640","56520"
"New entrant CS","2022","Cabinet Office","London","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","London","SEO/HEO","570","560","30700","28000"
"New entrant CS","2022","Cabinet Office","North East (England)","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North West (England)","EO","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North West (England)","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","North West (England)","SEO/HEO","80","80","33210","32000"
"New entrant CS","2022","Cabinet Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Scotland","EO","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Scotland","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Scotland","SEO/HEO","70","60","32600","32000"
"New entrant CS","2022","Cabinet Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","SEO/HEO","100","100","30680","28000"
"New entrant CS","2022","Cabinet Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","West Midlands (England)","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","West Midlands (England)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Yorkshire and The Humber","EO","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Yorkshire and The Humber","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Yorkshire and The Humber","SEO/HEO","70","70","31860","32000"
"New entrant CS","2022","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
