"Status","Year","Region_ITL1","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","London","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","The Insolvency Service","30","30","[c]","[c]"
"In post","2022","London","Declared disabled","The National Archives","40","40","[c]","[c]"
"In post","2022","London","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","UK Health Security Agency","110","110","41450","36570"
"In post","2022","London","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","UK Statistics Authority","30","30","[c]","[c]"
"In post","2022","London","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Valuation Office Agency","50","50","[c]","[c]"
"In post","2022","London","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Advisory, Conciliation and Arbitration Service","80","70","47140","43880"
"In post","2022","London","Declared non-disabled","Animal and Plant Health Agency","80","80","35970","31970"
"In post","2022","London","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Cabinet Office (excl. agencies)","3200","3150","53100","54700"
"In post","2022","London","Declared non-disabled","Charity Commission","40","40","[c]","[c]"
"In post","2022","London","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Competition and Markets Authority","670","650","60660","56360"
"In post","2022","London","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Crown Prosecution Service","1200","1130","45320","40000"
"In post","2022","London","Declared non-disabled","Defence Equipment and Support","130","120","26020","22260"
"In post","2022","London","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","3820","3730","50460","53380"
"In post","2022","London","Declared non-disabled","Department for Digital, Culture, Media and Sport","1390","1360","47900","51730"
"In post","2022","London","Declared non-disabled","Department for Education (excl. agencies)","1270","1210","52150","53420"
"In post","2022","London","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","1940","1880","44890","39650"
"In post","2022","London","Declared non-disabled","Department for International Trade","1320","1300","46940","42140"
"In post","2022","London","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","1530","1490","49490","53130"
"In post","2022","London","Declared non-disabled","Department for Transport (excl. agencies)","2040","1990","51460","54110"
"In post","2022","London","Declared non-disabled","Department for Work and Pensions (excl. agencies)","7450","6960","33910","31060"
"In post","2022","London","Declared non-disabled","Department of Health and Social Care (excl. agencies)","630","600","52450","53360"
"In post","2022","London","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Driver and Vehicle Standards Agency","230","230","32470","30780"
"In post","2022","London","Declared non-disabled","Education and Skills Funding Agency","220","210","50430","53420"
"In post","2022","London","Declared non-disabled","FCDO Services","140","130","48020","45330"
"In post","2022","London","Declared non-disabled","Food Standards Agency","150","140","44120","40960"
"In post","2022","London","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","2540","2480","50710","48410"
"In post","2022","London","Declared non-disabled","Government Actuary's Department","150","140","69100","61760"
"In post","2022","London","Declared non-disabled","Government Internal Audit Agency","130","120","52300","52360"
"In post","2022","London","Declared non-disabled","Government Legal Department","1850","1730","53620","51250"
"In post","2022","London","Declared non-disabled","Government Property Agency","70","70","53780","54700"
"In post","2022","London","Declared non-disabled","Health and Safety Executive","120","120","47930","44610"
"In post","2022","London","Declared non-disabled","HM Courts and Tribunals Service","2850","2670","31620","28310"
"In post","2022","London","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","HM Land Registry","270","260","41880","37290"
"In post","2022","London","Declared non-disabled","HM Prison and Probation Service","4580","4430","36590","33890"
"In post","2022","London","Declared non-disabled","HM Revenue and Customs (excl. agencies)","5370","5140","46250","39610"
"In post","2022","London","Declared non-disabled","HM Treasury (excl. agencies)","1380","1350","49100","52500"
"In post","2022","London","Declared non-disabled","Home Office","9580","9080","40540","35070"
"In post","2022","London","Declared non-disabled","Institute for Apprenticeships and Technical Education","80","70","55790","53950"
"In post","2022","London","Declared non-disabled","Intellectual Property Office","40","30","[c]","[c]"
"In post","2022","London","Declared non-disabled","Legal Aid Agency","120","120","44450","41750"
"In post","2022","London","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","310","300","53780","53620"
"In post","2022","London","Declared non-disabled","Met Office","30","30","[c]","[c]"
"In post","2022","London","Declared non-disabled","Ministry of Defence (excl. agencies)","2460","2410","43600","41500"
"In post","2022","London","Declared non-disabled","Ministry of Justice (excl. agencies)","2480","2410","47320","41820"
"In post","2022","London","Declared non-disabled","National Crime Agency","450","440","48130","46810"
"In post","2022","London","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","National Savings and Investments","130","130","53850","47860"
"In post","2022","London","Declared non-disabled","Northern Ireland Office","50","50","[c]","[c]"
"In post","2022","London","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","220","220","52330","46360"
"In post","2022","London","Declared non-disabled","Office of Gas and Electricity Markets","650","640","49060","43940"
"In post","2022","London","Declared non-disabled","Office of Rail and Road","190","180","56330","55430"
"In post","2022","London","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Queen Elizabeth II Centre","40","40","[c]","[c]"
"In post","2022","London","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Serious Fraud Office","310","300","46660","41080"
"In post","2022","London","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","The Insolvency Service","200","190","41670","38510"
"In post","2022","London","Declared non-disabled","The National Archives","360","350","36680","34390"
"In post","2022","London","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","UK Export Finance","410","400","53160","49000"
"In post","2022","London","Declared non-disabled","UK Health Security Agency","1460","1360","43190","39690"
"In post","2022","London","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Declared non-disabled","UK Space Agency","60","60","47050","40050"
"In post","2022","London","Declared non-disabled","UK Statistics Authority","150","140","48070","41340"
"In post","2022","London","Declared non-disabled","UK Supreme Court","40","40","[c]","[c]"
"In post","2022","London","Declared non-disabled","Valuation Office Agency","450","420","41950","37820"
"In post","2022","London","Declared non-disabled","Water Services Regulation Authority","60","60","66220","63750"
"In post","2022","London","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","London","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","London","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Undeclared","Cabinet Office (excl. agencies)","180","180","50200","54700"
