"Status","Year","Region_ITL3","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Norwich and East Norfolk","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Justice","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Justice","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Defence","50-59","70","70","24740","20970"
"Leaver CS","2022","Oxfordshire CC","Ministry of Defence","60-64","50","50","25520","20970"
"Leaver CS","2022","Oxfordshire CC","Ministry of Defence","65+","30","30","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","20-29","70","70","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Work and Pensions","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Work and Pensions","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Work and Pensions","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Defence","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Defence","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Defence","65+","40","30","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
