"Status","Year","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lambeth","60","60","49970","45650"
"In post","2021","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leeds","50","50","[c]","[c]"
"In post","2021","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Manchester","80","80","33680","30420"
"In post","2021","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Monmouthshire and Newport","60","60","35610","30640"
"In post","2021","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Nottingham","80","70","37000","36470"
"In post","2021","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Portsmouth","40","40","[c]","[c]"
"In post","2021","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sefton","40","40","[c]","[c]"
"In post","2021","Communications","Sheffield","50","50","38000","35610"
"In post","2021","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Hampshire","40","40","[c]","[c]"
"In post","2021","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Swansea","70","70","30830","26780"
"In post","2021","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tower Hamlets","150","140","46810","40850"
"In post","2021","Communications","Tyneside","80","80","34110","31810"
"In post","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","1790","1760","46280","42710"
"In post","2021","Communications","Wiltshire","50","50","32540","29200"
"In post","2021","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Westminster","50","50","58230","57890"
"In post","2021","Corporate Finance","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Birmingham","70","70","37490","37380"
"In post","2021","Counter Fraud","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","30","30","[c]","[c]"
"In post","2021","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","70","60","27850","25220"
"In post","2021","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hackney and Newham","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leeds","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Manchester","60","50","39650","39490"
"In post","2021","Counter Fraud","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Westminster","340","330","43660","40000"
"In post","2021","Counter Fraud","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","York","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Barnet","170","160","45900","44950"
"In post","2021","Digital, Data and Technology","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","380","370","41700","40580"
"In post","2021","Digital, Data and Technology","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Berkshire","110","100","40070","36460"
"In post","2021","Digital, Data and Technology","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Birmingham","230","230","41160","38180"
"In post","2021","Digital, Data and Technology","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bradford","190","180","37590","31870"
"In post","2021","Digital, Data and Technology","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bristol, City of","320","310","41480","39660"
"In post","2021","Digital, Data and Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Camden and City of London","70","70","47670","40750"
"In post","2021","Digital, Data and Technology","Cardiff and Vale of Glamorgan","450","440","38240","37410"
"In post","2021","Digital, Data and Technology","Central Bedfordshire","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Central Hampshire","80","80","35070","33300"
"In post","2021","Digital, Data and Technology","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","City of Edinburgh","220","210","39020","35230"
"In post","2021","Digital, Data and Technology","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Coventry","280","270","39970","36960"
"In post","2021","Digital, Data and Technology","Croydon","580","570","50700","45790"
"In post","2021","Digital, Data and Technology","Darlington","110","110","37380","37100"
"In post","2021","Digital, Data and Technology","Devon CC","360","350","37440","34170"
"In post","2021","Digital, Data and Technology","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Cumbria","[c]","[c]","[c]","[c]"
