"Status","Year","Sexual_orientation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","34670","29420"
"In post","2021","LGBO","Unknown","Greater Manchester","40","40","[c]","[c]"
"In post","2021","LGBO","Unknown","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2021","LGBO","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Inner London - East","70","70","39350","36850"
"In post","2021","LGBO","Unknown","Inner London - West","260","250","45030","40650"
"In post","2021","LGBO","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Merseyside","30","30","[c]","[c]"
"In post","2021","LGBO","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","West Central Scotland","50","50","33380","31370"
"In post","2021","LGBO","Unknown","West Midlands","30","30","[c]","[c]"
"In post","2021","LGBO","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","110","100","33560","29530"
"In post","2021","Undeclared","Declared disabled","Cheshire","40","30","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Cumbria","30","30","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Derbyshire and Nottinghamshire","190","180","29300","27570"
"In post","2021","Undeclared","Declared disabled","Devon","100","90","27940","26930"
"In post","2021","Undeclared","Declared disabled","Dorset and Somerset","80","70","28450","27130"
"In post","2021","Undeclared","Declared disabled","East Anglia","130","120","31130","27570"
"In post","2021","Undeclared","Declared disabled","East Wales","180","170","30580","27460"
"In post","2021","Undeclared","Declared disabled","East Yorkshire and Northern Lincolnshire","60","50","26500","27210"
"In post","2021","Undeclared","Declared disabled","Eastern Scotland","160","140","32190","27570"
"In post","2021","Undeclared","Declared disabled","Essex","80","70","30180","29090"
"In post","2021","Undeclared","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","380","350","36200","33300"
"In post","2021","Undeclared","Declared disabled","Greater Manchester","230","200","28420","26780"
"In post","2021","Undeclared","Declared disabled","Hampshire and Isle of Wight","170","150","29380","27570"
"In post","2021","Undeclared","Declared disabled","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Inner London - East","180","170","38380","31880"
"In post","2021","Undeclared","Declared disabled","Inner London - West","480","470","43540","38750"
"In post","2021","Undeclared","Declared disabled","Kent","100","90","29780","27370"
"In post","2021","Undeclared","Declared disabled","Lancashire","200","170","27220","27380"
"In post","2021","Undeclared","Declared disabled","Leicestershire, Rutland and Northamptonshire","80","70","27450","25160"
"In post","2021","Undeclared","Declared disabled","Lincolnshire","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Merseyside","200","170","27060","25310"
"In post","2021","Undeclared","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Northumberland and Tyne and Wear","190","160","27120","23840"
"In post","2021","Undeclared","Declared disabled","Outer London - East and North East","60","50","30440","30780"
"In post","2021","Undeclared","Declared disabled","Outer London - South","140","130","35920","31060"
"In post","2021","Undeclared","Declared disabled","Outer London - West and North West","120","110","31570","30780"
"In post","2021","Undeclared","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Shropshire and Staffordshire","100","90","30110","27570"
"In post","2021","Undeclared","Declared disabled","South Yorkshire","130","110","29740","27570"
"In post","2021","Undeclared","Declared disabled","Southern Scotland","30","30","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Surrey, East and West Sussex","100","90","28450","27570"
"In post","2021","Undeclared","Declared disabled","Tees Valley and Durham","100","90","26650","24280"
"In post","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","West Central Scotland","160","140","26800","26120"
"In post","2021","Undeclared","Declared disabled","West Midlands","200","180","28150","27570"
"In post","2021","Undeclared","Declared disabled","West Wales and The Valleys","360","290","24640","21590"
"In post","2021","Undeclared","Declared disabled","West Yorkshire","160","140","29850","27570"
"In post","2021","Undeclared","Declared non-disabled","Bedfordshire and Hertfordshire","230","210","32250","29670"
"In post","2021","Undeclared","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","430","410","32650","30460"
"In post","2021","Undeclared","Declared non-disabled","Cheshire","150","140","30390","27570"
"In post","2021","Undeclared","Declared non-disabled","Cornwall and Isles of Scilly","100","90","26430","26850"
"In post","2021","Undeclared","Declared non-disabled","Cumbria","90","80","30340","26650"
"In post","2021","Undeclared","Declared non-disabled","Derbyshire and Nottinghamshire","590","530","31970","27570"
"In post","2021","Undeclared","Declared non-disabled","Devon","390","350","31210","27570"
"In post","2021","Undeclared","Declared non-disabled","Dorset and Somerset","290","260","29840","27570"
"In post","2021","Undeclared","Declared non-disabled","East Anglia","650","590","29880","27570"
"In post","2021","Undeclared","Declared non-disabled","East Wales","950","890","34000","28850"
"In post","2021","Undeclared","Declared non-disabled","East Yorkshire and Northern Lincolnshire","280","260","28310","27130"
"In post","2021","Undeclared","Declared non-disabled","Eastern Scotland","560","520","33710","27570"
"In post","2021","Undeclared","Declared non-disabled","Essex","290","260","29780","27370"
"In post","2021","Undeclared","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","1510","1410","37660","34510"
"In post","2021","Undeclared","Declared non-disabled","Greater Manchester","860","800","30910","27570"
"In post","2021","Undeclared","Declared non-disabled","Hampshire and Isle of Wight","740","690","33280","30050"
"In post","2021","Undeclared","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","190","170","27770","26780"
"In post","2021","Undeclared","Declared non-disabled","Highlands and Islands","80","70","30180","27570"
"In post","2021","Undeclared","Declared non-disabled","Inner London - East","830","780","41950","36000"
"In post","2021","Undeclared","Declared non-disabled","Inner London - West","2810","2730","47440","42880"
"In post","2021","Undeclared","Declared non-disabled","Kent","480","440","29540","27370"
"In post","2021","Undeclared","Declared non-disabled","Lancashire","590","530","28520","27570"
"In post","2021","Undeclared","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","330","290","27580","26580"
"In post","2021","Undeclared","Declared non-disabled","Lincolnshire","150","130","28110","26670"
"In post","2021","Undeclared","Declared non-disabled","Merseyside","840","760","28420","26120"
"In post","2021","Undeclared","Declared non-disabled","North Eastern Scotland","80","80","40740","31060"
"In post","2021","Undeclared","Declared non-disabled","North Yorkshire","220","200","32620","30130"
"In post","2021","Undeclared","Declared non-disabled","Northern Ireland","100","90","27800","24890"
"In post","2021","Undeclared","Declared non-disabled","Northumberland and Tyne and Wear","760","670","28220","25560"
"In post","2021","Undeclared","Declared non-disabled","Outer London - East and North East","180","160","30090","30780"
"In post","2021","Undeclared","Declared non-disabled","Outer London - South","690","650","37100","31880"
"In post","2021","Undeclared","Declared non-disabled","Outer London - West and North West","630","570","32900","30780"
"In post","2021","Undeclared","Declared non-disabled","Overseas","220","220","47310","40580"
"In post","2021","Undeclared","Declared non-disabled","Shropshire and Staffordshire","350","320","29450","27570"
"In post","2021","Undeclared","Declared non-disabled","South Yorkshire","500","450","31030","27570"
"In post","2021","Undeclared","Declared non-disabled","Southern Scotland","170","150","28230","27370"
"In post","2021","Undeclared","Declared non-disabled","Surrey, East and West Sussex","520","460","31290","28320"
"In post","2021","Undeclared","Declared non-disabled","Tees Valley and Durham","410","360","28380","26780"
"In post","2021","Undeclared","Declared non-disabled","Unknown","70","60","31810","27570"
"In post","2021","Undeclared","Declared non-disabled","West Central Scotland","770","700","29150","26670"
"In post","2021","Undeclared","Declared non-disabled","West Midlands","840","760","30290","27570"
"In post","2021","Undeclared","Declared non-disabled","West Wales and The Valleys","1590","1350","27520","21590"
"In post","2021","Undeclared","Declared non-disabled","West Yorkshire","740","660","30490","27570"
"In post","2021","Undeclared","Undeclared","Bedfordshire and Hertfordshire","110","100","33810","31420"
"In post","2021","Undeclared","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","280","270","34110","32520"
"In post","2021","Undeclared","Undeclared","Cheshire","80","70","32130","31650"
"In post","2021","Undeclared","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Cumbria","50","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Derbyshire and Nottinghamshire","300","280","31800","31420"
"In post","2021","Undeclared","Undeclared","Devon","160","150","31110","29200"
"In post","2021","Undeclared","Undeclared","Dorset and Somerset","170","160","32140","31650"
"In post","2021","Undeclared","Undeclared","East Anglia","390","360","31180","29810"
"In post","2021","Undeclared","Undeclared","East Wales","470","430","32600","28750"
"In post","2021","Undeclared","Undeclared","East Yorkshire and Northern Lincolnshire","140","130","30480","28220"
"In post","2021","Undeclared","Undeclared","Eastern Scotland","190","180","33730","30080"
"In post","2021","Undeclared","Undeclared","Essex","160","150","31750","29200"
"In post","2021","Undeclared","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","920","880","38900","37320"
"In post","2021","Undeclared","Undeclared","Greater Manchester","430","400","32450","29870"
"In post","2021","Undeclared","Undeclared","Hampshire and Isle of Wight","460","440","33830","33120"
