"Status","Year","Responsibility_level","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","AA/AO","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Telford and Wrekin","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver CS","2022","AA/AO","Thurrock","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Torbay","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Tower Hamlets","Inner London - East","100","90","22470","23110"
"Leaver CS","2022","AA/AO","Tyneside","Northumberland, and Tyne and Wear","830","710","21100","21260"
"Leaver CS","2022","AA/AO","Unknown","Unknown","380","310","20800","21590"
"Leaver CS","2022","AA/AO","Wakefield","West Yorkshire","100","80","[c]","[c]"
"Leaver CS","2022","AA/AO","Walsall","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Wandsworth","Inner London - West","90","90","[c]","[c]"
"Leaver CS","2022","AA/AO","Warrington","Cheshire","70","60","[c]","[c]"
"Leaver CS","2022","AA/AO","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","50","50","20610","21010"
"Leaver CS","2022","AA/AO","West Cumbria","Cumbria","50","50","[c]","[c]"
"Leaver CS","2022","AA/AO","West Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","West Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","West Lothian","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","AA/AO","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","120","110","20460","20370"
"Leaver CS","2022","AA/AO","West Surrey","Surrey, East and West Sussex","130","120","23460","24370"
"Leaver CS","2022","AA/AO","West Sussex (North East)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","West Sussex (South West)","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2022","AA/AO","Westminster","Inner London - West","500","430","23230","23720"
"Leaver CS","2022","AA/AO","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","240","230","20890","19880"
"Leaver CS","2022","AA/AO","Wirral","Merseyside","100","80","21210","21260"
"Leaver CS","2022","AA/AO","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","160","150","[c]","[c]"
"Leaver CS","2022","AA/AO","York","North Yorkshire","70","60","21040","21170"
"Leaver CS","2022","EO","Aberdeen City and Aberdeenshire","North Eastern Scotland","50","50","28990","27570"
"Leaver CS","2022","EO","Angus and Dundee City","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","EO","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Barking & Dagenham and Havering","Outer London - East and North East","40","40","[c]","[c]"
"Leaver CS","2022","EO","Barnet","Outer London - West and North West","60","60","29710","31060"
"Leaver CS","2022","EO","Barnsley, Doncaster and Rotherham","South Yorkshire","70","60","27590","27570"
"Leaver CS","2022","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","270","250","23330","24240"
"Leaver CS","2022","EO","Bedford","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"Leaver CS","2022","EO","Belfast","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2022","EO","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","90","90","29880","29290"
"Leaver CS","2022","EO","Bexley and Greenwich","Outer London - East and North East","60","50","30870","31060"
"Leaver CS","2022","EO","Birmingham","West Midlands","260","230","26750","27570"
"Leaver CS","2022","EO","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Blackpool","Lancashire","90","70","27260","27570"
"Leaver CS","2022","EO","Bournemouth, Christchurch and Poole","Dorset and Somerset","30","30","[c]","[c]"
"Leaver CS","2022","EO","Bradford","West Yorkshire","90","80","27270","27570"
"Leaver CS","2022","EO","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Brent","Outer London - West and North West","50","50","30820","31060"
"Leaver CS","2022","EO","Bridgend and Neath Port Talbot","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","130","110","26360","27550"
"Leaver CS","2022","EO","Bromley","Outer London - South","30","30","[c]","[c]"
"Leaver CS","2022","EO","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"Leaver CS","2022","EO","Caithness and Sutherland, and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Calderdale and Kirklees","West Yorkshire","60","60","27300","27570"
"Leaver CS","2022","EO","Cambridgeshire CC","East Anglia","100","90","27030","27570"
"Leaver CS","2022","EO","Camden and City of London","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2022","EO","Cardiff and Vale of Glamorgan","East Wales","180","160","27360","27570"
"Leaver CS","2022","EO","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Central Hampshire","Hampshire and Isle of Wight","70","60","26280","26670"
"Leaver CS","2022","EO","Central Valleys","West Wales and The Valleys","60","50","27600","27570"
"Leaver CS","2022","EO","Cheshire East","Cheshire","30","30","[c]","[c]"
"Leaver CS","2022","EO","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","City of Edinburgh","Eastern Scotland","150","140","29070","27940"
"Leaver CS","2022","EO","Clackmannanshire and Fife","Eastern Scotland","50","50","29680","27570"
"Leaver CS","2022","EO","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"Leaver CS","2022","EO","Coventry","West Midlands","50","40","26900","27570"
"Leaver CS","2022","EO","Croydon","Outer London - South","170","160","29690","29370"
"Leaver CS","2022","EO","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Derby","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2022","EO","Devon CC","Devon","90","80","27290","27570"
"Leaver CS","2022","EO","Dorset","Dorset and Somerset","50","40","[c]","[c]"
"Leaver CS","2022","EO","Dudley","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Durham","Tees Valley and Durham","70","50","26920","27250"
"Leaver CS","2022","EO","Ealing","Outer London - West and North West","40","30","[c]","[c]"
"Leaver CS","2022","EO","East Ayrshire and North Ayrshire mainland","Southern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","EO","East Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","60","50","30930","27570"
"Leaver CS","2022","EO","East Kent","Kent","110","90","28420","27370"
"Leaver CS","2022","EO","East Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"Leaver CS","2022","EO","East Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","East Sussex CC","Surrey, East and West Sussex","60","50","27340","27570"
"Leaver CS","2022","EO","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Essex Haven Gateway","Essex","60","50","29680","29290"
"Leaver CS","2022","EO","Essex Thames Gateway","Essex","40","30","[c]","[c]"
"Leaver CS","2022","EO","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Flintshire and Wrexham","East Wales","40","30","[c]","[c]"
"Leaver CS","2022","EO","Glasgow City","West Central Scotland","190","170","27340","27570"
"Leaver CS","2022","EO","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","27150","27570"
"Leaver CS","2022","EO","Greater Manchester North East","Greater Manchester","40","40","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester North West","Greater Manchester","50","40","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Greater Manchester South West","Greater Manchester","100","90","26600","27570"
"Leaver CS","2022","EO","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hackney and Newham","Inner London - East","130","120","31000","31060"
"Leaver CS","2022","EO","Haringey and Islington","Inner London - East","60","60","30560","31060"
"Leaver CS","2022","EO","Harrow and Hillingdon","Outer London - West and North West","150","120","30170","31060"
"Leaver CS","2022","EO","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Heart of Essex","Essex","40","40","[c]","[c]"
"Leaver CS","2022","EO","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Hertfordshire CC","Bedfordshire and Hertfordshire","110","100","29340","29290"
"Leaver CS","2022","EO","Hounslow and Richmond upon Thames","Outer London - West and North West","90","90","29430","29710"
"Leaver CS","2022","EO","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","30","30","[c]","[c]"
"Leaver CS","2022","EO","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Isle of Wight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Kent Thames Gateway","Kent","30","30","[c]","[c]"
"Leaver CS","2022","EO","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"Leaver CS","2022","EO","Lambeth","Inner London - East","170","170","29160","30230"
"Leaver CS","2022","EO","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Leeds","West Yorkshire","340","280","26120","26850"
"Leaver CS","2022","EO","Leicester","Leicestershire, Rutland and Northamptonshire","80","70","[c]","[c]"
"Leaver CS","2022","EO","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"Leaver CS","2022","EO","Lewisham and Southwark","Inner London - East","100","90","29050","29970"
"Leaver CS","2022","EO","Lincolnshire CC","Lincolnshire","80","70","27660","27570"
"Leaver CS","2022","EO","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Liverpool","Merseyside","200","170","26040","25520"
"Leaver CS","2022","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Luton","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"Leaver CS","2022","EO","Manchester","Greater Manchester","190","170","26700","27370"
"Leaver CS","2022","EO","Medway","Kent","40","40","[c]","[c]"
"Leaver CS","2022","EO","Merton, Kingston upon Thames and Sutton","Outer London - South","50","50","[c]","[c]"
"Leaver CS","2022","EO","Mid Kent","Kent","40","30","[c]","[c]"
"Leaver CS","2022","EO","Mid Lancashire","Lancashire","70","60","26540","27130"
"Leaver CS","2022","EO","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","70","60","[c]","[c]"
"Leaver CS","2022","EO","Monmouthshire and Newport","East Wales","90","80","25310","24030"
"Leaver CS","2022","EO","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North and West Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Hampshire","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver CS","2022","EO","North Lanarkshire","West Central Scotland","50","40","[c]","[c]"
"Leaver CS","2022","EO","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","North Nottinghamshire","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2022","EO","North Yorkshire CC","North Yorkshire","60","50","28580","27570"
"Leaver CS","2022","EO","Northumberland","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Norwich and East Norfolk","East Anglia","40","30","[c]","[c]"
"Leaver CS","2022","EO","Nottingham","Derbyshire and Nottinghamshire","160","140","26550","27130"
"Leaver CS","2022","EO","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","80","80","25630","27210"
"Leaver CS","2022","EO","Perth and Kinross, and Stirling","Eastern Scotland","40","40","[c]","[c]"
"Leaver CS","2022","EO","Peterborough","East Anglia","50","40","[c]","[c]"
"Leaver CS","2022","EO","Plymouth","Devon","60","60","25520","26670"
"Leaver CS","2022","EO","Portsmouth","Hampshire and Isle of Wight","90","80","27940","27570"
"Leaver CS","2022","EO","Powys","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Redbridge and Waltham Forest","Outer London - East and North East","50","50","30240","31060"
"Leaver CS","2022","EO","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Sefton","Merseyside","120","110","26460","27380"
"Leaver CS","2022","EO","Sheffield","South Yorkshire","100","90","26860","26950"
"Leaver CS","2022","EO","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Shropshire","Shropshire and Staffordshire","50","40","[c]","[c]"
"Leaver CS","2022","EO","Solihull","West Midlands","40","30","[c]","[c]"
"Leaver CS","2022","EO","Somerset CC","Dorset and Somerset","40","40","[c]","[c]"
"Leaver CS","2022","EO","South and West Derbyshire","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2022","EO","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Hampshire","Hampshire and Isle of Wight","110","110","25580","25220"
"Leaver CS","2022","EO","South Lanarkshire","Southern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","EO","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South Teesside","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","South West Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Southampton","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2022","EO","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Staffordshire CC","Shropshire and Staffordshire","80","70","27170","27570"
"Leaver CS","2022","EO","Stoke-on-Trent","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2022","EO","Suffolk CC","East Anglia","100","90","27120","27570"
"Leaver CS","2022","EO","Sunderland","Northumberland, and Tyne and Wear","90","70","27860","27570"
"Leaver CS","2022","EO","Swansea","West Wales and The Valleys","30","20","[c]","[c]"
"Leaver CS","2022","EO","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Telford and Wrekin","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2022","EO","Thurrock","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Torbay","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Tower Hamlets","Inner London - East","120","120","28500","27570"
"Leaver CS","2022","EO","Tyneside","Northumberland, and Tyne and Wear","260","220","26440","27570"
"Leaver CS","2022","EO","Unknown","Unknown","120","100","27330","27570"
"Leaver CS","2022","EO","Wakefield","West Yorkshire","50","40","[c]","[c]"
"Leaver CS","2022","EO","Walsall","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Wandsworth","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Warrington","Cheshire","50","50","[c]","[c]"
"Leaver CS","2022","EO","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","70","60","25890","27570"
"Leaver CS","2022","EO","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Essex","Essex","40","30","[c]","[c]"
"Leaver CS","2022","EO","West Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Lothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"Leaver CS","2022","EO","West Surrey","Surrey, East and West Sussex","50","50","[c]","[c]"
"Leaver CS","2022","EO","West Sussex (North East)","Surrey, East and West Sussex","80","70","27960","27570"
"Leaver CS","2022","EO","West Sussex (South West)","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2022","EO","Westminster","Inner London - West","700","590","28150","28330"
"Leaver CS","2022","EO","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","27250","26670"
"Leaver CS","2022","EO","Wirral","Merseyside","40","40","[c]","[c]"
"Leaver CS","2022","EO","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"Leaver CS","2022","EO","York","North Yorkshire","60","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Angus and Dundee City","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Barnet","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Barnsley, Doncaster and Rotherham","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","58100","55510"
"Leaver CS","2022","G6/G7","Bedford","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bexley and Greenwich","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Birmingham","West Midlands","100","90","58200","55100"
"Leaver CS","2022","G6/G7","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Blackpool","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bournemouth, Christchurch and Poole","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bradford","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bridgend and Neath Port Talbot","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","[c]","[c]"
"Leaver CS","2022","G6/G7","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Calderdale and Kirklees","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cambridgeshire CC","East Anglia","60","60","61060","56950"
"Leaver CS","2022","G6/G7","Camden and City of London","Inner London - West","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Cardiff and Vale of Glamorgan","East Wales","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Central Hampshire","Hampshire and Isle of Wight","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Central Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cheshire East","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","City of Edinburgh","Eastern Scotland","110","100","64930","62170"
"Leaver CS","2022","G6/G7","Clackmannanshire and Fife","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Coventry","West Midlands","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Croydon","Outer London - South","80","80","64150","61960"
"Leaver CS","2022","G6/G7","Darlington","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derby","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon CC","Devon","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Durham","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Ealing","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Sussex CC","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Falkirk","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Glasgow City","West Central Scotland","70","60","61920","62170"
"Leaver CS","2022","G6/G7","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester North East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester North West","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester South West","Greater Manchester","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hackney and Newham","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Haringey and Islington","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Harrow and Hillingdon","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Heart of Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hertfordshire CC","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hounslow and Richmond upon Thames","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Isle of Wight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kent Thames Gateway","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lambeth","Inner London - East","180","170","58090","55130"
"Leaver CS","2022","G6/G7","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Leeds","West Yorkshire","150","100","56920","54920"
"Leaver CS","2022","G6/G7","Leicester","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
