"Status","Year","Region_ITL2","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","Male","390","380","36340","35620"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","National Crime Agency","Female","50","50","35870","35910"
"In post","2021","Bedfordshire and Hertfordshire","National Crime Agency","Male","60","60","41860","41070"
"In post","2021","Bedfordshire and Hertfordshire","Public Health England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Public Health England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","Female","60","60","33420","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","Male","60","60","37790","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","Female","100","90","41740","36240"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","Male","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","Female","50","50","30910","28530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","Male","80","80","39180","37260"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","90","90","39820","36750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","100","100","41620","37410"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Female","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Male","70","70","46270","51710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","Female","800","710","28410","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","Male","350","340","27970","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","Male","70","70","27870","26780"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","Female","260","240","37330","31390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","Male","510","500","39490","37070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","Female","170","160","29130","26250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","Male","110","100","35450","27260"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","Female","230","200","25220","22080"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","Male","90","90","23140","21300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","Female","1100","1020","29180","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","Male","1190","1160","32160","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","Female","200","180","32360","29570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","Male","250","240","30320","28130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office (incl. agencies)","Female","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office (incl. agencies)","Male","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","Female","1170","1110","31270","28000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","Male","1490","1480","33600","31200"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Female","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Male","60","60","40710","39820"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","Female","230","200","41930","38580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","Male","130","130","48640","41890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","Female","90","80","28200","24920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","Male","90","90","32630","29690"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","90","90","41430","37410"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","80","80","44950","48370"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","Female","630","550","25490","27570"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","Male","310","300","25470","27570"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","Female","90","80","24460","20100"
"In post","2021","Cheshire","HM Courts and Tribunals Service","Male","30","30","[c]","[c]"
"In post","2021","Cheshire","HM Prison and Probation Service","Female","580","540","28480","26300"
"In post","2021","Cheshire","HM Prison and Probation Service","Male","510","490","29930","28540"
"In post","2021","Cheshire","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","40","30","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","Female","580","560","34720","32770"
"In post","2021","Cheshire","National Crime Agency","Male","610","610","37800","36410"
"In post","2021","Cheshire","Rural Payments Agency","Female","60","60","24880","24920"
"In post","2021","Cheshire","Rural Payments Agency","Male","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","Female","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Female","570","490","25360","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Male","260","240","25760","27570"
"In post","2021","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","Female","50","40","21980","20100"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Prison and Probation Service","Female","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Female","160","150","26310","21130"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Male","300","290","24550","21950"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Public Health England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Public Health England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Animal and Plant Health Agency","Female","100","90","25540","21050"
"In post","2021","Cumbria","Animal and Plant Health Agency","Male","60","50","25810","21050"
"In post","2021","Cumbria","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","Female","30","20","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Defence Equipment and Support","Male","70","70","24130","21610"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","40","30","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","Female","200","170","26760","27570"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","Male","60","60","26120","27570"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Courts and Tribunals Service","Female","80","60","23330","20410"
"In post","2021","Cumbria","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Prison and Probation Service","Female","180","170","27660","25790"
"In post","2021","Cumbria","HM Prison and Probation Service","Male","120","120","29770","28220"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","Male","110","100","29820","26350"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Public Health England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Public Health England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Rural Payments Agency","Female","500","420","24670","21050"
"In post","2021","Cumbria","Rural Payments Agency","Male","270","260","25370","21050"
"In post","2021","Cumbria","Submarine Delivery Agency","Female","40","30","[c]","[c]"
"In post","2021","Cumbria","Submarine Delivery Agency","Male","120","120","43810","41920"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","Female","60","60","29660","30950"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","Male","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","Female","180","160","36980","28430"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","Male","90","90","38360","34480"
"In post","2021","Derbyshire and Nottinghamshire","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","Female","140","120","40000","36780"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","Male","80","80","44820","40700"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","Female","1540","1320","26000","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","Male","750","710","26170","27570"
"In post","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Female","170","160","34000","32180"
"In post","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","Male","230","230","33110","30150"
"In post","2021","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","Female","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","Male","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Health and Safety Executive","Female","180","160","38920","33340"
"In post","2021","Derbyshire and Nottinghamshire","Health and Safety Executive","Male","210","200","45270","43950"
"In post","2021","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","Female","290","250","22520","19830"
"In post","2021","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","Male","110","110","25480","20100"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Female","370","330","31520","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Male","190","180","32850","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Prison and Probation Service","Female","1220","1120","28550","26300"
"In post","2021","Derbyshire and Nottinghamshire","HM Prison and Probation Service","Male","1150","1090","29150","27380"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Female","1670","1530","32270","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","Male","1650","1600","33120","31810"
"In post","2021","Derbyshire and Nottinghamshire","Insolvency Service","Female","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Insolvency Service","Male","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal Aid Agency","Female","110","90","22610","19970"
"In post","2021","Derbyshire and Nottinghamshire","Legal Aid Agency","Male","70","70","23810","21170"
"In post","2021","Derbyshire and Nottinghamshire","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","Female","90","80","26460","22080"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","Male","140","140","29280","25680"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","Female","50","50","39630","36000"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","National Crime Agency","Female","[c]","[c]","[c]","[c]"
