"Status","Year","Region_ITL3","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Yorkshire and The Humber","Ministry of Justice","170","140","27190","23840"
"In post","2021","Cambridgeshire CC","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Education","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Environment, Food and Rural Affairs","100","100","31940","29180"
"In post","2021","Cambridgeshire CC","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Transport","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Department for Work and Pensions","230","220","28320","27570"
"In post","2021","Cambridgeshire CC","East of England","Department of Health and Social Care","310","280","42540","34620"
"In post","2021","Cambridgeshire CC","East of England","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Ministry of Defence","1110","1080","34540","33300"
"In post","2021","Cambridgeshire CC","East of England","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East of England","Ministry of Justice","1310","1220","29650","29810"
"In post","2021","Cambridgeshire CC","East of England","Office for Standards in Education","100","100","62230","64500"
"In post","2021","Camden and City of London","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Cabinet Office","100","90","54190","54700"
"In post","2021","Camden and City of London","London","Chancellor's other departments","200","190","64910","57250"
"In post","2021","Camden and City of London","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Department for Work and Pensions","70","70","30980","31060"
"In post","2021","Camden and City of London","London","HM Revenue and Customs","1510","1450","38460","36160"
"In post","2021","Camden and City of London","London","HM Treasury","160","150","57370","51980"
"In post","2021","Camden and City of London","London","Home Office","340","330","34220","30600"
"In post","2021","Camden and City of London","London","Ministry of Defence","120","120","35300","30750"
"In post","2021","Camden and City of London","London","Ministry of Justice","1020","970","27810","23500"
"In post","2021","Camden and City of London","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","London","Water Services Regulation Authority","70","70","69430","66360"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Attorney General's Departments","210","200","41090","38760"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Business, Energy and Industrial Strategy","1280","1180","31170","27460"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Environment, Food and Rural Affairs","100","90","29980","24920"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Transport","70","60","31470","26780"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department for Work and Pensions","1190","1090","27830","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","ESTYN","110","100","58000","74730"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Food Standards Agency","110","110","39860","37910"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","HM Revenue and Customs","4210","3890","27960","25560"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Home Office","340","320","29050","25360"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Ministry of Defence","260","250","26710","22570"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Ministry of Justice","1170","1090","29200","24870"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales","Welsh Government","2920","2760","43400","37410"
"In post","2021","Causeway Coast and Glens","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Ministry of Defence","70","70","20730","20310"
"In post","2021","Central Bedfordshire","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","East of England","Ministry of Defence","370","360","30570","27940"
"In post","2021","Central Hampshire","South East (England)","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Central Hampshire","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","South East (England)","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Central Hampshire","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","South East (England)","Department for Work and Pensions","130","110","27280","27570"
"In post","2021","Central Hampshire","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","South East (England)","Ministry of Defence","3480","3360","37010","34610"
"In post","2021","Central Hampshire","South East (England)","Ministry of Justice","420","400","30420","29440"
"In post","2021","Central Hampshire","South East (England)","National Crime Agency","70","70","36710","36410"
"In post","2021","Central Valleys","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Wales","Department for Transport","30","30","[c]","[c]"
"In post","2021","Central Valleys","Wales","Department for Work and Pensions","600","530","26430","27570"
"In post","2021","Central Valleys","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Wales","Ministry of Justice","150","140","27450","24550"
"In post","2021","Central Valleys","Wales","Welsh Government","910","870","41390","37410"
"In post","2021","Cheshire East","North West (England)","Department for Environment, Food and Rural Affairs","170","160","31160","26090"
"In post","2021","Cheshire East","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","North West (England)","Department for Work and Pensions","190","170","29580","27570"
"In post","2021","Cheshire East","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","North West (England)","Ministry of Justice","380","360","29830","27150"
"In post","2021","Cheshire West and Chester","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","North West (England)","Department for Work and Pensions","290","270","25160","27570"
"In post","2021","Cheshire West and Chester","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","North West (England)","Ministry of Justice","140","120","27300","23840"
"In post","2021","Chorley and West Lancashire","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","North West (England)","Department for Work and Pensions","110","100","27710","27570"
"In post","2021","Chorley and West Lancashire","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","North West (England)","Ministry of Justice","1140","1050","29450","27380"
"In post","2021","Chorley and West Lancashire","North West (England)","National Crime Agency","80","70","36160","36410"
"In post","2021","City of Edinburgh","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Competition and Markets Authority","50","50","56490","55860"
"In post","2021","City of Edinburgh","Scotland","Department for Business, Energy and Industrial Strategy","140","130","27470","23560"
"In post","2021","City of Edinburgh","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Department for Work and Pensions","350","330","29720","27570"
"In post","2021","City of Edinburgh","Scotland","HM Revenue and Customs","2060","1940","28350","25560"
"In post","2021","City of Edinburgh","Scotland","Home Office","170","160","28180","25410"
