"Status","Year","Region_ITL3","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Stoke-on-Trent","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","West Midlands (England)","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Department of Health and Social Care","60","50","28390","23770"
"Leaver CS","2021","Suffolk","East of England","HM Revenue and Customs","40","30","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Suffolk","East of England","Ministry of Defence","50","50","27140","24980"
"Leaver CS","2021","Suffolk","East of England","Ministry of Justice","120","110","[c]","[c]"
"Leaver CS","2021","Sunderland","North East (England)","Department for Work and Pensions","80","60","24580","26120"
"Leaver CS","2021","Sunderland","North East (England)","HM Revenue and Customs","140","100","[c]","[c]"
"Leaver CS","2021","Sunderland","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sunderland","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","Department for Transport","290","230","23400","21590"
"Leaver CS","2021","Swansea","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","HM Revenue and Customs","90","70","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","Ministry of Justice","30","20","[c]","[c]"
"Leaver CS","2021","Swansea","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","HM Revenue and Customs","50","40","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","London","Cabinet Office","40","40","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","London","Competition and Markets Authority","80","70","52540","46330"
"Leaver CS","2021","Tower Hamlets","London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","London","Department of Health and Social Care","80","70","47320","40450"
"Leaver CS","2021","Tower Hamlets","London","HM Revenue and Customs","110","100","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","London","Ministry of Justice","70","60","38330","30850"
"Leaver CS","2021","Tower Hamlets","London","Office of Gas and Electricity Markets","60","50","51170","45000"
"Leaver CS","2021","Tower Hamlets","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Department for Work and Pensions","320","270","25900","21010"
"Leaver CS","2021","Tyneside","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","HM Revenue and Customs","330","260","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tyneside","North East (England)","Ministry of Justice","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Cabinet Office","120","120","54570","38670"
"Leaver CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HM Revenue and Customs","330","320","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Ministry of Defence","160","160","34930","32400"
"Leaver CS","2021","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2021","Wakefield","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","London","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2021","Warrington","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Warwickshire","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","North West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","South East (England)","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","West Lothian","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Scotland","HM Revenue and Customs","180","150","[c]","[c]"
"Leaver CS","2021","West Lothian","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","East Midlands (England)","HM Revenue and Customs","170","150","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","East Midlands (England)","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2021","West Surrey","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","South East (England)","Department for Environment, Food and Rural Affairs","60","60","31000","24370"
"Leaver CS","2021","West Surrey","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Surrey","South East (England)","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Attorney General's Departments","190","180","52120","51250"
"Leaver CS","2021","Westminster","London","Cabinet Office","150","140","50780","40850"
"Leaver CS","2021","Westminster","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Department for Business, Energy and Industrial Strategy","200","190","48760","40730"
"Leaver CS","2021","Westminster","London","Department for Digital, Culture, Media and Sport","80","80","[c]","[c]"
"Leaver CS","2021","Westminster","London","Department for Education","160","150","46830","40940"
"Leaver CS","2021","Westminster","London","Department for Environment, Food and Rural Affairs","150","140","38380","33120"
"Leaver CS","2021","Westminster","London","Department for International Trade","130","130","37430","31220"
"Leaver CS","2021","Westminster","London","Department for Transport","90","90","42730","35430"
"Leaver CS","2021","Westminster","London","Department for Work and Pensions","120","110","41800","31180"
"Leaver CS","2021","Westminster","London","Department of Health and Social Care","120","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Foreign, Commonwealth and Development Office","140","50","52180","56860"
"Leaver CS","2021","Westminster","London","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver CS","2021","Westminster","London","HM Treasury","90","80","[c]","[c]"
"Leaver CS","2021","Westminster","London","Home Office","210","200","43440","37140"
"Leaver CS","2021","Westminster","London","Ministry of Defence","100","100","47020","40920"
"Leaver CS","2021","Westminster","London","Ministry of Housing, Communities and Local Government","80","70","44170","40170"
"Leaver CS","2021","Westminster","London","Ministry of Justice","270","250","39440","30850"
"Leaver CS","2021","Westminster","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Office for Standards in Education","30","30","[c]","[c]"
"Leaver CS","2021","Westminster","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Westminster","London","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","South West (England)","Department of Health and Social Care","90","80","35370","29490"
"Leaver CS","2021","Wiltshire","South West (England)","Ministry of Defence","280","260","33470","32240"
"Leaver CS","2021","Wiltshire","South West (England)","Ministry of Justice","30","30","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wirral","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","West Midlands (England)","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2021","Wolverhampton","West Midlands (England)","HM Revenue and Customs","120","90","[c]","[c]"
"Leaver CS","2021","Wolverhampton","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Worcestershire","West Midlands (England)","Ministry of Justice","120","120","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","York","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Scotland","Scottish Government","90","90","31720","27650"
"Leaver CS","2022","Angus and Dundee City","Scotland","Department for Work and Pensions","70","60","23420","21260"
"Leaver CS","2022","Angus and Dundee City","Scotland","HM Revenue and Customs","130","120","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Angus and Dundee City","Scotland","Scottish Government","40","30","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","London","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","London","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","London","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","London","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Barnet","London","Department of Health and Social Care","140","130","37820","32330"
"Leaver CS","2022","Barnet","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","London","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnet","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Department for Work and Pensions","130","110","24320","21260"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Ministry of Justice","170","160","[c]","[c]"
"Leaver CS","2022","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Ministry of Defence","880","830","36200","33300"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Ministry of Justice","90","80","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","East of England","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Bedford","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","East of England","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","Bedford","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedford","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Belfast","Northern Ireland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Department for Work and Pensions","60","60","29020","29290"
"Leaver CS","2022","Berkshire","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire","South East (England)","Ministry of Defence","120","110","32660","28750"
"Leaver CS","2022","Berkshire","South East (England)","Ministry of Justice","50","50","[c]","[c]"
