"Status","Year","Disability","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","50","40","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","No function","340","330","44150","37560"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","180","180","48200","47340"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Security","30","30","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Internal Audit","40","40","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Legal","170","160","53960","52070"
"In post","2021","Declared disabled","Government Legal Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","No function","280","250","40080","36040"
"In post","2021","Declared disabled","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Finance","30","30","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Legal","110","100","42880","43160"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","No function","1860","1670","21880","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","No function","400","340","28410","27130"
"In post","2021","Declared disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Commercial","90","80","46550","46550"
"In post","2021","Declared disabled","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","No function","5780","5420","30240","28440"
"In post","2021","Declared disabled","HM Prison and Probation Service","Security","60","60","35510","32690"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Analysis","60","60","43330","38630"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Communications","270","250","28750","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Counter Fraud","760","700","32720","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Debt","380","320","23060","21440"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","210","200","38620","35000"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Finance","230","190","31350","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Human Resources","190","180","35210","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Legal","140","130","36790","31810"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","No function","2780","2450","28330","25560"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Project Delivery","420","380","42800","38630"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
