"Status","Year","Age","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Heterosexual / straight","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Tyneside","40","30","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Westminster","70","70","25720","25170"
"In post","2021","16-19","Heterosexual / straight","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Heterosexual / straight","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","LGBO","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","York","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
