"Status","Year","Function_of_post","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Foreign, Commonwealth and Development Office","230","220","39500","33930"
"In post","2021","Digital, Data & Technology","Scotland","HM Revenue and Customs","120","120","35360","31810"
"In post","2021","Digital, Data & Technology","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Scottish Government","240","230","39080","35720"
"In post","2021","Digital, Data & Technology","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Department for Environment, Food and Rural Affairs","110","100","40320","36970"
"In post","2021","Digital, Data & Technology","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Department for Transport","150","150","37960","34040"
"In post","2021","Digital, Data & Technology","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Foreign, Commonwealth and Development Office","110","110","43260","40670"
"In post","2021","Digital, Data & Technology","South East (England)","HM Revenue and Customs","190","180","37730","33350"
"In post","2021","Digital, Data & Technology","South East (England)","Ministry of Defence","140","130","29700","26670"
"In post","2021","Digital, Data & Technology","South East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South East (England)","United Kingdom Statistics Authority","130","120","41330","36840"
"In post","2021","Digital, Data & Technology","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Department for Business, Energy and Industrial Strategy","830","790","40320","39650"
"In post","2021","Digital, Data & Technology","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Department for Environment, Food and Rural Affairs","170","160","45270","48370"
"In post","2021","Digital, Data & Technology","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Department for Transport","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","HM Land Registry","530","500","38090","38450"
"In post","2021","Digital, Data & Technology","South West (England)","HM Revenue and Customs","80","80","38800","31810"
"In post","2021","Digital, Data & Technology","South West (England)","Ministry of Defence","530","510","36670","33540"
"In post","2021","Digital, Data & Technology","South West (England)","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Department for Business, Energy and Industrial Strategy","480","470","40890","38060"
"In post","2021","Digital, Data & Technology","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Department for Transport","790","770","39720","37300"
"In post","2021","Digital, Data & Technology","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","HM Revenue and Customs","100","90","34460","31810"
"In post","2021","Digital, Data & Technology","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","United Kingdom Statistics Authority","430","420","40030","36180"
"In post","2021","Digital, Data & Technology","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Department for Education","220","210","40100","36960"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Department for Environment, Food and Rural Affairs","50","50","43120","35900"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","HM Revenue and Customs","400","380","41470","38630"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Ministry of Defence","70","70","30350","26670"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Ministry of Justice","90","90","40830","36410"
"In post","2021","Digital, Data & Technology","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Attorney General's Departments","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Department for Education","130","130","35820","32300"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","70","70","43670","47550"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","HM Revenue and Customs","330","320","36660","31810"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Ministry of Justice","110","110","50280","52850"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","HM Revenue and Customs","100","90","38750","32430"
"In post","2021","Finance","East Midlands (England)","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Department for Environment, Food and Rural Affairs","50","50","39090","36970"
"In post","2021","Finance","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","HM Revenue and Customs","200","180","30260","28130"
"In post","2021","Finance","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Ministry of Defence","150","140","36910","33000"
"In post","2021","Finance","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Attorney General's Departments","80","70","43360","33930"
"In post","2021","Finance","London","Cabinet Office","90","90","46340","41820"
"In post","2021","Finance","London","Chancellor's other departments","40","40","[c]","[c]"
"In post","2021","Finance","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Department for Business, Energy and Industrial Strategy","160","160","51900","53290"
"In post","2021","Finance","London","Department for Digital, Culture, Media and Sport","70","70","57450","61730"
"In post","2021","Finance","London","Department for Education","110","110","52200","53760"
"In post","2021","Finance","London","Department for Environment, Food and Rural Affairs","70","60","49610","43920"
"In post","2021","Finance","London","Department for International Trade","90","90","47250","44030"
"In post","2021","Finance","London","Department for Transport","120","120","51110","54380"
"In post","2021","Finance","London","Department of Health and Social Care","320","320","42810","40470"
"In post","2021","Finance","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Foreign, Commonwealth and Development Office","100","100","50220","44110"
"In post","2021","Finance","London","HM Land Registry","40","40","[c]","[c]"
"In post","2021","Finance","London","HM Revenue and Customs","310","300","52270","45960"
"In post","2021","Finance","London","HM Treasury","100","100","51840","52680"
"In post","2021","Finance","London","Ministry of Defence","200","200","48640","45200"
"In post","2021","Finance","London","Ministry of Housing, Communities and Local Government","90","80","54630","53130"
"In post","2021","Finance","London","Ministry of Justice","420","410","45680","40480"
"In post","2021","Finance","London","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","UK Export Finance","50","50","[c]","[c]"
"In post","2021","Finance","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Department for Education","60","60","40620","37030"
"In post","2021","Finance","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","HM Revenue and Customs","310","290","35880","31810"
"In post","2021","Finance","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Department for Education","110","110","43100","42750"
"In post","2021","Finance","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","HM Revenue and Customs","230","220","35280","31810"
"In post","2021","Finance","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Ministry of Defence","100","100","30140","26670"
"In post","2021","Finance","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Ministry of Justice","80","80","38870","35330"
"In post","2021","Finance","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North West (England)","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Finance","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Finance","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Foreign, Commonwealth and Development Office","110","110","38740","33930"
"In post","2021","Finance","Scotland","HM Revenue and Customs","570","460","23850","21440"
"In post","2021","Finance","Scotland","Ministry of Defence","50","40","[c]","[c]"
"In post","2021","Finance","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Scottish Government","190","180","34510","33650"
"In post","2021","Finance","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Department for Environment, Food and Rural Affairs","50","50","40630","36970"
"In post","2021","Finance","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Department for Transport","50","50","34500","31380"
"In post","2021","Finance","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","Foreign, Commonwealth and Development Office","80","80","38410","31730"
"In post","2021","Finance","South East (England)","HM Revenue and Customs","230","210","31450","28130"
"In post","2021","Finance","South East (England)","Ministry of Defence","530","510","37010","33300"
"In post","2021","Finance","South East (England)","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Finance","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Finance","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Department for Environment, Food and Rural Affairs","80","70","41390","36970"
"In post","2021","Finance","South West (England)","Department for Transport","30","30","[c]","[c]"
"In post","2021","Finance","South West (England)","Department of Health and Social Care","50","50","36830","29480"
"In post","2021","Finance","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Ministry of Defence","910","870","39470","33970"
"In post","2021","Finance","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Finance","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Department for Business, Energy and Industrial Strategy","90","80","33270","27460"
"In post","2021","Finance","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Department for Transport","190","180","34390","31860"
"In post","2021","Finance","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","United Kingdom Statistics Authority","50","50","[c]","[c]"
"In post","2021","Finance","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Department for Education","150","150","38390","36500"
"In post","2021","Finance","West Midlands (England)","Department for Environment, Food and Rural Affairs","50","50","43690","39630"
"In post","2021","Finance","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","HM Revenue and Customs","80","70","42390","38630"
"In post","2021","Finance","West Midlands (England)","Ministry of Defence","70","70","35670","29200"
"In post","2021","Finance","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Ministry of Justice","60","60","37470","34090"
"In post","2021","Finance","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Department for Education","90","80","41450","37100"
"In post","2021","Finance","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","70","70","43320","40080"
"In post","2021","Finance","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Department of Health and Social Care","210","200","39550","36820"
"In post","2021","Finance","Yorkshire and The Humber","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","HM Revenue and Customs","420","360","25510","21440"
"In post","2021","Finance","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Finance","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East Midlands (England)","Department for Environment, Food and Rural Affairs","70","70","25890","25190"
"In post","2021","Grants Management","East of England","Department for Environment, Food and Rural Affairs","50","50","26230","25190"
"In post","2021","Grants Management","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Department for Environment, Food and Rural Affairs","260","240","25390","21050"
"In post","2021","Grants Management","North West (England)","Department for Environment, Food and Rural Affairs","750","670","24100","21050"
"In post","2021","Grants Management","South East (England)","Department for Environment, Food and Rural Affairs","180","170","28960","25500"
"In post","2021","Grants Management","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","South West (England)","Department for Environment, Food and Rural Affairs","240","220","26650","25190"
"In post","2021","Grants Management","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Department for Environment, Food and Rural Affairs","140","130","25150","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","200","190","26510","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","HM Land Registry","70","60","36150","33840"
"In post","2021","Human Resources","East Midlands (England)","HM Revenue and Customs","300","290","37120","31810"
"In post","2021","Human Resources","East Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","HM Treasury","30","30","[c]","[c]"
"In post","2021","Human Resources","East of England","Ministry of Defence","60","60","33990","33300"
"In post","2021","Human Resources","East of England","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Human Resources","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Attorney General's Departments","110","110","41340","35010"
"In post","2021","Human Resources","London","Cabinet Office","530","520","46890","41080"
"In post","2021","Human Resources","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Human Resources","London","Department for Business, Energy and Industrial Strategy","120","120","47300","45900"
"In post","2021","Human Resources","London","Department for Digital, Culture, Media and Sport","60","60","49770","37990"
"In post","2021","Human Resources","London","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Department for Environment, Food and Rural Affairs","60","60","48250","44950"
"In post","2021","Human Resources","London","Department for International Trade","110","110","43070","37820"
"In post","2021","Human Resources","London","Department for Transport","80","80","47780","44030"
"In post","2021","Human Resources","London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Department of Health and Social Care","230","230","42950","36110"
"In post","2021","Human Resources","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","London","Foreign, Commonwealth and Development Office","160","150","46920","39580"
"In post","2021","Human Resources","London","HM Land Registry","[c]","[c]","[c]","[c]"
