"Status","Year","Region_ITL3","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","Gloucestershire, Wiltshire and Bath/Bristol area","130","130","28650","20920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","1280","1200","33500","27570"
"In post","2021","Bedford","Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","No function","Bedfordshire and Hertfordshire","490","470","30760","29920"
"In post","2021","Bedford","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Unknown","Bedfordshire and Hertfordshire","290","270","28240","27570"
"In post","2021","Belfast","Communications","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Belfast","Counter Fraud","Northern Ireland","390","370","31230","28130"
"In post","2021","Belfast","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Finance","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Belfast","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Legal","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Belfast","No function","Northern Ireland","1720","1600","28640","25560"
"In post","2021","Belfast","Project Delivery","Northern Ireland","40","40","[c]","[c]"
"In post","2021","Belfast","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Northern Ireland","490","450","25070","23250"
"In post","2021","Berkshire","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Communications","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2021","Berkshire","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","90","80","32030","31810"
"In post","2021","Berkshire","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","130","120","40720","38320"
"In post","2021","Berkshire","Finance","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"In post","2021","Berkshire","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","150","140","28830","25190"
"In post","2021","Berkshire","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2021","Berkshire","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Legal","Berkshire, Buckinghamshire and Oxfordshire","160","150","44880","41790"
"In post","2021","Berkshire","No function","Berkshire, Buckinghamshire and Oxfordshire","700","660","33390","31810"
"In post","2021","Berkshire","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","80","80","46250","40680"
"In post","2021","Berkshire","Property","Berkshire, Buckinghamshire and Oxfordshire","50","50","31450","33300"
"In post","2021","Berkshire","Security","Berkshire, Buckinghamshire and Oxfordshire","640","630","34910","39070"
"In post","2021","Berkshire","Unknown","Berkshire, Buckinghamshire and Oxfordshire","760","720","30250","29290"
"In post","2021","Bexley and Greenwich","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","Outer London - East and North East","1220","1170","31700","31590"
"In post","2021","Bexley and Greenwich","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Outer London - East and North East","480","440","31320","31060"
"In post","2021","Birmingham","Analysis","West Midlands","40","40","[c]","[c]"
"In post","2021","Birmingham","Commercial","West Midlands","80","80","47790","40830"
"In post","2021","Birmingham","Communications","West Midlands","250","240","31350","28130"
"In post","2021","Birmingham","Counter Fraud","West Midlands","590","550","32550","31810"
"In post","2021","Birmingham","Debt","West Midlands","410","370","21770","20140"
"In post","2021","Birmingham","Digital, Data & Technology","West Midlands","240","230","41320","37000"
"In post","2021","Birmingham","Finance","West Midlands","100","100","40080","38000"
"In post","2021","Birmingham","Human Resources","West Midlands","120","110","41690","39490"
"In post","2021","Birmingham","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","West Midlands","620","580","38920","33310"
"In post","2021","Birmingham","No function","West Midlands","6140","5770","30680","25560"
"In post","2021","Birmingham","Project Delivery","West Midlands","300","290","43060","39850"
"In post","2021","Birmingham","Property","West Midlands","250","230","34740","32100"
"In post","2021","Birmingham","Security","West Midlands","40","40","[c]","[c]"
"In post","2021","Birmingham","Unknown","West Midlands","2400","2150","27120","27570"
"In post","2021","Blackburn with Darwen","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","No function","Lancashire","130","120","26250","23850"
"In post","2021","Blackburn with Darwen","Unknown","Lancashire","360","320","26570","27570"
"In post","2021","Blackpool","Commercial","Lancashire","30","30","[c]","[c]"
"In post","2021","Blackpool","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","No function","Lancashire","160","140","28360","26290"
"In post","2021","Blackpool","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Lancashire","4900","4470","28740","27570"
"In post","2021","Bournemouth and Poole","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","No function","Dorset and Somerset","230","210","25500","22920"
"In post","2021","Bournemouth and Poole","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Dorset and Somerset","440","400","26950","27570"
"In post","2021","Bradford","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Counter Fraud","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Bradford","Debt","West Yorkshire","340","300","23860","21440"
"In post","2021","Bradford","Digital, Data & Technology","West Yorkshire","280","270","36680","31810"
"In post","2021","Bradford","Finance","West Yorkshire","390","330","23600","21440"
"In post","2021","Bradford","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","No function","West Yorkshire","950","830","26130","21440"
"In post","2021","Bradford","Project Delivery","West Yorkshire","130","120","40220","38630"
"In post","2021","Bradford","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","West Yorkshire","900","790","25300","27570"
"In post","2021","Breckland and South Norfolk","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","No function","East Anglia","430","410","28160","25830"
"In post","2021","Breckland and South Norfolk","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","East Anglia","70","60","27920","27570"
"In post","2021","Brent","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Brent","No function","Outer London - West and North West","190","170","26900","23500"
"In post","2021","Brent","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Property","Outer London - West and North West","140","130","37110","33750"
"In post","2021","Brent","Unknown","Outer London - West and North West","260","240","30440","31060"
"In post","2021","Bridgend and Neath Port Talbot","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","No function","West Wales and The Valleys","230","210","29470","24800"
"In post","2021","Bridgend and Neath Port Talbot","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","West Wales and The Valleys","470","410","25730","27570"
"In post","2021","Brighton and Hove","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal","Surrey, East and West Sussex","120","110","43280","40290"
"In post","2021","Brighton and Hove","No function","Surrey, East and West Sussex","230","200","26550","22260"
"In post","2021","Brighton and Hove","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Unknown","Surrey, East and West Sussex","280","250","27530","27570"
"In post","2021","Bristol, City of","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","39320","34950"
"In post","2021","Bristol, City of","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","41650","39830"
"In post","2021","Bristol, City of","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","38260","36420"
"In post","2021","Bristol, City of","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","390","370","35350","31810"
"In post","2021","Bristol, City of","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","370","360","40980","38630"
"In post","2021","Bristol, City of","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","39960","36780"
"In post","2021","Bristol, City of","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","40450","38470"
"In post","2021","Bristol, City of","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","41820","38690"
"In post","2021","Bristol, City of","No function","Gloucestershire, Wiltshire and Bath/Bristol area","3670","3420","36390","31810"
"In post","2021","Bristol, City of","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","43250","39470"
"In post","2021","Bristol, City of","Property","Gloucestershire, Wiltshire and Bath/Bristol area","190","170","36650","32970"
"In post","2021","Bristol, City of","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","890","780","26390","27570"
"In post","2021","Bromley","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","No function","Outer London - South","160","150","24960","22450"
"In post","2021","Bromley","Unknown","Outer London - South","280","260","31150","31060"
"In post","2021","Buckinghamshire CC","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Commercial","Berkshire, Buckinghamshire and Oxfordshire","70","70","39960","36800"
"In post","2021","Buckinghamshire CC","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Finance","Berkshire, Buckinghamshire and Oxfordshire","130","130","38670","35300"
"In post","2021","Buckinghamshire CC","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","No function","Berkshire, Buckinghamshire and Oxfordshire","730","690","30800","30400"
"In post","2021","Buckinghamshire CC","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","140","140","39140","35300"
"In post","2021","Buckinghamshire CC","Property","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Berkshire, Buckinghamshire and Oxfordshire","470","450","28800","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Property","Highlands and Islands","60","50","29410","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","Highlands and Islands","90","80","28040","27570"
"In post","2021","Calderdale and Kirklees","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","No function","West Yorkshire","180","160","26610","25190"
"In post","2021","Calderdale and Kirklees","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Property","West Yorkshire","130","110","25860","21100"
"In post","2021","Calderdale and Kirklees","Unknown","West Yorkshire","740","660","27050","27570"
"In post","2021","Cambridgeshire CC","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Commercial","East Anglia","130","120","37430","34800"
"In post","2021","Cambridgeshire CC","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Digital, Data & Technology","East Anglia","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","Finance","East Anglia","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","Grants Management","East Anglia","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Legal","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","No function","East Anglia","1850","1730","33830","30530"
"In post","2021","Cambridgeshire CC","Project Delivery","East Anglia","240","230","39740","40000"
"In post","2021","Cambridgeshire CC","Property","East Anglia","210","200","37160","33300"
"In post","2021","Cambridgeshire CC","Security","East Anglia","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","Unknown","East Anglia","720","690","30880","27570"
"In post","2021","Camden and City of London","Analysis","Inner London - West","230","220","67630","60780"
