"Status","Year","Region_ITL2","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Unknown","60","60","26590","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","White","520","480","27300","27570"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","White","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","White","180","170","35620","34290"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","White","40","40","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Unknown","210","200","21740","21050"
"In post","2021","Cumbria","AA/AO","White","690","600","22030","21050"
"In post","2021","Cumbria","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Unknown","60","60","26120","25100"
"In post","2021","Cumbria","EO","White","490","440","26100","26520"
"In post","2021","Cumbria","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","White","60","60","53740","52350"
"In post","2021","Cumbria","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","White","260","240","34610","33430"
"In post","2021","Cumbria","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","White","200","190","37750","34340"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Asian","180","160","21040","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Black","120","110","21460","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Mixed","70","60","21940","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Undeclared","120","110","21340","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Unknown","710","660","21560","20140"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","White","2570","2320","22400","21010"
"In post","2021","Derbyshire and Nottinghamshire","EO","Asian","190","170","26370","26700"
"In post","2021","Derbyshire and Nottinghamshire","EO","Black","110","100","26570","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Mixed","60","60","26010","27230"
"In post","2021","Derbyshire and Nottinghamshire","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Undeclared","150","130","27010","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","Unknown","480","460","26100","25560"
"In post","2021","Derbyshire and Nottinghamshire","EO","White","2550","2320","26900","27570"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Asian","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Undeclared","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Unknown","120","120","57240","53550"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","White","890","850","57420","53430"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","White","60","60","88710","81000"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Asian","200","190","33650","31810"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Black","50","50","35270","32950"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Mixed","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","160","160","35440","33840"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","430","420","34200","31810"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","White","2320","2190","35930","33840"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","50","50","28440","30210"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","White","370","330","30280","30210"
"In post","2021","Devon","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Mixed","30","30","[c]","[c]"
"In post","2021","Devon","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Undeclared","120","100","22280","21010"
"In post","2021","Devon","AA/AO","Unknown","500","450","21570","21010"
"In post","2021","Devon","AA/AO","White","2410","2150","22490","21010"
"In post","2021","Devon","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Undeclared","120","110","27490","27130"
"In post","2021","Devon","EO","Unknown","250","230","26770","27490"
"In post","2021","Devon","EO","White","1930","1760","27020","27570"
"In post","2021","Devon","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2021","Devon","G6/G7","Unknown","80","70","54970","52460"
"In post","2021","Devon","G6/G7","White","700","660","55010","52460"
"In post","2021","Devon","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
