"Status","Year","Function_of_post","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","20-29","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","20-29","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","20-29","Westminster","1190","1190","38860","35590"
"In post","2021","Analysis","20-29","Wiltshire","30","30","[c]","[c]"
"In post","2021","Analysis","20-29","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Bristol, City of","70","70","40290","39280"
"In post","2021","Analysis","30-39","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Camden and City of London","70","70","66430","65470"
"In post","2021","Analysis","30-39","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Central Hampshire","110","110","41090","40580"
"In post","2021","Analysis","30-39","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Dorset CC","30","30","[c]","[c]"
"In post","2021","Analysis","30-39","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Leeds","40","40","[c]","[c]"
"In post","2021","Analysis","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Manchester","50","50","42940","42220"
"In post","2021","Analysis","30-39","Monmouthshire and Newport","330","310","37050","37020"
"In post","2021","Analysis","30-39","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Sheffield","40","30","[c]","[c]"
"In post","2021","Analysis","30-39","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","South Hampshire","120","110","38320","37020"
"In post","2021","Analysis","30-39","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Suffolk","120","110","32490","29750"
"In post","2021","Analysis","30-39","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Tower Hamlets","210","200","53500","56530"
"In post","2021","Analysis","30-39","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","30-39","Westminster","610","600","52730","53760"
"In post","2021","Analysis","30-39","Wiltshire","40","40","[c]","[c]"
"In post","2021","Analysis","30-39","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Bristol, City of","30","30","[c]","[c]"
"In post","2021","Analysis","40-49","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Camden and City of London","60","50","86630","89720"
"In post","2021","Analysis","40-49","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Central Hampshire","80","70","45800","46080"
"In post","2021","Analysis","40-49","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Dorset CC","40","40","[c]","[c]"
"In post","2021","Analysis","40-49","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Manchester","40","30","[c]","[c]"
"In post","2021","Analysis","40-49","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Monmouthshire and Newport","190","170","41640","37020"
"In post","2021","Analysis","40-49","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Sheffield","40","30","[c]","[c]"
"In post","2021","Analysis","40-49","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","South Hampshire","90","90","42840","38990"
"In post","2021","Analysis","40-49","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Suffolk","80","80","36110","35900"
"In post","2021","Analysis","40-49","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Tower Hamlets","150","140","57170","58720"
"In post","2021","Analysis","40-49","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","40-49","Westminster","380","360","56330","56660"
"In post","2021","Analysis","40-49","Wiltshire","30","30","[c]","[c]"
"In post","2021","Analysis","40-49","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Central Hampshire","60","50","46030","46130"
"In post","2021","Analysis","50-59","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Monmouthshire and Newport","130","130","39820","36030"
"In post","2021","Analysis","50-59","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","South Hampshire","60","60","40390","36030"
"In post","2021","Analysis","50-59","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Suffolk","80","80","38650","37280"
"In post","2021","Analysis","50-59","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Tower Hamlets","100","90","61630","59150"
"In post","2021","Analysis","50-59","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Westminster","230","220","55670","57670"
"In post","2021","Analysis","50-59","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","50-59","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Westminster","40","40","[c]","[c]"
"In post","2021","Analysis","60-64","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","60-64","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","65+","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","16-19","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","120","120","31260","30520"
"In post","2021","Commercial","20-29","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Central Hampshire","40","40","[c]","[c]"
"In post","2021","Commercial","20-29","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Leeds","40","40","[c]","[c]"
"In post","2021","Commercial","20-29","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Liverpool","30","30","[c]","[c]"
"In post","2021","Commercial","20-29","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","Commercial","20-29","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","20-29","West Lothian","[c]","[c]","[c]","[c]"
