"Status","Year","Function_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Department for Transport","200","200","40680","34880"
"In post","2022","Commercial","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Department of Health and Social Care","190","190","49390","49530"
"In post","2022","Commercial","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Foreign, Commonwealth and Development Office","70","70","47210","44750"
"In post","2022","Commercial","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","HM Revenue and Customs","70","70","40000","33430"
"In post","2022","Commercial","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Ministry of Defence","840","830","40510","39880"
"In post","2022","Commercial","Male","Ministry of Justice","120","120","35200","34260"
"In post","2022","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Scottish Government","60","60","34720","29550"
"In post","2022","Commercial","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","UK Export Finance","130","130","56790","51680"
"In post","2022","Commercial","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","Communications","Female","Cabinet Office","240","230","47400","42630"
"In post","2022","Communications","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Department for Business, Energy and Industrial Strategy","140","130","45240","43150"
"In post","2022","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Department for Education","150","140","40690","36660"
"In post","2022","Communications","Female","Department for Environment, Food and Rural Affairs","200","180","39540","36970"
"In post","2022","Communications","Female","Department for International Trade","70","70","42150","38320"
"In post","2022","Communications","Female","Department for Levelling Up, Housing and Communities","60","60","43250","39600"
"In post","2022","Communications","Female","Department for Transport","140","130","37920","32760"
"In post","2022","Communications","Female","Department for Work and Pensions","130","120","41510","39360"
"In post","2022","Communications","Female","Department of Health and Social Care","310","300","45450","41010"
"In post","2022","Communications","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Communications","Female","Foreign, Commonwealth and Development Office","50","50","46460","43330"
"In post","2022","Communications","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","HM Revenue and Customs","2250","2130","30850","26820"
"In post","2022","Communications","Female","HM Treasury","30","30","[c]","[c]"
"In post","2022","Communications","Female","Ministry of Defence","310","290","36630","33300"
"In post","2022","Communications","Female","Ministry of Justice","100","100","44480","41750"
"In post","2022","Communications","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","UK Export Finance","40","40","[c]","[c]"
"In post","2022","Communications","Female","UK Statistics Authority","40","40","[c]","[c]"
"In post","2022","Communications","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Cabinet Office","140","140","48630","40600"
"In post","2022","Communications","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Department for Business, Energy and Industrial Strategy","100","100","40990","38620"
"In post","2022","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Department for Education","90","90","38730","33740"
"In post","2022","Communications","Male","Department for Environment, Food and Rural Affairs","100","100","39410","36970"
"In post","2022","Communications","Male","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Communications","Male","Department for Levelling Up, Housing and Communities","60","50","46860","39600"
"In post","2022","Communications","Male","Department for Transport","90","90","40640","38650"
"In post","2022","Communications","Male","Department for Work and Pensions","80","80","43130","41880"
"In post","2022","Communications","Male","Department of Health and Social Care","180","170","46800","45990"
"In post","2022","Communications","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Foreign, Commonwealth and Development Office","50","50","52430","47340"
"In post","2022","Communications","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","HM Revenue and Customs","2390","2360","30100","26820"
"In post","2022","Communications","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Ministry of Defence","310","300","35700","33300"
"In post","2022","Communications","Male","Ministry of Justice","80","80","44800","41750"
"In post","2022","Communications","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Communications","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Attorney General's Departments","90","90","42660","33770"
"In post","2022","Counter Fraud","Female","Cabinet Office","60","60","46370","42240"
"In post","2022","Counter Fraud","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Department for Business, Energy and Industrial Strategy","210","190","31840","31000"
"In post","2022","Counter Fraud","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Department for Work and Pensions","3930","3390","27370","27570"
"In post","2022","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","HM Revenue and Customs","4630","4240","33840","33080"
"In post","2022","Counter Fraud","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","Attorney General's Departments","150","150","49230","42270"
"In post","2022","Counter Fraud","Male","Cabinet Office","70","70","46800","49700"
"In post","2022","Counter Fraud","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","Department for Business, Energy and Industrial Strategy","210","200","35160","35070"
"In post","2022","Counter Fraud","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","Department for Transport","30","30","[c]","[c]"
"In post","2022","Counter Fraud","Male","Department for Work and Pensions","2460","2300","27890","27570"
"In post","2022","Counter Fraud","Male","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Counter Fraud","Male","HM Revenue and Customs","5050","4900","36290","33370"
"In post","2022","Counter Fraud","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Female","Department for Work and Pensions","1710","1390","22650","21260"
"In post","2022","Debt","Female","HM Revenue and Customs","2470","2140","24380","21680"
"In post","2022","Debt","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Male","Department for Work and Pensions","800","750","22540","21260"
"In post","2022","Debt","Male","HM Revenue and Customs","1830","1750","24300","21250"
"In post","2022","Debt","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Attorney General's Departments","90","90","37800","34080"
"In post","2022","Digital, Data & Technology","Female","Cabinet Office","560","550","48630","51600"
"In post","2022","Digital, Data & Technology","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Department for Business, Energy and Industrial Strategy","670","630","38200","37420"
"In post","2022","Digital, Data & Technology","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Department for Education","510","480","41870","37240"
"In post","2022","Digital, Data & Technology","Female","Department for Environment, Food and Rural Affairs","390","370","41150","38750"
"In post","2022","Digital, Data & Technology","Female","Department for International Trade","80","80","45930","44500"
"In post","2022","Digital, Data & Technology","Female","Department for Levelling Up, Housing and Communities","80","70","43970","40720"
"In post","2022","Digital, Data & Technology","Female","Department for Transport","380","360","36760","33350"
"In post","2022","Digital, Data & Technology","Female","Department for Work and Pensions","1400","1300","40010","35310"
"In post","2022","Digital, Data & Technology","Female","Department of Health and Social Care","230","220","43820","40070"
"In post","2022","Digital, Data & Technology","Female","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Foreign, Commonwealth and Development Office","110","100","41700","39310"
"In post","2022","Digital, Data & Technology","Female","HM Land Registry","250","230","37520","38450"
"In post","2022","Digital, Data & Technology","Female","HM Revenue and Customs","1160","1110","40950","40180"
"In post","2022","Digital, Data & Technology","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Ministry of Defence","1200","1150","32420","31070"
"In post","2022","Digital, Data & Technology","Female","Ministry of Justice","500","490","44750","41750"
"In post","2022","Digital, Data & Technology","Female","National Crime Agency","120","120","40870","37700"
"In post","2022","Digital, Data & Technology","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Scottish Government","70","70","39470","37250"
"In post","2022","Digital, Data & Technology","Female","The National Archives","60","60","39910","38250"
"In post","2022","Digital, Data & Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","UK Statistics Authority","230","220","41890","37360"
"In post","2022","Digital, Data & Technology","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Attorney General's Departments","110","110","42440","40170"
"In post","2022","Digital, Data & Technology","Male","Cabinet Office","710","700","50890","54700"
"In post","2022","Digital, Data & Technology","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Charity Commission","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Competition and Markets Authority","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Department for Business, Energy and Industrial Strategy","1400","1360","41130","39650"
"In post","2022","Digital, Data & Technology","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Department for Education","480","480","41980","38110"
"In post","2022","Digital, Data & Technology","Male","Department for Environment, Food and Rural Affairs","540","540","43520","44820"
"In post","2022","Digital, Data & Technology","Male","Department for International Trade","90","90","49350","47980"
"In post","2022","Digital, Data & Technology","Male","Department for Levelling Up, Housing and Communities","100","100","46450","41480"
"In post","2022","Digital, Data & Technology","Male","Department for Transport","900","890","40710","38650"
"In post","2022","Digital, Data & Technology","Male","Department for Work and Pensions","2730","2660","43200","38000"
"In post","2022","Digital, Data & Technology","Male","Department of Health and Social Care","230","230","43140","40070"
"In post","2022","Digital, Data & Technology","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Foreign, Commonwealth and Development Office","240","240","42630","39190"
"In post","2022","Digital, Data & Technology","Male","HM Land Registry","450","440","38060","38450"
"In post","2022","Digital, Data & Technology","Male","HM Revenue and Customs","1850","1810","42440","40180"
"In post","2022","Digital, Data & Technology","Male","HM Treasury","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Ministry of Defence","2010","1990","35700","33300"
"In post","2022","Digital, Data & Technology","Male","Ministry of Justice","780","770","47540","47000"
"In post","2022","Digital, Data & Technology","Male","National Crime Agency","150","140","44390","42350"
"In post","2022","Digital, Data & Technology","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Office of Gas and Electricity Markets","60","60","57010","55000"
"In post","2022","Digital, Data & Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Scottish Government","170","170","39450","36360"
"In post","2022","Digital, Data & Technology","Male","The National Archives","70","70","40870","40130"
"In post","2022","Digital, Data & Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","UK Statistics Authority","440","430","41910","37570"
"In post","2022","Digital, Data & Technology","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Attorney General's Departments","80","70","33470","27350"
"In post","2022","Finance","Female","Cabinet Office","60","50","43780","38450"
"In post","2022","Finance","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Department for Business, Energy and Industrial Strategy","190","170","43120","40050"
"In post","2022","Finance","Female","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2022","Finance","Female","Department for Education","660","630","39670","36500"
"In post","2022","Finance","Female","Department for Environment, Food and Rural Affairs","250","230","38690","36720"
"In post","2022","Finance","Female","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Finance","Female","Department for Levelling Up, Housing and Communities","80","80","49000","48200"
"In post","2022","Finance","Female","Department for Transport","240","230","38430","34710"
"In post","2022","Finance","Female","Department for Work and Pensions","1040","940","36400","34290"
"In post","2022","Finance","Female","Department of Health and Social Care","400","390","39660","36820"
"In post","2022","Finance","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Foreign, Commonwealth and Development Office","170","160","43660","38600"
"In post","2022","Finance","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","HM Revenue and Customs","1580","1370","32800","26820"
"In post","2022","Finance","Female","HM Treasury","60","60","48910","46820"
"In post","2022","Finance","Female","Ministry of Defence","1220","1150","36380","33000"
"In post","2022","Finance","Female","Ministry of Justice","400","380","40930","39430"
"In post","2022","Finance","Female","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Scottish Government","110","100","36380","33490"
"In post","2022","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","UK Statistics Authority","30","30","[c]","[c]"
"In post","2022","Finance","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Attorney General's Departments","70","70","37850","30720"
"In post","2022","Finance","Male","Cabinet Office","90","80","50090","49700"
"In post","2022","Finance","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Department for Business, Energy and Industrial Strategy","160","160","46080","42700"
"In post","2022","Finance","Male","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","Finance","Male","Department for Education","610","610","41790","37100"
"In post","2022","Finance","Male","Department for Environment, Food and Rural Affairs","210","210","44650","40210"
"In post","2022","Finance","Male","Department for International Trade","50","50","48930","47600"
"In post","2022","Finance","Male","Department for Levelling Up, Housing and Communities","60","60","50630","53130"
"In post","2022","Finance","Male","Department for Transport","230","230","43490","42060"
"In post","2022","Finance","Male","Department for Work and Pensions","930","890","40150","35310"
"In post","2022","Finance","Male","Department of Health and Social Care","250","240","46430","40850"
"In post","2022","Finance","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Foreign, Commonwealth and Development Office","150","150","45420","43300"
"In post","2022","Finance","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","HM Revenue and Customs","1180","1140","36950","33370"
"In post","2022","Finance","Male","HM Treasury","70","60","53030","55840"
"In post","2022","Finance","Male","Ministry of Defence","860","840","40640","35740"
"In post","2022","Finance","Male","Ministry of Justice","310","310","44420","41750"
"In post","2022","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Scottish Government","40","40","[c]","[c]"
"In post","2022","Finance","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","UK Export Finance","40","40","[c]","[c]"
"In post","2022","Finance","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Female","Department for Environment, Food and Rural Affairs","1350","1190","24830","21300"
"In post","2022","Grants Management","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Male","Department for Environment, Food and Rural Affairs","970","940","25640","21300"
"In post","2022","Grants Management","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Attorney General's Departments","180","180","39700","33890"
"In post","2022","Human Resources","Female","Cabinet Office","780","730","38860","34550"
"In post","2022","Human Resources","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Department for Business, Energy and Industrial Strategy","290","270","40360","39580"
"In post","2022","Human Resources","Female","Department for Digital, Culture, Media and Sport","60","50","43250","34990"
"In post","2022","Human Resources","Female","Department for Education","130","120","35190","30200"
"In post","2022","Human Resources","Female","Department for Environment, Food and Rural Affairs","240","220","40720","37020"
"In post","2022","Human Resources","Female","Department for International Trade","90","90","45390","45380"
"In post","2022","Human Resources","Female","Department for Levelling Up, Housing and Communities","70","70","39660","33210"
"In post","2022","Human Resources","Female","Department for Transport","320","300","35220","32070"
"In post","2022","Human Resources","Female","Department for Work and Pensions","1040","950","35100","31990"
"In post","2022","Human Resources","Female","Department of Health and Social Care","330","320","41880","36330"
"In post","2022","Human Resources","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Foreign, Commonwealth and Development Office","220","210","43520","37560"
"In post","2022","Human Resources","Female","HM Land Registry","80","70","37540","33840"
"In post","2022","Human Resources","Female","HM Revenue and Customs","1160","1060","37530","33370"
"In post","2022","Human Resources","Female","HM Treasury","90","80","40350","37900"
"In post","2022","Human Resources","Female","Ministry of Defence","1560","1440","31800","26670"
"In post","2022","Human Resources","Female","Ministry of Justice","830","800","40800","36050"
"In post","2022","Human Resources","Female","National Crime Agency","110","100","39960","38210"
"In post","2022","Human Resources","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2022","Human Resources","Female","Office of Gas and Electricity Markets","40","30","[c]","[c]"
"In post","2022","Human Resources","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Scottish Government","180","170","35150","35000"
"In post","2022","Human Resources","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","UK Statistics Authority","110","100","39280","35180"
"In post","2022","Human Resources","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Attorney General's Departments","80","70","41630","35340"
"In post","2022","Human Resources","Male","Cabinet Office","410","400","41050","37300"
"In post","2022","Human Resources","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Department for Business, Energy and Industrial Strategy","100","100","44180","40040"
"In post","2022","Human Resources","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Department for Education","40","40","[c]","[c]"
"In post","2022","Human Resources","Male","Department for Environment, Food and Rural Affairs","90","90","42650","39550"
"In post","2022","Human Resources","Male","Department for International Trade","40","40","[c]","[c]"
"In post","2022","Human Resources","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Department for Transport","130","130","36830","33350"
"In post","2022","Human Resources","Male","Department for Work and Pensions","580","560","33670","29530"
"In post","2022","Human Resources","Male","Department of Health and Social Care","130","130","41710","36330"
"In post","2022","Human Resources","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Foreign, Commonwealth and Development Office","120","120","52560","52460"
"In post","2022","Human Resources","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","HM Revenue and Customs","610","590","36210","33370"
"In post","2022","Human Resources","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Ministry of Defence","630","620","34590","30750"
"In post","2022","Human Resources","Male","Ministry of Justice","350","340","42030","38750"
"In post","2022","Human Resources","Male","National Crime Agency","60","60","41660","39980"
"In post","2022","Human Resources","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Scottish Government","70","70","38500","39530"
"In post","2022","Human Resources","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","UK Export Finance","[c]","[c]","[c]","[c]"
