"Status","Year","Function_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Male","UK Statistics Authority","30","30","[c]","[c]"
"In post","2022","Human Resources","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","Internal Audit","Female","HM Treasury","190","170","46160","43270"
"In post","2022","Internal Audit","Female","Ministry of Defence","80","80","38310","34820"
"In post","2022","Internal Audit","Female","Ministry of Justice","40","30","[c]","[c]"
"In post","2022","Internal Audit","Female","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","HM Treasury","180","170","52610","49750"
"In post","2022","Internal Audit","Male","Ministry of Defence","70","70","40230","37000"
"In post","2022","Internal Audit","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Attorney General's Departments","5980","5420","44050","48080"
"In post","2022","Legal","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Competition and Markets Authority","90","80","63340","59870"
"In post","2022","Legal","Female","Department for Business, Energy and Industrial Strategy","80","70","46330","42990"
"In post","2022","Legal","Female","Department for Education","50","50","52870","57570"
"In post","2022","Legal","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","Legal","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Foreign, Commonwealth and Development Office","50","50","56750","57400"
"In post","2022","Legal","Female","HM Land Registry","180","160","47740","55090"
"In post","2022","Legal","Female","HM Revenue and Customs","740","680","42090","33370"
"In post","2022","Legal","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","National Crime Agency","40","30","[c]","[c]"
"In post","2022","Legal","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Office of Gas and Electricity Markets","60","50","61340","60180"
"In post","2022","Legal","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Scottish Government","550","510","53360","53490"
"In post","2022","Legal","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Attorney General's Departments","2920","2850","48520","51250"
"In post","2022","Legal","Male","Cabinet Office","30","30","[c]","[c]"
"In post","2022","Legal","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Competition and Markets Authority","80","80","73360","72430"
"In post","2022","Legal","Male","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2022","Legal","Male","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","Legal","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Foreign, Commonwealth and Development Office","80","60","57320","57540"
"In post","2022","Legal","Male","HM Land Registry","90","90","52050","57000"
"In post","2022","Legal","Male","HM Revenue and Customs","620","610","43450","37930"
"In post","2022","Legal","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Scottish Government","240","240","53880","53490"
"In post","2022","Legal","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","No function","Female","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","No function","Female","Cabinet Office","2360","2330","39670","32000"
"In post","2022","No function","Female","Chancellor's other departments","40","40","[c]","[c]"
"In post","2022","No function","Female","Charity Commission","200","180","31340","29160"
"In post","2022","No function","Female","Department for Business, Energy and Industrial Strategy","4680","4400","39460","34500"
"In post","2022","No function","Female","Department for Digital, Culture, Media and Sport","890","870","46530","51490"
"In post","2022","No function","Female","Department for Education","3100","2930","43660","40230"
"In post","2022","No function","Female","Department for Environment, Food and Rural Affairs","3890","3680","36920","33310"
"In post","2022","No function","Female","Department for International Trade","940","930","45920","40600"
"In post","2022","No function","Female","Department for Levelling Up, Housing and Communities","1610","1520","44180","39600"
"In post","2022","No function","Female","Department for Transport","5570","4820","28050","21840"
"In post","2022","No function","Female","Department for Work and Pensions","48660","41890","26730","27570"
"In post","2022","No function","Female","Department of Health and Social Care","5680","5250","43370","38770"
"In post","2022","No function","Female","Food Standards Agency","430","420","37970","37350"
"In post","2022","No function","Female","Foreign, Commonwealth and Development Office","1750","1710","46210","39110"
"In post","2022","No function","Female","HM Land Registry","3310","2910","28290","27130"
"In post","2022","No function","Female","HM Revenue and Customs","18290","16050","29640","26590"
"In post","2022","No function","Female","HM Treasury","890","850","46580","42300"
"In post","2022","No function","Female","Ministry of Defence","1060","1000","36870","35630"
"In post","2022","No function","Female","Ministry of Justice","46500","42700","28860","25700"
"In post","2022","No function","Female","National Crime Agency","2050","1970","37580","36410"
"In post","2022","No function","Female","Northern Ireland Office","60","60","45840","41750"
"In post","2022","No function","Female","Office for Standards in Education, Children's Services and Skills","1010","960","51210","51360"
"In post","2022","No function","Female","Office of Gas and Electricity Markets","390","380","38930","33400"
"In post","2022","No function","Female","Office of Qualifications and Examinations Regulation","150","140","43110","38000"
"In post","2022","No function","Female","Office of Rail and Road","100","90","49660","50810"
"In post","2022","No function","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","No function","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","Female","Scottish Government","4130","3810","29100","27080"
"In post","2022","No function","Female","The National Archives","190","180","34160","30930"
"In post","2022","No function","Female","UK Statistics Authority","1630","1320","26760","23470"
"In post","2022","No function","Female","Water Services Regulation Authority","50","50","50110","41620"
