"Status","Year","Disability","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Overseas","Female","100","100","47850","51500"
"In post","2022","Declared disabled","Overseas","Male","140","140","47750","43440"
"In post","2022","Declared disabled","Scotland","Female","2850","2540","30740","27570"
"In post","2022","Declared disabled","Scotland","Male","1990","1890","32490","27570"
"In post","2022","Declared disabled","South East (England)","Female","2730","2440","30130","27570"
"In post","2022","Declared disabled","South East (England)","Male","2000","1900","31580","29230"
"In post","2022","Declared disabled","South West (England)","Female","2740","2470","31060","27570"
"In post","2022","Declared disabled","South West (England)","Male","2250","2160","34360","31650"
"In post","2022","Declared disabled","Unknown","Female","100","90","29970","27570"
"In post","2022","Declared disabled","Unknown","Male","50","50","36830","30650"
"In post","2022","Declared disabled","Wales","Female","2440","2130","28570","26780"
"In post","2022","Declared disabled","Wales","Male","1390","1310","30970","27570"
"In post","2022","Declared disabled","West Midlands (England)","Female","2550","2270","29260","27570"
"In post","2022","Declared disabled","West Midlands (England)","Male","1480","1400","30780","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Female","2670","2360","30380","27570"
"In post","2022","Declared disabled","Yorkshire and The Humber","Male","1700","1600","31480","27570"
"In post","2022","Declared non-disabled","East Midlands (England)","Female","8750","7860","29980","27410"
"In post","2022","Declared non-disabled","East Midlands (England)","Male","6520","6300","32260","27570"
"In post","2022","Declared non-disabled","East of England","Female","8550","7710","30260","27570"
"In post","2022","Declared non-disabled","East of England","Male","6980","6750","32480","29290"
"In post","2022","Declared non-disabled","London","Female","36800","34660","42830","37610"
"In post","2022","Declared non-disabled","London","Male","30570","30040","46080","40650"
"In post","2022","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","North East (England)","Female","13130","11470","29010","26820"
"In post","2022","Declared non-disabled","North East (England)","Male","8890","8530","31880","27570"
"In post","2022","Declared non-disabled","North West (England)","Female","24960","22410","29700","27570"
"In post","2022","Declared non-disabled","North West (England)","Male","17780","17200","32100","27570"
"In post","2022","Declared non-disabled","Northern Ireland","Female","1210","1110","30520","26820"
"In post","2022","Declared non-disabled","Northern Ireland","Male","1350","1320","29890","26590"
"In post","2022","Declared non-disabled","Overseas","Female","920","920","48580","47900"
"In post","2022","Declared non-disabled","Overseas","Male","1430","1430","49390","47340"
"In post","2022","Declared non-disabled","Scotland","Female","16700","15160","32690","27570"
"In post","2022","Declared non-disabled","Scotland","Male","12740","12370","34980","30040"
"In post","2022","Declared non-disabled","South East (England)","Female","15100","13670","31130","27700"
"In post","2022","Declared non-disabled","South East (England)","Male","13610","13110","34140","30820"
"In post","2022","Declared non-disabled","South West (England)","Female","15900","14400","32880","29180"
"In post","2022","Declared non-disabled","South West (England)","Male","17400","16940","37180","33520"
"In post","2022","Declared non-disabled","Unknown","Female","470","440","32710","30190"
"In post","2022","Declared non-disabled","Unknown","Male","380","370","34100","29290"
"In post","2022","Declared non-disabled","Wales","Female","15350","13760","31230","27570"
"In post","2022","Declared non-disabled","Wales","Male","10960","10620","34330","29430"
"In post","2022","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","West Midlands (England)","Female","12940","11650","30180","27570"
"In post","2022","Declared non-disabled","West Midlands (England)","Male","9220","8950","32400","27570"
"In post","2022","Declared non-disabled","Yorkshire and The Humber","Female","14610","13020","31360","27570"
"In post","2022","Declared non-disabled","Yorkshire and The Humber","Male","11470","11070","33390","28710"
"In post","2022","Undeclared","East Midlands (England)","Female","740","670","29440","27570"
"In post","2022","Undeclared","East Midlands (England)","Male","770","730","31910","31650"
"In post","2022","Undeclared","East of England","Female","700","640","30380","28200"
"In post","2022","Undeclared","East of England","Male","880","840","32650","31650"
"In post","2022","Undeclared","London","Female","2520","2380","40970","35900"
"In post","2022","Undeclared","London","Male","2830","2770","44420","39100"
"In post","2022","Undeclared","North East (England)","Female","800","700","28660","27130"
"In post","2022","Undeclared","North East (England)","Male","1020","950","32030","31650"
"In post","2022","Undeclared","North West (England)","Female","1670","1500","29560","27570"
"In post","2022","Undeclared","North West (England)","Male","1820","1730","31730","31060"
"In post","2022","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Female","100","90","29750","27420"
"In post","2022","Undeclared","Northern Ireland","Male","120","120","30050","26750"
"In post","2022","Undeclared","Overseas","Female","50","50","[c]","[c]"
"In post","2022","Undeclared","Overseas","Male","110","110","47200","41960"
"In post","2022","Undeclared","Scotland","Female","790","710","30850","27570"
"In post","2022","Undeclared","Scotland","Male","750","720","33150","27570"
"In post","2022","Undeclared","South East (England)","Female","1340","1210","30620","28000"
"In post","2022","Undeclared","South East (England)","Male","1730","1640","33230","31650"
"In post","2022","Undeclared","South West (England)","Female","1030","940","32300","28170"
"In post","2022","Undeclared","South West (England)","Male","1570","1510","36380","33300"
"In post","2022","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wales","Female","870","770","28900","26780"
"In post","2022","Undeclared","Wales","Male","1040","980","32340","29450"
"In post","2022","Undeclared","West Midlands (England)","Female","940","850","29400","27570"
"In post","2022","Undeclared","West Midlands (England)","Male","1000","950","31950","30140"
"In post","2022","Undeclared","Yorkshire and The Humber","Female","1020","910","30970","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Male","1230","1170","32720","31650"
"In post","2022","Unknown","East Midlands (England)","Female","1730","1600","29330","26590"
"In post","2022","Unknown","East Midlands (England)","Male","1530","1490","30200","26820"
"In post","2022","Unknown","East of England","Female","1550","1430","31410","26970"
"In post","2022","Unknown","East of England","Male","1560","1520","33260","29260"
"In post","2022","Unknown","London","Female","11980","11570","42830","37930"
"In post","2022","Unknown","London","Male","10200","10070","45340","40050"
"In post","2022","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","Female","3010","2660","27310","23140"
"In post","2022","Unknown","North East (England)","Male","2430","2360","30470","26820"
"In post","2022","Unknown","North West (England)","Female","5530","5140","29540","26590"
"In post","2022","Unknown","North West (England)","Male","4860","4750","31740","27570"
"In post","2022","Unknown","Northern Ireland","Female","480","450","28800","26590"
"In post","2022","Unknown","Northern Ireland","Male","660","640","28090","24880"
"In post","2022","Unknown","Overseas","Female","440","440","50650","46600"
"In post","2022","Unknown","Overseas","Male","500","490","52450","53000"
"In post","2022","Unknown","Scotland","Female","7340","6780","33090","28920"
"In post","2022","Unknown","Scotland","Male","7850","7530","34000","32170"
"In post","2022","Unknown","South East (England)","Female","2950","2680","31280","27570"
"In post","2022","Unknown","South East (England)","Male","3180","3020","32670","28170"
"In post","2022","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","Female","2660","2450","33040","28190"
"In post","2022","Unknown","South West (England)","Male","3150","3080","35650","32760"
"In post","2022","Unknown","Unknown","Female","430","420","34110","30780"
"In post","2022","Unknown","Unknown","Male","1830","1820","37900","33570"
"In post","2022","Unknown","Wales","Female","3060","2800","28910","24880"
"In post","2022","Unknown","Wales","Male","2790","2730","31770","27370"
"In post","2022","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","Female","2740","2570","30720","26800"
"In post","2022","Unknown","West Midlands (England)","Male","2300","2230","32890","27570"
"In post","2022","Unknown","Yorkshire and The Humber","Female","3290","3090","31960","27370"
"In post","2022","Unknown","Yorkshire and The Humber","Male","3260","3190","32260","27120"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Female","110","90","27670","22020"
"Leaver CS","2021","Declared disabled","East Midlands (England)","Male","70","60","[c]","[c]"
"Leaver CS","2021","Declared disabled","East of England","Female","120","100","26000","25710"
"Leaver CS","2021","Declared disabled","East of England","Male","100","90","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Female","230","200","38050","31880"
"Leaver CS","2021","Declared disabled","London","Male","210","190","39810","32330"
"Leaver CS","2021","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Female","130","100","25960","26120"
"Leaver CS","2021","Declared disabled","North East (England)","Male","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Female","180","150","27390","24440"
"Leaver CS","2021","Declared disabled","North West (England)","Male","140","120","31100","27180"
"Leaver CS","2021","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Female","110","90","27550","26410"
"Leaver CS","2021","Declared disabled","Scotland","Male","120","110","30060","27570"
"Leaver CS","2021","Declared disabled","South East (England)","Female","150","130","25430","22410"
"Leaver CS","2021","Declared disabled","South East (England)","Male","150","130","28620","26890"
"Leaver CS","2021","Declared disabled","South West (England)","Female","150","120","25840","22680"
"Leaver CS","2021","Declared disabled","South West (England)","Male","150","140","31560","27570"
"Leaver CS","2021","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Female","150","110","25770","21590"
"Leaver CS","2021","Declared disabled","Wales","Male","90","80","28000","23050"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Female","150","120","26860","26610"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Male","90","80","25200","24850"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Female","160","130","27770","26120"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Male","90","80","30660","26890"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Female","530","440","25810","21590"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Male","420","390","29610","27570"
"Leaver CS","2021","Declared non-disabled","East of England","Female","540","460","28040","24580"
"Leaver CS","2021","Declared non-disabled","East of England","Male","470","430","33330","27470"
"Leaver CS","2021","Declared non-disabled","London","Female","1540","1360","40380","32540"
"Leaver CS","2021","Declared non-disabled","London","Male","1410","1300","45670","37640"
"Leaver CS","2021","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Female","600","460","25700","21010"
"Leaver CS","2021","Declared non-disabled","North East (England)","Male","380","320","28410","22350"
"Leaver CS","2021","Declared non-disabled","North West (England)","Female","970","780","27400","22420"
"Leaver CS","2021","Declared non-disabled","North West (England)","Male","730","660","29380","25880"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Female","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Male","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Female","630","510","30340","25810"
"Leaver CS","2021","Declared non-disabled","Scotland","Male","540","480","34310","27680"
"Leaver CS","2021","Declared non-disabled","South East (England)","Female","730","630","28580","25660"
"Leaver CS","2021","Declared non-disabled","South East (England)","Male","750","690","31870","28710"
"Leaver CS","2021","Declared non-disabled","South West (England)","Female","680","590","29380","26050"
"Leaver CS","2021","Declared non-disabled","South West (England)","Male","820","770","35250","32430"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Female","600","480","28520","21590"
"Leaver CS","2021","Declared non-disabled","Wales","Male","530","480","32630","27130"
"Leaver CS","2021","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Female","610","500","27930","25560"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Male","460","420","32780","26640"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Female","790","640","28850","26820"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Male","600","540","32580","26910"
"Leaver CS","2021","Undeclared","East Midlands (England)","Female","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Male","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Female","90","70","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Male","80","80","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Female","150","130","39440","34390"
"Leaver CS","2021","Undeclared","London","Male","150","140","43410","38830"
"Leaver CS","2021","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Female","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Male","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Female","80","60","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Male","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Female","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Male","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Female","90","80","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Male","130","110","31480","28070"
"Leaver CS","2021","Undeclared","South West (England)","Female","80","70","32230","28650"
"Leaver CS","2021","Undeclared","South West (England)","Male","130","120","36160","33630"
"Leaver CS","2021","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Female","60","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Male","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Female","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Male","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Female","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Male","90","80","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Female","180","160","25350","21170"
"Leaver CS","2021","Unknown","East Midlands (England)","Male","170","160","26740","25770"
"Leaver CS","2021","Unknown","East of England","Female","210","190","27370","26550"
"Leaver CS","2021","Unknown","East of England","Male","180","170","32370","26390"
"Leaver CS","2021","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Female","800","700","36940","31060"
"Leaver CS","2021","Unknown","London","Male","750","670","39020","31300"
"Leaver CS","2021","Unknown","London","Unknown","70","70","45660","40010"
"Leaver CS","2021","Unknown","North East (England)","Female","230","180","26790","21070"
"Leaver CS","2021","Unknown","North East (England)","Male","170","150","25050","21430"
"Leaver CS","2021","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Female","320","290","26870","22230"
"Leaver CS","2021","Unknown","North West (England)","Male","260","250","27410","22350"
"Leaver CS","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Female","60","60","37550","36960"
"Leaver CS","2021","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Female","420","360","32020","26550"
"Leaver CS","2021","Unknown","Scotland","Male","440","400","34230","30960"
"Leaver CS","2021","Unknown","South East (England)","Female","330","290","28050","23820"
"Leaver CS","2021","Unknown","South East (England)","Male","370","340","31280","26590"
"Leaver CS","2021","Unknown","South West (England)","Female","210","190","30370","27570"
"Leaver CS","2021","Unknown","South West (England)","Male","260","240","33580","29200"
"Leaver CS","2021","Unknown","Unknown","Female","300","290","39490","28420"
"Leaver CS","2021","Unknown","Unknown","Male","320","320","40020","32400"
"Leaver CS","2021","Unknown","Wales","Female","230","190","26430","21590"
"Leaver CS","2021","Unknown","Wales","Male","250","240","28410","23050"
"Leaver CS","2021","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","West Midlands (England)","Female","250","230","32070","22350"
"Leaver CS","2021","Unknown","West Midlands (England)","Male","190","190","31390","24250"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Female","280","220","27760","22180"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Male","260","230","32290","27570"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Female","160","130","27270","27570"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Male","130","110","29190","26520"
"Leaver CS","2022","Declared disabled","East of England","Female","170","140","27860","27130"
"Leaver CS","2022","Declared disabled","East of England","Male","140","130","31800","27570"
"Leaver CS","2022","Declared disabled","London","Female","490","430","35480","31060"
"Leaver CS","2022","Declared disabled","London","Male","320","280","41270","33700"
"Leaver CS","2022","Declared disabled","North East (England)","Female","160","130","27360","23570"
"Leaver CS","2022","Declared disabled","North East (England)","Male","110","100","25270","21260"
"Leaver CS","2022","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","Female","320","260","26750","25310"
"Leaver CS","2022","Declared disabled","North West (England)","Male","230","200","27970","25120"
"Leaver CS","2022","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
