"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Westminster","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Work and Pensions","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Work and Pensions","EO","50","50","27960","31060"
"Leaver CS","2022","Westminster","Department for Work and Pensions","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department for Work and Pensions","SEO/HEO","60","60","39870","39000"
"Leaver CS","2022","Westminster","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department of Health and Social Care","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department of Health and Social Care","G6/G7","170","70","56970","53360"
"Leaver CS","2022","Westminster","Department of Health and Social Care","SCS","40","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Department of Health and Social Care","SEO/HEO","230","90","35030","32790"
"Leaver CS","2022","Westminster","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Foreign, Commonwealth and Development Office","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Foreign, Commonwealth and Development Office","G6/G7","70","30","[c]","[c]"
"Leaver CS","2022","Westminster","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Foreign, Commonwealth and Development Office","SEO/HEO","90","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Treasury","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Westminster","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Treasury","G6/G7","60","60","[c]","[c]"
"Leaver CS","2022","Westminster","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","HM Treasury","SEO/HEO","70","70","[c]","[c]"
"Leaver CS","2022","Westminster","Home Office","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Westminster","Home Office","EO","50","40","[c]","[c]"
"Leaver CS","2022","Westminster","Home Office","G6/G7","70","60","62650","59960"
"Leaver CS","2022","Westminster","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Home Office","SEO/HEO","110","110","39370","39340"
"Leaver CS","2022","Westminster","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Ministry of Defence","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Westminster","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Ministry of Defence","SEO/HEO","80","80","41210","41500"
"Leaver CS","2022","Westminster","Ministry of Justice","AA/AO","100","100","22320","23040"
"Leaver CS","2022","Westminster","Ministry of Justice","EO","60","60","27510","26870"
"Leaver CS","2022","Westminster","Ministry of Justice","G6/G7","70","70","61500","59360"
"Leaver CS","2022","Westminster","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Ministry of Justice","SEO/HEO","130","130","37640","36800"
"Leaver CS","2022","Westminster","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Statistics Authority","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Westminster","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department of Health and Social Care","AA/AO","60","60","20000","19630"
"Leaver CS","2022","Wiltshire","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Department of Health and Social Care","SEO/HEO","50","40","34310","35070"
"Leaver CS","2022","Wiltshire","Ministry of Defence","AA/AO","120","110","21330","20920"
"Leaver CS","2022","Wiltshire","Ministry of Defence","EO","90","90","28200","26670"
"Leaver CS","2022","Wiltshire","Ministry of Defence","G6/G7","60","60","55330","54540"
"Leaver CS","2022","Wiltshire","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Ministry of Defence","SEO/HEO","210","200","35650","35860"
"Leaver CS","2022","Wiltshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Ministry of Justice","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","Wiltshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Work and Pensions","AA/AO","90","70","21040","21260"
"Leaver CS","2022","Wirral","Department for Work and Pensions","EO","30","30","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Department for Work and Pensions","EO","30","30","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Ministry of Justice","AA/AO","130","130","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Aberdeen City and Aberdeenshire","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Angus and Dundee City","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
