"Status","Year","Profession_of_post","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leeds","Unknown","60","50","26950","21580"
"In post","2021","Other","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Leicestershire CC and Rutland","Unknown","140","130","22670","20920"
"In post","2021","Other","Lewisham and Southwark","No function","80","60","33070","32740"
"In post","2021","Other","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Lincolnshire","Project Delivery","60","60","32380","29620"
"In post","2021","Other","Lincolnshire","Unknown","420","400","21810","20920"
"In post","2021","Other","Lisburn and Castlereagh","Unknown","140","130","22690","22080"
"In post","2021","Other","Liverpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Liverpool","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Liverpool","Unknown","280","260","25390","22080"
"In post","2021","Other","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Manchester","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Manchester","No function","70","70","27090","25880"
"In post","2021","Other","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Medway","Unknown","60","50","23950","21580"
"In post","2021","Other","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mid Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mid Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mid Lancashire","Unknown","50","50","21410","21130"
"In post","2021","Other","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","North and West Norfolk","Project Delivery","40","30","[c]","[c]"
"In post","2021","Other","North and West Norfolk","Unknown","150","140","20290","20520"
"In post","2021","Other","North Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Hampshire","No function","70","70","64980","77220"
"In post","2021","Other","North Hampshire","Unknown","180","170","25260","21580"
"In post","2021","Other","North Lanarkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Lanarkshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Lanarkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Yorkshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Yorkshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","North Yorkshire CC","Unknown","460","440","22470","20920"
"In post","2021","Other","Northumberland","Unknown","40","30","[c]","[c]"
"In post","2021","Other","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Nottingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Nottingham","No function","50","50","29240","25880"
"In post","2021","Other","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Overseas","Project Delivery","110","110","66820","67370"
"In post","2021","Other","Overseas","Unknown","270","260","43740","41600"
"In post","2021","Other","Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Oxfordshire","Project Delivery","70","70","33390","30680"
"In post","2021","Other","Oxfordshire","Unknown","450","440","25020","20920"
"In post","2021","Other","Perth and Kinross and Stirling","No function","50","40","[c]","[c]"
"In post","2021","Other","Perth and Kinross and Stirling","Property","40","40","[c]","[c]"
"In post","2021","Other","Perth and Kinross and Stirling","Unknown","60","60","36850","41410"
"In post","2021","Other","Peterborough","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Peterborough","Unknown","110","110","21410","20920"
"In post","2021","Other","Plymouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Plymouth","Project Delivery","50","40","[c]","[c]"
"In post","2021","Other","Plymouth","Unknown","190","180","25800","21580"
"In post","2021","Other","Portsmouth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Portsmouth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Portsmouth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Portsmouth","Unknown","300","290","27440","21580"
"In post","2021","Other","Powys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Powys","Unknown","120","120","22410","20920"
"In post","2021","Other","Redbridge and Waltham Forest","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sefton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sefton","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sefton","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Sheffield","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sheffield","Unknown","110","110","30310","26160"
"In post","2021","Other","Shropshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Shropshire CC","Unknown","360","350","28120","29670"
"In post","2021","Other","Solihull","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Solihull","Unknown","40","30","[c]","[c]"
"In post","2021","Other","Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Somerset","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Somerset","Project Delivery","80","80","31740","29570"
"In post","2021","Other","Somerset","Unknown","150","140","21860","20920"
"In post","2021","Other","South Ayrshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","South Hampshire","Project Delivery","160","150","24220","22580"
"In post","2021","Other","South Hampshire","Unknown","260","250","32510","32670"
"In post","2021","Other","South Lanarkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","South Lanarkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","South Lanarkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","South Lanarkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","South Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","South Nottinghamshire","Unknown","80","70","22160","21130"
"In post","2021","Other","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","South West Wales","Unknown","100","90","38090","37410"
"In post","2021","Other","Southampton","No function","30","30","[c]","[c]"
"In post","2021","Other","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Staffordshire CC","Project Delivery","30","30","[c]","[c]"
"In post","2021","Other","Staffordshire CC","Unknown","210","200","25210","21580"
"In post","2021","Other","Stoke-on-Trent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Suffolk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Suffolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Suffolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Suffolk","Unknown","350","330","22860","21130"
"In post","2021","Other","Sunderland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sunderland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Sunderland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Swansea","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Swansea","No function","50","50","34410","31860"
"In post","2021","Other","Swansea","Unknown","60","50","41090","37410"
"In post","2021","Other","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Telford and Wrekin","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Telford and Wrekin","Project Delivery","30","30","[c]","[c]"
"In post","2021","Other","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Telford and Wrekin","Unknown","50","50","24230","21580"
"In post","2021","Other","Tower Hamlets","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tower Hamlets","No function","300","290","50600","46250"
"In post","2021","Other","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tower Hamlets","Unknown","300","290","49540","42290"
"In post","2021","Other","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tyneside","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Tyneside","Unknown","50","50","21530","21130"
"In post","2021","Other","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Unknown","1860","1860","37500","34160"
"In post","2021","Other","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Walsall","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Warwickshire","Project Delivery","120","120","22990","20890"
"In post","2021","Other","Warwickshire","Unknown","60","50","23860","20920"
"In post","2021","Other","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Essex","Unknown","30","20","[c]","[c]"
"In post","2021","Other","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Surrey","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Surrey","Unknown","120","120","22870","20920"
"In post","2021","Other","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Sussex (South West)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Legal","310","290","30070","27580"
"In post","2021","Other","Westminster","No function","660","640","41070","34280"
"In post","2021","Other","Westminster","Project Delivery","160","150","62650","65610"
"In post","2021","Other","Westminster","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Westminster","Unknown","810","790","36900","31520"
"In post","2021","Other","Wiltshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wiltshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wiltshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wiltshire","Unknown","700","670","26560","21580"
"In post","2021","Other","Wirral","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","York","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","York","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","York","Unknown","100","100","22910","21130"
"In post","2021","Planning","Berkshire","No function","[c]","[c]","[c]","[c]"
