"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","SEO/HEO","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","United Kingdom Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Cabinet Office","180","180","33750","32890"
"Leaver Dept.","2021","SEO/HEO","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for Business, Energy and Industrial Strategy","70","70","36610","38160"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for Environment, Food and Rural Affairs","80","80","35850","35900"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for Transport","70","70","37290","35740"
"Leaver Dept.","2021","SEO/HEO","30-39","Department for Work and Pensions","60","60","34650","31990"
"Leaver Dept.","2021","SEO/HEO","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","HM Revenue and Customs","130","120","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Home Office","120","120","37170","36440"
"Leaver Dept.","2021","SEO/HEO","30-39","Ministry of Defence","140","130","36380","36730"
"Leaver Dept.","2021","SEO/HEO","30-39","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Ministry of Justice","130","130","35320","34430"
"Leaver Dept.","2021","SEO/HEO","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Cabinet Office","50","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Department for Work and Pensions","90","90","35140","34290"
"Leaver Dept.","2021","SEO/HEO","40-49","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Ministry of Defence","80","80","36900","37640"
"Leaver Dept.","2021","SEO/HEO","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Ministry of Justice","80","70","37240","36800"
"Leaver Dept.","2021","SEO/HEO","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Department for Work and Pensions","70","70","35270","35310"
"Leaver Dept.","2021","SEO/HEO","50-59","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Ministry of Defence","70","60","36380","34800"
"Leaver Dept.","2021","SEO/HEO","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Ministry of Justice","60","60","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","HM Revenue and Customs","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","40-49","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","50-59","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Department for Transport","50","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Department for Work and Pensions","170","170","21480","21260"
"Leaver Dept.","2022","AA/AO","20-29","Department of Health and Social Care","340","300","21210","19880"
"Leaver Dept.","2022","AA/AO","20-29","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","HM Revenue and Customs","240","240","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Home Office","70","60","21960","21680"
"Leaver Dept.","2022","AA/AO","20-29","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Ministry of Justice","300","290","20790","20970"
"Leaver Dept.","2022","AA/AO","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Department for Transport","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Department for Work and Pensions","150","140","21340","21260"
"Leaver Dept.","2022","AA/AO","30-39","Department of Health and Social Care","160","130","21580","21820"
"Leaver Dept.","2022","AA/AO","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","HM Revenue and Customs","150","140","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Home Office","60","50","22510","21680"
"Leaver Dept.","2022","AA/AO","30-39","Ministry of Defence","40","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","30-39","Ministry of Justice","160","150","20950","20970"
"Leaver Dept.","2022","AA/AO","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
