"Status","Year","Region_ITL2","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Home Office","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Submarine Delivery Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Work and Pensions (excl. agencies)","EO","170","160","27530","27570"
"Leaver Dept.","2022","West Midlands","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Work and Pensions (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Courts and Tribunals Service","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Revenue and Customs (excl. agencies)","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Home Office","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of the Public Guardian","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Public Health England","AA/AO","80","70","20450","19880"
"Leaver Dept.","2022","West Midlands","Public Health England","EO","60","50","24000","23390"
"Leaver Dept.","2022","West Midlands","Public Health England","G6/G7","60","60","56930","50930"
"Leaver Dept.","2022","West Midlands","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Public Health England","SEO/HEO","120","100","35790","36330"
"Leaver Dept.","2022","West Midlands","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Standards and Testing Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","EO","60","60","27520","27570"
"Leaver Dept.","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
