"Status","Year","Region_ITL2","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cumbria","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","No function","90","80","29580","28200"
"In post","2021","Cumbria","Unknown","Project Delivery","130","120","43530","41610"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Debt","210","190","20350","20140"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Legal","90","80","21150","21440"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","No function","2450","2250","22650","21440"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Property","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Security","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Unknown","830","710","20840","21010"
"In post","2021","Derbyshire and Nottinghamshire","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Communications","280","270","25590","25560"
"In post","2021","Derbyshire and Nottinghamshire","EO","Counter Fraud","180","170","26020","25560"
"In post","2021","Derbyshire and Nottinghamshire","EO","Debt","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Finance","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Human Resources","90","80","26270","26420"
"In post","2021","Derbyshire and Nottinghamshire","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Legal","90","80","26210","26220"
"In post","2021","Derbyshire and Nottinghamshire","EO","No function","1270","1180","26470","26450"
"In post","2021","Derbyshire and Nottinghamshire","EO","Project Delivery","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Property","70","60","26230","26000"
"In post","2021","Derbyshire and Nottinghamshire","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Unknown","1360","1220","27480","27570"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Counter Fraud","70","60","55790","52580"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Finance","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Human Resources","90","90","56190","52580"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Legal","130","110","55290","55610"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","No function","530","500","58980","53430"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Project Delivery","90","90","54930","52580"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Property","70","70","55420","54970"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","No function","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Commercial","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Communications","180","170","33360","31810"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Counter Fraud","240","220","34320","31870"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Digital, Data & Technology","120","120","37610","36500"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Finance","90","80","35370","33310"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Human Resources","230","220","34960","33300"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Legal","90","90","34930","32540"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","No function","1660","1560","35780","33840"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Project Delivery","150","140","35800","35820"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Property","150","140","37070","38480"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","210","200","33630","33180"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","No function","480","430","29160","28200"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Digital, Data & Technology","60","60","21140","21040"
"In post","2021","Devon","AA/AO","Grants Management","80","70","21020","21050"
"In post","2021","Devon","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","No function","1180","1080","23400","22350"
"In post","2021","Devon","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","AA/AO","Property","260","230","20640","21100"
"In post","2021","Devon","AA/AO","Security","290","280","27230","21580"
"In post","2021","Devon","AA/AO","Unknown","1180","1000","20690","21010"
"In post","2021","Devon","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Digital, Data & Technology","250","230","28530","27130"
"In post","2021","Devon","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Grants Management","50","50","25860","25900"
"In post","2021","Devon","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Devon","EO","No function","420","390","27880","27130"
"In post","2021","Devon","EO","Project Delivery","120","120","23840","24650"
"In post","2021","Devon","EO","Property","110","100","25800","25860"
"In post","2021","Devon","EO","Security","120","120","23940","19120"
"In post","2021","Devon","EO","Unknown","1190","1050","27290","27570"
"In post","2021","Devon","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Commercial","90","90","52060","48350"
"In post","2021","Devon","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Digital, Data & Technology","280","260","53740","52460"
"In post","2021","Devon","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Legal","60","50","55900","55610"
"In post","2021","Devon","G6/G7","No function","100","90","57870","53430"
"In post","2021","Devon","G6/G7","Project Delivery","140","130","53420","49370"
"In post","2021","Devon","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon","G6/G7","Unknown","70","70","63210","60490"
"In post","2021","Devon","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Commercial","100","100","36660","37420"
"In post","2021","Devon","SEO/HEO","Communications","30","30","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Digital, Data & Technology","790","750","38800","38550"
"In post","2021","Devon","SEO/HEO","Finance","50","50","37420","36970"
"In post","2021","Devon","SEO/HEO","Grants Management","40","40","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Human Resources","60","50","34990","32820"
"In post","2021","Devon","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Legal","40","30","[c]","[c]"
"In post","2021","Devon","SEO/HEO","No function","520","480","38410","37350"
"In post","2021","Devon","SEO/HEO","Project Delivery","300","280","37590","38550"
"In post","2021","Devon","SEO/HEO","Property","140","130","36940","35480"
"In post","2021","Devon","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon","SEO/HEO","Unknown","310","290","35430","33300"
"In post","2021","Devon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","No function","200","180","30900","30210"
"In post","2021","Devon","Unknown","Project Delivery","90","90","37230","37810"
"In post","2021","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","No function","980","910","23750","22350"
"In post","2021","Dorset and Somerset","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","AA/AO","Security","100","90","20740","19560"
"In post","2021","Dorset and Somerset","AA/AO","Unknown","560","510","20720","21010"
"In post","2021","Dorset and Somerset","EO","Analysis","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","No function","490","450","27720","27130"
"In post","2021","Dorset and Somerset","EO","Project Delivery","110","110","23730","24920"
"In post","2021","Dorset and Somerset","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","EO","Unknown","860","770","27880","27570"
"In post","2021","Dorset and Somerset","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","No function","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Project Delivery","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Analysis","60","50","32400","30220"
"In post","2021","Dorset and Somerset","SEO/HEO","Commercial","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Digital, Data & Technology","160","160","38010","35340"
"In post","2021","Dorset and Somerset","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","No function","500","470","36770","33840"
"In post","2021","Dorset and Somerset","SEO/HEO","Project Delivery","310","290","36270","35480"
"In post","2021","Dorset and Somerset","SEO/HEO","Property","40","40","[c]","[c]"
