"Status","Year","Sex","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Commercial","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Westminster","60","60","44690","39660"
"Leaver Dept.","2021","Male","Communications","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Westminster","60","60","43600","37640"
"Leaver Dept.","2021","Male","Human Resources","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Berkshire","[c]","[c]","[c]","[c]"
