"Status","Year","Disability","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","AA/AO","Staffordshire CC","170","160","23920","21710"
"In post","2021","Declared disabled","AA/AO","Stoke-on-Trent","110","100","19720","19540"
"In post","2021","Declared disabled","AA/AO","Suffolk","160","140","22110","21010"
"In post","2021","Declared disabled","AA/AO","Sunderland","270","210","20850","21010"
"In post","2021","Declared disabled","AA/AO","Swansea","630","510","20600","21590"
"In post","2021","Declared disabled","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","Telford and Wrekin","70","60","21600","21010"
"In post","2021","Declared disabled","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","Tower Hamlets","50","50","23640","23550"
"In post","2021","Declared disabled","AA/AO","Tyneside","790","670","20740","21010"
"In post","2021","Declared disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","Wakefield","50","50","24500","21550"
"In post","2021","Declared disabled","AA/AO","Walsall","30","30","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","Wandsworth","60","60","28860","27490"
"In post","2021","Declared disabled","AA/AO","Warrington","80","70","22110","21010"
"In post","2021","Declared disabled","AA/AO","Warwickshire","70","60","20890","21010"
"In post","2021","Declared disabled","AA/AO","West Cumbria","70","60","21460","21050"
"In post","2021","Declared disabled","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","West Northamptonshire","70","60","20610","20100"
"In post","2021","Declared disabled","AA/AO","West Surrey","80","80","24560","24370"
"In post","2021","Declared disabled","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","West Sussex (South West)","50","40","[c]","[c]"
"In post","2021","Declared disabled","AA/AO","Westminster","310","290","24760","24490"
"In post","2021","Declared disabled","AA/AO","Wiltshire","130","120","21950","20920"
"In post","2021","Declared disabled","AA/AO","Wirral","190","160","20850","21010"
"In post","2021","Declared disabled","AA/AO","Wolverhampton","60","50","20270","20690"
"In post","2021","Declared disabled","AA/AO","Worcestershire","110","90","23540","21050"
"In post","2021","Declared disabled","AA/AO","York","60","60","21490","21050"
"In post","2021","Declared disabled","EO","Aberdeen City and Aberdeenshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Angus and Dundee City","60","60","27480","27570"
"In post","2021","Declared disabled","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Barking & Dagenham and Havering","70","60","30750","31060"
"In post","2021","Declared disabled","EO","Barnet","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Barnsley, Doncaster and Rotherham","140","120","27470","27570"
"In post","2021","Declared disabled","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","290","270","24380","25730"
"In post","2021","Declared disabled","EO","Bedford","40","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Belfast","70","60","26290","25560"
"In post","2021","Declared disabled","EO","Berkshire","100","90","30390","29290"
"In post","2021","Declared disabled","EO","Bexley and Greenwich","70","70","32120","31060"
"In post","2021","Declared disabled","EO","Birmingham","410","370","26750","27570"
"In post","2021","Declared disabled","EO","Blackburn with Darwen","40","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Blackpool","270","240","27450","27570"
"In post","2021","Declared disabled","EO","Bournemouth and Poole","60","50","27000","27570"
"In post","2021","Declared disabled","EO","Bradford","110","90","26880","27570"
"In post","2021","Declared disabled","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Brent","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Bridgend and Neath Port Talbot","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Brighton and Hove","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Bristol, City of","160","140","27100","27570"
"In post","2021","Declared disabled","EO","Bromley","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Buckinghamshire CC","60","60","28600","27570"
"In post","2021","Declared disabled","EO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Calderdale and Kirklees","110","100","27370","27570"
"In post","2021","Declared disabled","EO","Cambridgeshire CC","90","90","28020","27570"
"In post","2021","Declared disabled","EO","Camden and City of London","80","70","30020","29570"
"In post","2021","Declared disabled","EO","Cardiff and Vale of Glamorgan","310","280","27020","27570"
"In post","2021","Declared disabled","EO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Central Hampshire","80","70","26950","26670"
"In post","2021","Declared disabled","EO","Central Valleys","80","70","27420","27570"
"In post","2021","Declared disabled","EO","Cheshire East","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Cheshire West and Chester","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Chorley and West Lancashire","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","City of Edinburgh","280","260","28510","28130"
"In post","2021","Declared disabled","EO","Clackmannanshire and Fife","100","90","29290","27570"
"In post","2021","Declared disabled","EO","Conwy and Denbighshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Cornwall and Isles of Scilly","80","70","27480","27570"
"In post","2021","Declared disabled","EO","Coventry","80","70","26800","27130"
"In post","2021","Declared disabled","EO","Croydon","290","260","29620","29370"
"In post","2021","Declared disabled","EO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Derby","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Devon CC","180","170","27540","27570"
"In post","2021","Declared disabled","EO","Dorset CC","70","60","28590","27570"
"In post","2021","Declared disabled","EO","Dudley","70","60","27300","27570"
"In post","2021","Declared disabled","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Durham CC","160","140","27610","27570"
"In post","2021","Declared disabled","EO","Ealing","50","40","31240","31060"
"In post","2021","Declared disabled","EO","East Ayrshire and North Ayrshire mainland","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","East Cumbria","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","East Derbyshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60","60","29840","27570"
"In post","2021","Declared disabled","EO","East Kent","220","200","28220","27810"
"In post","2021","Declared disabled","EO","East Lancashire","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","East Merseyside","90","70","27280","27570"
"In post","2021","Declared disabled","EO","East Riding of Yorkshire","70","70","27920","27380"
"In post","2021","Declared disabled","EO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","East Sussex CC","120","100","27310","27570"
"In post","2021","Declared disabled","EO","Enfield","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Essex Haven Gateway","70","70","29830","29290"
"In post","2021","Declared disabled","EO","Essex Thames Gateway","80","70","29930","29290"
"In post","2021","Declared disabled","EO","Falkirk","80","70","29020","27570"
"In post","2021","Declared disabled","EO","Flintshire and Wrexham","80","70","27430","27570"
"In post","2021","Declared disabled","EO","Glasgow City","350","310","27130","27570"
"In post","2021","Declared disabled","EO","Gloucestershire","70","60","27740","27570"
"In post","2021","Declared disabled","EO","Greater Manchester North East","100","90","27380","27570"
"In post","2021","Declared disabled","EO","Greater Manchester North West","100","80","27370","27570"
"In post","2021","Declared disabled","EO","Greater Manchester South East","50","50","27400","27570"
"In post","2021","Declared disabled","EO","Greater Manchester South West","160","150","26280","25560"
"In post","2021","Declared disabled","EO","Gwent Valleys","80","70","27290","27570"
"In post","2021","Declared disabled","EO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Hackney and Newham","160","150","30990","31060"
"In post","2021","Declared disabled","EO","Haringey and Islington","80","70","31380","31060"
"In post","2021","Declared disabled","EO","Harrow and Hillingdon","210","180","29750","30380"
"In post","2021","Declared disabled","EO","Hartlepool and Stockton-on-Tees","100","80","27890","27570"
"In post","2021","Declared disabled","EO","Heart of Essex","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Hertfordshire","120","110","30110","29670"
"In post","2021","Declared disabled","EO","Hounslow and Richmond upon Thames","90","80","30330","30500"
"In post","2021","Declared disabled","EO","Inverclyde, East Renfrewshire and Renfrewshire","50","40","28450","27570"
"In post","2021","Declared disabled","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","60","60","28540","27570"
"In post","2021","Declared disabled","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Isle of Wight","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Kent Thames Gateway","60","50","30510","29290"
"In post","2021","Declared disabled","EO","Kingston upon Hull, City of","100","90","27150","27570"
"In post","2021","Declared disabled","EO","Lambeth","120","110","31370","31060"
"In post","2021","Declared disabled","EO","Lancaster and Wyre","60","50","27360","26930"
"In post","2021","Declared disabled","EO","Leeds","310","290","26560","27510"
"In post","2021","Declared disabled","EO","Leicester","80","70","27270","27570"
"In post","2021","Declared disabled","EO","Leicestershire CC and Rutland","70","60","26800","27380"
"In post","2021","Declared disabled","EO","Lewisham and Southwark","80","70","30510","31060"
"In post","2021","Declared disabled","EO","Lincolnshire","120","110","27710","27570"
"In post","2021","Declared disabled","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Liverpool","320","280","26060","25560"
"In post","2021","Declared disabled","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Luton","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Manchester","290","270","26650","27470"
"In post","2021","Declared disabled","EO","Medway","50","50","29780","29290"
"In post","2021","Declared disabled","EO","Merton, Kingston upon Thames and Sutton","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Mid Kent","40","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Mid Lancashire","240","210","26850","27570"
"In post","2021","Declared disabled","EO","Milton Keynes","70","60","28790","27570"
"In post","2021","Declared disabled","EO","Monmouthshire and Newport","110","100","26120","27160"
"In post","2021","Declared disabled","EO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","North and North East Lincolnshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","North and West Norfolk","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","North Hampshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","EO","North Lanarkshire","90","70","28050","27570"
"In post","2021","Declared disabled","EO","North Northamptonshire","50","50","27470","27570"
"In post","2021","Declared disabled","EO","North Nottinghamshire","80","70","27330","27570"
"In post","2021","Declared disabled","EO","North Yorkshire CC","60","50","27610","27570"
"In post","2021","Declared disabled","EO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Norwich and East Norfolk","90","80","27360","27570"
"In post","2021","Declared disabled","EO","Nottingham","270","250","26000","26780"
"In post","2021","Declared disabled","EO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Oxfordshire","70","60","28330","27570"
"In post","2021","Declared disabled","EO","Perth and Kinross and Stirling","70","60","31050","33650"
"In post","2021","Declared disabled","EO","Peterborough","60","50","27010","27570"
"In post","2021","Declared disabled","EO","Plymouth","100","90","27090","27570"
"In post","2021","Declared disabled","EO","Portsmouth","140","130","27630","27570"
"In post","2021","Declared disabled","EO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Redbridge and Waltham Forest","80","70","30670","31060"
"In post","2021","Declared disabled","EO","Sandwell","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Sefton","210","190","26970","27570"
"In post","2021","Declared disabled","EO","Sheffield","230","210","26660","27570"
"In post","2021","Declared disabled","EO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Shropshire CC","70","60","28320","27570"
"In post","2021","Declared disabled","EO","Solihull","60","60","26530","26160"
"In post","2021","Declared disabled","EO","Somerset","80","70","26930","27570"
"In post","2021","Declared disabled","EO","South and West Derbyshire","70","60","28140","27570"
"In post","2021","Declared disabled","EO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","South Hampshire","110","100","26420","27160"
"In post","2021","Declared disabled","EO","South Lanarkshire","90","80","26310","26120"
"In post","2021","Declared disabled","EO","South Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","EO","South Teesside","80","70","27250","27570"
"In post","2021","Declared disabled","EO","South West Wales","60","60","27160","27570"
"In post","2021","Declared disabled","EO","Southampton","60","60","27070","27570"
"In post","2021","Declared disabled","EO","Southend-on-Sea","60","50","28480","29290"
"In post","2021","Declared disabled","EO","Staffordshire CC","150","140","27950","27570"
"In post","2021","Declared disabled","EO","Stoke-on-Trent","70","70","26410","27570"
"In post","2021","Declared disabled","EO","Suffolk","140","120","27450","27570"
"In post","2021","Declared disabled","EO","Sunderland","190","160","27360","27570"
"In post","2021","Declared disabled","EO","Swansea","160","140","26950","26780"
"In post","2021","Declared disabled","EO","Swindon","40","30","[c]","[c]"
"In post","2021","Declared disabled","EO","Telford and Wrekin","80","70","27060","27570"
"In post","2021","Declared disabled","EO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Tower Hamlets","80","80","29800","30230"
"In post","2021","Declared disabled","EO","Tyneside","430","380","26620","27570"
"In post","2021","Declared disabled","EO","Unknown","100","90","27990","27570"
"In post","2021","Declared disabled","EO","Wakefield","60","50","27900","27570"
"In post","2021","Declared disabled","EO","Walsall","50","40","[c]","[c]"
"In post","2021","Declared disabled","EO","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Warrington","70","70","29080","27570"
