"Status","Year","Sex","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","260","250","35470","32400"
"Leaver CS","2021","Male","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Tower Hamlets","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Angus and Dundee City","90","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Barnsley, Doncaster and Rotherham","100","90","21270","21260"
"Leaver CS","2022","Female","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","60","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Bedford","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Belfast","40","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Berkshire","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Bexley and Greenwich","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Birmingham","230","200","20690","20970"
"Leaver CS","2022","Female","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Blackpool","130","120","21020","21260"
"Leaver CS","2022","Female","AA/AO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Bradford","90","70","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Bristol, City of","110","110","20360","20970"
"Leaver CS","2022","Female","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Buckinghamshire","50","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Calderdale and Kirklees","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Cambridgeshire CC","80","70","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Camden and City of London","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Cardiff and Vale of Glamorgan","220","180","21010","21260"
"Leaver CS","2022","Female","AA/AO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Central Hampshire","60","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Central Valleys","30","20","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Cheshire East","40","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Chorley and West Lancashire","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","City of Edinburgh","190","170","22720","22140"
"Leaver CS","2022","Female","AA/AO","Clackmannanshire and Fife","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Cornwall and Isles of Scilly","60","50","20850","21260"
"Leaver CS","2022","Female","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Croydon","100","80","24470","25630"
"Leaver CS","2022","Female","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Derby","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Devon CC","120","100","20790","21260"
"Leaver CS","2022","Female","AA/AO","Dorset","50","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Dudley","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Durham","160","130","21290","21430"
"Leaver CS","2022","Female","AA/AO","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Kent","50","40","22910","23580"
"Leaver CS","2022","Female","AA/AO","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Riding of Yorkshire","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Surrey","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","East Sussex CC","80","70","21000","21260"
"Leaver CS","2022","Female","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Essex Thames Gateway","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Falkirk","50","40","21700","21260"
"Leaver CS","2022","Female","AA/AO","Flintshire and Wrexham","100","90","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Glasgow City","160","130","21430","21260"
"Leaver CS","2022","Female","AA/AO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Greater Manchester North West","60","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Greater Manchester South East","50","50","21030","21260"
"Leaver CS","2022","Female","AA/AO","Greater Manchester South West","140","120","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Hackney and Newham","60","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Haringey and Islington","60","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Hartlepool and Stockton-on-Tees","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Heart of Essex","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Hertfordshire CC","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Hounslow and Richmond upon Thames","80","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Inverness and Nairn, Moray, and Badenoch and Strathspey","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Kent Thames Gateway","60","60","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Kingston upon Hull, City of","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Lambeth","70","70","21920","21820"
"Leaver CS","2022","Female","AA/AO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Leeds","230","210","20740","21150"
"Leaver CS","2022","Female","AA/AO","Leicester","150","130","20820","21010"
"Leaver CS","2022","Female","AA/AO","Leicestershire CC and Rutland","90","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Lincolnshire CC","70","60","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Liverpool","200","160","21090","21680"
"Leaver CS","2022","Female","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Manchester","110","100","20760","21180"
"Leaver CS","2022","Female","AA/AO","Medway","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Mid Kent","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Mid Lancashire","150","120","21100","21260"
"Leaver CS","2022","Female","AA/AO","Milton Keynes","70","60","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Monmouthshire and Newport","80","60","20470","20260"
"Leaver CS","2022","Female","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North Lanarkshire","110","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","North Yorkshire CC","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Norwich and East Norfolk","50","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Nottingham","130","110","20550","20970"
"Leaver CS","2022","Female","AA/AO","Oxfordshire CC","110","100","20880","21170"
"Leaver CS","2022","Female","AA/AO","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Peterborough","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Plymouth","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Portsmouth","100","80","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Sefton","90","70","20460","21010"
"Leaver CS","2022","Female","AA/AO","Sheffield","80","70","20970","21260"
"Leaver CS","2022","Female","AA/AO","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Somerset CC","40","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","South and West Derbyshire","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","South Hampshire","100","70","19960","19520"
"Leaver CS","2022","Female","AA/AO","South Lanarkshire","140","100","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","South Nottinghamshire","30","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","South West Wales","40","30","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Staffordshire CC","100","100","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Stoke-on-Trent","60","50","20150","20430"
"Leaver CS","2022","Female","AA/AO","Suffolk CC","120","110","21000","21260"
"Leaver CS","2022","Female","AA/AO","Sunderland","180","130","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Swansea","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Tower Hamlets","50","50","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Tyneside","520","420","21090","21260"
"Leaver CS","2022","Female","AA/AO","Unknown","240","180","20660","21590"
"Leaver CS","2022","Female","AA/AO","Wakefield","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Wandsworth","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Warrington","[c]","[c]","[c]","[c]"
