"Status","Year","Age","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Ministry of Defence","140","140","18280","17780"
"In post","2021","16-19","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","16-19","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Department for Transport","40","30","[c]","[c]"
"In post","2021","16-19","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Attorney General's Departments","60","60","25320","21950"
"In post","2021","20-29","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Department for Education","30","30","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Department for Transport","60","60","29500","27250"
"In post","2021","20-29","East Midlands (England)","Department for Work and Pensions","490","470","25360","27570"
"In post","2021","20-29","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","HM Land Registry","170","160","25550","22350"
"In post","2021","20-29","East Midlands (England)","HM Revenue and Customs","660","650","27660","25560"
"In post","2021","20-29","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Ministry of Defence","140","140","24040","21370"
"In post","2021","20-29","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Ministry of Justice","1260","1230","23650","23910"
"In post","2021","20-29","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Attorney General's Departments","60","60","28270","25480"
"In post","2021","20-29","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Department for Environment, Food and Rural Affairs","130","130","26340","25100"
"In post","2021","20-29","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Department for Work and Pensions","490","480","27430","27570"
"In post","2021","20-29","East of England","Department of Health and Social Care","90","90","28440","27510"
"In post","2021","20-29","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","HM Land Registry","40","30","[c]","[c]"
"In post","2021","20-29","East of England","HM Revenue and Customs","120","120","27550","25560"
"In post","2021","20-29","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Home Office","250","240","22760","21430"
"In post","2021","20-29","East of England","Ministry of Defence","340","330","28850","26670"
"In post","2021","20-29","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Ministry of Justice","1220","1210","25970","25850"
"In post","2021","20-29","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East of England","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","20-29","London","Attorney General's Departments","680","670","33000","29280"
"In post","2021","20-29","London","Cabinet Office","2520","2510","35450","32000"
"In post","2021","20-29","London","Chancellor's other departments","80","80","35820","34030"
"In post","2021","20-29","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Competition and Markets Authority","140","140","37810","33610"
"In post","2021","20-29","London","Department for Business, Energy and Industrial Strategy","1860","1850","40840","39610"
"In post","2021","20-29","London","Department for Digital, Culture, Media and Sport","650","650","41310","35660"
"In post","2021","20-29","London","Department for Education","650","650","39850","36980"
"In post","2021","20-29","London","Department for Environment, Food and Rural Affairs","780","770","36330","33120"
"In post","2021","20-29","London","Department for International Trade","880","870","37440","33110"
"In post","2021","20-29","London","Department for Transport","870","860","38870","35060"
"In post","2021","20-29","London","Department for Work and Pensions","1820","1800","31830","31060"
"In post","2021","20-29","London","Department of Health and Social Care","1710","1680","35850","32790"
"In post","2021","20-29","London","Food Standards Agency","50","50","35760","32830"
"In post","2021","20-29","London","Foreign, Commonwealth and Development Office","930","930","36250","35700"
"In post","2021","20-29","London","HM Land Registry","50","50","31060","30600"
"In post","2021","20-29","London","HM Revenue and Customs","1200","1190","37260","36160"
"In post","2021","20-29","London","HM Treasury","1020","1010","38830","33110"
"In post","2021","20-29","London","Home Office","1930","1920","35740","35050"
"In post","2021","20-29","London","Ministry of Defence","740","740","37000","37000"
"In post","2021","20-29","London","Ministry of Housing, Communities and Local Government","560","560","38420","33210"
"In post","2021","20-29","London","Ministry of Justice","2890","2870","30520","30220"
"In post","2021","20-29","London","National Crime Agency","330","330","34900","36200"
"In post","2021","20-29","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","20-29","London","Office of Gas and Electricity Markets","180","180","33980","34240"
"In post","2021","20-29","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","The National Archives","80","70","26800","23960"
"In post","2021","20-29","London","UK Export Finance","70","70","35960","33000"
"In post","2021","20-29","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","United Kingdom Statistics Authority","190","190","33990","32540"
"In post","2021","20-29","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","20-29","North East (England)","Cabinet Office","90","90","25160","23850"
"In post","2021","20-29","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Department for Education","90","90","31170","29550"
"In post","2021","20-29","North East (England)","Department for Environment, Food and Rural Affairs","80","80","25690","24920"
"In post","2021","20-29","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Department for Work and Pensions","1080","1070","24960","21010"
"In post","2021","20-29","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","HM Land Registry","170","170","24190","22350"
"In post","2021","20-29","North East (England)","HM Revenue and Customs","1540","1490","24940","25560"
"In post","2021","20-29","North East (England)","Home Office","170","150","22930","21430"
"In post","2021","20-29","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","Ministry of Justice","580","570","24000","23970"
"In post","2021","20-29","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Attorney General's Departments","120","120","27160","25480"
"In post","2021","20-29","North West (England)","Cabinet Office","90","90","32230","29250"
"In post","2021","20-29","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Charity Commission","30","30","[c]","[c]"
"In post","2021","20-29","North West (England)","Department for Business, Energy and Industrial Strategy","50","50","25370","24250"
"In post","2021","20-29","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Department for Education","270","260","32810","29730"
"In post","2021","20-29","North West (England)","Department for Environment, Food and Rural Affairs","190","190","24160","21050"
"In post","2021","20-29","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Department for Work and Pensions","1980","1950","25330","27570"
"In post","2021","20-29","North West (England)","Department of Health and Social Care","130","130","23290","20150"
"In post","2021","20-29","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","HM Land Registry","130","130","24250","22350"
"In post","2021","20-29","North West (England)","HM Revenue and Customs","2070","2020","26030","25560"
"In post","2021","20-29","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Home Office","1340","1290","24190","24880"
"In post","2021","20-29","North West (England)","Ministry of Defence","180","180","24750","23540"
"In post","2021","20-29","North West (England)","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","20-29","North West (England)","Ministry of Justice","1320","1290","23940","23840"
"In post","2021","20-29","North West (England)","National Crime Agency","260","260","29970","30640"
"In post","2021","20-29","North West (England)","Office for Standards in Education","60","60","26910","25620"
"In post","2021","20-29","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North West (England)","Other Cabinet Office Agencies","60","60","27930","27770"
"In post","2021","20-29","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","HM Revenue and Customs","300","290","22820","20140"
"In post","2021","20-29","Northern Ireland","Home Office","70","70","23330","21430"
"In post","2021","20-29","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Foreign, Commonwealth and Development Office","200","200","37310","34220"
"In post","2021","20-29","Overseas","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Ministry of Defence","60","60","35650","34100"
"In post","2021","20-29","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","20-29","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Department for Work and Pensions","730","710","24170","21010"
"In post","2021","20-29","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Foreign, Commonwealth and Development Office","150","150","31870","33930"
"In post","2021","20-29","Scotland","HM Revenue and Customs","1220","1180","23320","20140"
"In post","2021","20-29","Scotland","Home Office","150","140","23820","24880"
"In post","2021","20-29","Scotland","Ministry of Defence","420","420","25190","23540"
"In post","2021","20-29","Scotland","Ministry of Justice","70","70","22290","19930"
"In post","2021","20-29","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Office of Gas and Electricity Markets","170","160","27730","24650"
"In post","2021","20-29","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Scottish Government","3460","3400","27500","26160"
"In post","2021","20-29","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South East (England)","Attorney General's Departments","120","110","26790","24590"
"In post","2021","20-29","South East (England)","Cabinet Office","40","40","[c]","[c]"
"In post","2021","20-29","South East (England)","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","20-29","South East (England)","Department for Environment, Food and Rural Affairs","190","180","28000","25130"
"In post","2021","20-29","South East (England)","Department for International Trade","40","40","[c]","[c]"
"In post","2021","20-29","South East (England)","Department for Transport","170","170","28520","26590"
"In post","2021","20-29","South East (England)","Department for Work and Pensions","790","780","26490","27570"
"In post","2021","20-29","South East (England)","Department of Health and Social Care","50","50","28930","25260"
"In post","2021","20-29","South East (England)","Foreign, Commonwealth and Development Office","200","200","26410","26010"
"In post","2021","20-29","South East (England)","HM Revenue and Customs","210","200","25180","25560"
"In post","2021","20-29","South East (England)","Home Office","450","450","23920","24890"
"In post","2021","20-29","South East (England)","Ministry of Defence","1230","1220","28280","27680"
"In post","2021","20-29","South East (England)","Ministry of Justice","1800","1780","27260","27850"
"In post","2021","20-29","South East (England)","National Crime Agency","50","50","30890","32260"
"In post","2021","20-29","South East (England)","United Kingdom Statistics Authority","370","350","28300","29540"
"In post","2021","20-29","South West (England)","Attorney General's Departments","50","50","25440","23470"
"In post","2021","20-29","South West (England)","Cabinet Office","40","40","[c]","[c]"
"In post","2021","20-29","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Department for Business, Energy and Industrial Strategy","260","260","28490","26640"
"In post","2021","20-29","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Department for Education","50","50","[c]","[c]"
"In post","2021","20-29","South West (England)","Department for Environment, Food and Rural Affairs","250","240","29320","29180"
"In post","2021","20-29","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Department for Transport","80","80","28140","26350"
"In post","2021","20-29","South West (England)","Department for Work and Pensions","550","530","25100","27570"
"In post","2021","20-29","South West (England)","Department of Health and Social Care","280","260","25310","23140"
"In post","2021","20-29","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","HM Land Registry","260","260","26550","22350"
"In post","2021","20-29","South West (England)","HM Revenue and Customs","320","310","29080","25560"
"In post","2021","20-29","South West (England)","Home Office","40","40","[c]","[c]"
"In post","2021","20-29","South West (England)","Ministry of Defence","3760","3730","27840","27540"
"In post","2021","20-29","South West (England)","Ministry of Housing, Communities and Local Government","80","80","26310","23050"
"In post","2021","20-29","South West (England)","Ministry of Justice","880","870","24080","23970"
"In post","2021","20-29","South West (England)","National Crime Agency","120","120","29990","28840"
"In post","2021","20-29","South West (England)","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","20-29","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Cabinet Office","370","370","31530","29250"
"In post","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Work and Pensions","120","120","28080","27570"
"In post","2021","20-29","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Ministry of Defence","380","380","29060","28980"
"In post","2021","20-29","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Cabinet Office","30","30","[c]","[c]"
"In post","2021","20-29","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Department for Business, Energy and Industrial Strategy","440","440","28070","24500"
"In post","2021","20-29","Wales","Department for Environment, Food and Rural Affairs","60","60","22010","21050"
"In post","2021","20-29","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Department for Transport","870","830","23100","21590"
"In post","2021","20-29","Wales","Department for Work and Pensions","650","640","24840","27570"
"In post","2021","20-29","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","HM Land Registry","120","120","24700","22350"
"In post","2021","20-29","Wales","HM Revenue and Customs","940","930","24810","25560"
"In post","2021","20-29","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Home Office","80","80","24130","24890"
"In post","2021","20-29","Wales","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","20-29","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
