"Status","Year","Region_ITL3","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Manchester","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Heterosexual / straight","50","50","40440","36480"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department for Work and Pensions","Heterosexual / straight","1190","1140","34780","27570"
"In post","2022","Manchester","Department for Work and Pensions","LGBO","130","120","32770","27570"
"In post","2022","Manchester","Department for Work and Pensions","Undeclared","150","140","35180","27570"
"In post","2022","Manchester","Department for Work and Pensions","Unknown","360","330","34300","27570"
"In post","2022","Manchester","Department of Health and Social Care","Heterosexual / straight","210","200","35260","27360"
"In post","2022","Manchester","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"In post","2022","Manchester","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Revenue and Customs","Heterosexual / straight","1350","1290","37080","33370"
"In post","2022","Manchester","HM Revenue and Customs","LGBO","120","110","34440","33370"
"In post","2022","Manchester","HM Revenue and Customs","Undeclared","150","140","36580","33370"
"In post","2022","Manchester","HM Revenue and Customs","Unknown","640","620","32160","31900"
"In post","2022","Manchester","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Home Office","Heterosexual / straight","510","490","29010","26340"
"In post","2022","Manchester","Home Office","LGBO","40","30","[c]","[c]"
"In post","2022","Manchester","Home Office","Undeclared","90","90","29450","27290"
"In post","2022","Manchester","Home Office","Unknown","100","90","26980","24880"
"In post","2022","Manchester","Ministry of Defence","Heterosexual / straight","80","70","34320","33300"
"In post","2022","Manchester","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Ministry of Justice","Heterosexual / straight","1280","1200","29580","26100"
"In post","2022","Manchester","Ministry of Justice","LGBO","130","120","28860","25120"
"In post","2022","Manchester","Ministry of Justice","Undeclared","190","170","29140","25120"
"In post","2022","Manchester","Ministry of Justice","Unknown","340","320","27070","24800"
"In post","2022","Manchester","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","270","260","33700","28790"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","LGBO","40","40","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Manchester","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Heterosexual / straight","160","150","30100","29290"
"In post","2022","Medway","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"In post","2022","Medway","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Heterosexual / straight","70","70","27550","26350"
"In post","2022","Medway","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Ministry of Justice","Heterosexual / straight","650","620","30650","29170"
"In post","2022","Medway","Ministry of Justice","LGBO","50","50","31120","30940"
"In post","2022","Medway","Ministry of Justice","Undeclared","60","60","31840","30700"
"In post","2022","Medway","Ministry of Justice","Unknown","140","130","27790","28140"
"In post","2022","Medway","National Crime Agency","Heterosexual / straight","90","90","42240","41970"
"In post","2022","Medway","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medway","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medway","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Medway","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Heterosexual / straight","220","210","31010","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department for Work and Pensions","Unknown","50","40","30570","31060"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","Heterosexual / straight","140","120","30850","28310"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Ministry of Justice","Unknown","50","40","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","National Crime Agency","Heterosexual / straight","70","70","41950","39840"
"In post","2022","Merton, Kingston upon Thames and Sutton","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merton, Kingston upon Thames and Sutton","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid and East Antrim","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Work and Pensions","Heterosexual / straight","140","130","30740","29290"
"In post","2022","Mid Kent","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Heterosexual / straight","420","390","29250","27250"
"In post","2022","Mid Kent","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Undeclared","50","40","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Unknown","90","80","27920","27550"
"In post","2022","Mid Kent","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Heterosexual / straight","120","120","39480","38180"
"In post","2022","Mid Lancashire","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Unknown","50","40","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Heterosexual / straight","110","100","32550","29180"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Transport","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Heterosexual / straight","1140","1020","24430","21260"
"In post","2022","Mid Lancashire","Department for Work and Pensions","LGBO","50","50","24330","21260"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Undeclared","150","130","23450","21260"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Unknown","460","410","23600","21260"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Heterosexual / straight","270","240","30610","27130"
"In post","2022","Mid Lancashire","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Undeclared","30","30","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Unknown","120","110","25930","22600"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Heterosexual / straight","1120","1000","30880","26820"
"In post","2022","Mid Lancashire","HM Revenue and Customs","LGBO","50","40","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Undeclared","170","150","29000","26820"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Unknown","390","340","25830","22080"
"In post","2022","Mid Lancashire","Ministry of Defence","Heterosexual / straight","130","120","28870","25770"
"In post","2022","Mid Lancashire","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Heterosexual / straight","720","660","30910","27380"
"In post","2022","Mid Lancashire","Ministry of Justice","LGBO","50","50","29450","26850"
"In post","2022","Mid Lancashire","Ministry of Justice","Undeclared","90","80","29650","28860"
"In post","2022","Mid Lancashire","Ministry of Justice","Unknown","200","180","28270","28200"
"In post","2022","Mid Lancashire","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Mid Ulster","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Cabinet Office","Heterosexual / straight","60","60","33760","33300"
"In post","2022","Milton Keynes","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Work and Pensions","Heterosexual / straight","150","130","27410","27570"
"In post","2022","Milton Keynes","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department for Work and Pensions","Unknown","40","30","[c]","[c]"
"In post","2022","Milton Keynes","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Milton Keynes","Foreign, Commonwealth and Development Office","Heterosexual / straight","870","830","36710","31390"
"In post","2022","Milton Keynes","Foreign, Commonwealth and Development Office","LGBO","40","40","[c]","[c]"
"In post","2022","Milton Keynes","Foreign, Commonwealth and Development Office","Undeclared","80","70","40120","38200"
"In post","2022","Milton Keynes","Foreign, Commonwealth and Development Office","Unknown","80","80","41960","41730"
