"Status","Year","Region_ITL1","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Department for Work and Pensions","90","90","26270","27570"
"In post","2021","East Midlands (England)","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","HM Revenue and Customs","60","50","30410","25930"
"In post","2021","East Midlands (England)","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Ministry of Justice","130","120","29010","24440"
"In post","2021","East Midlands (England)","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Department for Transport","60","60","34120","31040"
"In post","2021","East Midlands (England)","Undeclared","Department for Work and Pensions","230","200","27590","27570"
"In post","2021","East Midlands (England)","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","HM Land Registry","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","HM Revenue and Customs","170","160","33230","31810"
"In post","2021","East Midlands (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Ministry of Defence","110","110","32250","33040"
"In post","2021","East Midlands (England)","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Ministry of Justice","220","210","26750","23910"
"In post","2021","East Midlands (England)","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy","80","70","27930","24250"
"In post","2021","East Midlands (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs","60","50","28490","25190"
"In post","2021","East Midlands (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Department for Transport","120","120","31390","26780"
"In post","2021","East Midlands (England)","Unknown","Department for Work and Pensions","330","300","28370","27570"
"In post","2021","East Midlands (England)","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","HM Land Registry","120","120","27120","22350"
"In post","2021","East Midlands (England)","Unknown","HM Revenue and Customs","990","930","27680","25560"
"In post","2021","East Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Ministry of Defence","140","130","29230","26670"
"In post","2021","East Midlands (England)","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Ministry of Justice","750","700","24570","22920"
"In post","2021","East Midlands (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","White","Attorney General's Departments","300","280","39370","34480"
"In post","2021","East Midlands (England)","White","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","White","Department for Business, Energy and Industrial Strategy","110","110","35580","34500"
"In post","2021","East Midlands (England)","White","Department for Education","230","210","42260","37100"
"In post","2021","East Midlands (England)","White","Department for Environment, Food and Rural Affairs","150","140","34780","30720"
"In post","2021","East Midlands (England)","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","White","Department for Transport","430","400","34400","29730"
"In post","2021","East Midlands (England)","White","Department for Work and Pensions","3450","3060","27670","27570"
"In post","2021","East Midlands (England)","White","Department of Health and Social Care","140","130","42120","36330"
"In post","2021","East Midlands (England)","White","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","White","HM Land Registry","610","550","32050","27130"
"In post","2021","East Midlands (England)","White","HM Revenue and Customs","2230","2070","34580","31810"
"In post","2021","East Midlands (England)","White","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","White","Home Office","150","140","28160","25310"
"In post","2021","East Midlands (England)","White","Ministry of Defence","1520","1470","27800","22500"
"In post","2021","East Midlands (England)","White","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","White","Ministry of Justice","5420","5050","27850","25380"
"In post","2021","East Midlands (England)","White","National Crime Agency","130","120","38120","36740"
"In post","2021","East Midlands (England)","White","Office for Standards in Education","150","140","46640","46360"
"In post","2021","East Midlands (England)","White","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","East of England","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Department for Work and Pensions","350","310","28010","27570"
"In post","2021","East of England","Asian","Department of Health and Social Care","80","70","46180","38200"
"In post","2021","East of England","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","HM Revenue and Customs","50","50","34180","31810"
"In post","2021","East of England","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Home Office","270","230","23970","21430"
"In post","2021","East of England","Asian","Ministry of Defence","110","110","40080","37000"
"In post","2021","East of England","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Ministry of Justice","180","160","27150","24170"
"In post","2021","East of England","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Department for Work and Pensions","250","230","28300","29290"
"In post","2021","East of England","Black","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","East of England","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Home Office","50","50","26290","26160"
"In post","2021","East of England","Black","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","East of England","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Ministry of Justice","140","140","28930","26940"
"In post","2021","East of England","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Department for Work and Pensions","110","100","27860","27570"
"In post","2021","East of England","Mixed","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","East of England","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Home Office","30","30","[c]","[c]"
"In post","2021","East of England","Mixed","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","East of England","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Ministry of Justice","130","120","28400","27850"
"In post","2021","East of England","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Department for Transport","60","50","28890","27680"
"In post","2021","East of England","Undeclared","Department for Work and Pensions","240","210","28940","27570"
"In post","2021","East of England","Undeclared","Department of Health and Social Care","50","50","43320","36060"
"In post","2021","East of England","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","HM Revenue and Customs","120","110","31900","31810"
"In post","2021","East of England","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Home Office","140","130","28000","27370"
"In post","2021","East of England","Undeclared","Ministry of Defence","240","230","34050","33300"
"In post","2021","East of England","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Ministry of Justice","150","140","28400","28730"
"In post","2021","East of England","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","East of England","Unknown","Cabinet Office","50","50","[c]","[c]"
"In post","2021","East of England","Unknown","Department for Business, Energy and Industrial Strategy","60","60","28230","23900"
"In post","2021","East of England","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Department for Environment, Food and Rural Affairs","80","70","32420","29220"
"In post","2021","East of England","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Department for Transport","60","60","27320","26700"
"In post","2021","East of England","Unknown","Department for Work and Pensions","240","220","29360","27570"
"In post","2021","East of England","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","HM Land Registry","40","40","[c]","[c]"
"In post","2021","East of England","Unknown","HM Revenue and Customs","370","340","30370","28110"
"In post","2021","East of England","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Home Office","90","90","23350","21430"
"In post","2021","East of England","Unknown","Ministry of Defence","270","260","29740","26750"
"In post","2021","East of England","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Ministry of Justice","720","680","26040","25790"
"In post","2021","East of England","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Attorney General's Departments","360","320","40210","33290"
"In post","2021","East of England","White","Cabinet Office","60","60","40420","33300"
"In post","2021","East of England","White","Department for Business, Energy and Industrial Strategy","140","130","36060","34500"
"In post","2021","East of England","White","Department for Education","50","50","48400","50130"
"In post","2021","East of England","White","Department for Environment, Food and Rural Affairs","700","670","34290","30220"
"In post","2021","East of England","White","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","White","Department for Transport","270","250","29660","26780"
"In post","2021","East of England","White","Department for Work and Pensions","3470","3100","28580","27570"
"In post","2021","East of England","White","Department of Health and Social Care","500","460","43960","39110"
"In post","2021","East of England","White","Food Standards Agency","50","50","27560","26750"
"In post","2021","East of England","White","HM Land Registry","210","190","32400","27130"
"In post","2021","East of England","White","HM Revenue and Customs","1240","1120","32580","31810"
"In post","2021","East of England","White","HM Treasury","60","60","30910","24160"
"In post","2021","East of England","White","Home Office","1360","1230","27030","25310"
"In post","2021","East of England","White","Ministry of Defence","3090","2980","31330","28650"
"In post","2021","East of England","White","Ministry of Housing, Communities and Local Government","60","60","39290","37160"
"In post","2021","East of England","White","Ministry of Justice","5190","4840","29170","27920"
"In post","2021","East of England","White","National Crime Agency","100","100","38600","37860"
"In post","2021","East of England","White","Office for Standards in Education","80","80","62440","61860"
"In post","2021","East of England","White","Other Cabinet Office Agencies","130","130","36190","34800"
"In post","2021","London","Asian","Attorney General's Departments","590","550","44340","43920"
"In post","2021","London","Asian","Cabinet Office","420","410","47350","41820"
"In post","2021","London","Asian","Chancellor's other departments","50","50","[c]","[c]"
"In post","2021","London","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","London","Asian","Competition and Markets Authority","100","100","45900","37660"
"In post","2021","London","Asian","Department for Business, Energy and Industrial Strategy","500","480","43200","40050"
"In post","2021","London","Asian","Department for Digital, Culture, Media and Sport","120","120","47120","42280"
