"Status","Year","Age","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","50","40","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","80","70","20100","20140"
"In post","2021","16-19","Unknown","South East (England)","50","50","22050","21430"
"In post","2021","16-19","Unknown","South West (England)","50","50","17510","16780"
"In post","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","50","40","20030","20140"
"In post","2021","16-19","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","50","50","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East of England","30","30","[c]","[c]"
"In post","2021","16-19","White","London","80","80","25350","25170"
"In post","2021","16-19","White","North East (England)","50","50","21220","21010"
"In post","2021","16-19","White","North West (England)","90","80","21300","21010"
"In post","2021","16-19","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland","100","100","21130","21010"
"In post","2021","16-19","White","South East (England)","70","70","21900","21430"
"In post","2021","16-19","White","South West (England)","120","120","19270","19040"
"In post","2021","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Wales","80","70","20440","20800"
"In post","2021","16-19","White","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","260","260","25200","25000"
"In post","2021","20-29","Asian","East of England","180","160","26320","25380"
"In post","2021","20-29","Asian","London","2640","2620","33270","31060"
"In post","2021","20-29","Asian","North East (England)","90","80","24420","21220"
"In post","2021","20-29","Asian","North West (England)","610","590","25540","25320"
"In post","2021","20-29","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","70","70","25740","23450"
"In post","2021","20-29","Asian","South East (England)","220","220","27510","27570"
"In post","2021","20-29","Asian","South West (England)","170","170","27870","27540"
"In post","2021","20-29","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Wales","110","100","25450","23050"
"In post","2021","20-29","Asian","West Midlands (England)","730","710","25150","24880"
"In post","2021","20-29","Asian","Yorkshire and The Humber","600","590","25130","24890"
"In post","2021","20-29","Black","East Midlands (England)","50","50","24130","22890"
"In post","2021","20-29","Black","East of England","80","80","26780","27570"
"In post","2021","20-29","Black","London","1500","1490","31650","31060"
"In post","2021","20-29","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","North West (England)","110","100","26830","25560"
"In post","2021","20-29","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","South East (England)","110","100","27850","27570"
"In post","2021","20-29","Black","South West (England)","50","50","25230","25530"
"In post","2021","20-29","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","West Midlands (England)","130","130","25930","25560"
"In post","2021","20-29","Black","Yorkshire and The Humber","70","60","25060","24890"
"In post","2021","20-29","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","London","130","130","38810","35070"
"In post","2021","20-29","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","East Midlands (England)","60","60","25480","25560"
"In post","2021","20-29","Mixed","East of England","100","90","28000","27570"
"In post","2021","20-29","Mixed","London","1050","1030","35130","32560"
"In post","2021","20-29","Mixed","North East (England)","50","50","[c]","[c]"
"In post","2021","20-29","Mixed","North West (England)","160","150","25130","24890"
"In post","2021","20-29","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Scotland","50","50","[c]","[c]"
"In post","2021","20-29","Mixed","South East (England)","150","150","26860","26970"
"In post","2021","20-29","Mixed","South West (England)","150","150","27150","27540"
"In post","2021","20-29","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Wales","90","80","26040","25560"
"In post","2021","20-29","Mixed","West Midlands (England)","150","150","26540","25930"
"In post","2021","20-29","Mixed","Yorkshire and The Humber","130","130","27260","25790"
"In post","2021","20-29","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","London","270","270","35290","32950"
"In post","2021","20-29","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","20-29","Undeclared","East of England","40","40","[c]","[c]"
"In post","2021","20-29","Undeclared","London","500","490","37000","34320"
"In post","2021","20-29","Undeclared","North East (England)","40","40","[c]","[c]"
"In post","2021","20-29","Undeclared","North West (England)","110","110","26940","27000"
"In post","2021","20-29","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Scotland","90","90","27960","26160"
"In post","2021","20-29","Undeclared","South East (England)","140","130","28900","27570"
"In post","2021","20-29","Undeclared","South West (England)","210","210","29440","28650"
"In post","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Wales","100","100","26780","26290"
"In post","2021","20-29","Undeclared","West Midlands (England)","90","80","25880","25830"
"In post","2021","20-29","Undeclared","Yorkshire and The Humber","90","90","27030","25560"
"In post","2021","20-29","Unknown","East Midlands (England)","770","750","24540","24440"
"In post","2021","20-29","Unknown","East of England","540","530","25880","25560"
"In post","2021","20-29","Unknown","London","5900","5870","34850","32000"
"In post","2021","20-29","Unknown","North East (England)","1120","1090","24180","22350"
"In post","2021","20-29","Unknown","North West (England)","1990","1960","24780","24120"
"In post","2021","20-29","Unknown","Northern Ireland","180","170","22070","20140"
"In post","2021","20-29","Unknown","Overseas","70","70","39150","38600"
"In post","2021","20-29","Unknown","Scotland","2270","2220","25090","22820"
"In post","2021","20-29","Unknown","South East (England)","1100","1080","26600","26610"
"In post","2021","20-29","Unknown","South West (England)","1110","1090","26530","25680"
"In post","2021","20-29","Unknown","Unknown","700","700","29810","29250"
"In post","2021","20-29","Unknown","Wales","1360","1330","24740","23050"
"In post","2021","20-29","Unknown","West Midlands (England)","1030","1010","24260","22850"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","1630","1610","25150","23970"
"In post","2021","20-29","White","East Midlands (England)","1810","1770","25660","25380"
"In post","2021","20-29","White","East of England","1910","1880","26650","26330"
"In post","2021","20-29","White","London","11020","10970","37530","34550"
"In post","2021","20-29","White","North East (England)","2620","2560","25240","24440"
"In post","2021","20-29","White","North West (England)","5330","5230","25810","24890"
"In post","2021","20-29","White","Northern Ireland","230","220","24290","21430"
"In post","2021","20-29","White","Overseas","200","200","36770","33860"
"In post","2021","20-29","White","Scotland","4000","3930","26830","25560"
"In post","2021","20-29","White","South East (England)","3970","3920","27350","27150"
"In post","2021","20-29","White","South West (England)","5320","5250","27250","26670"
"In post","2021","20-29","White","Unknown","140","140","30160","27570"
"In post","2021","20-29","White","Wales","3560","3480","25800","24000"
"In post","2021","20-29","White","West Midlands (England)","2130","2100","25910","25000"
"In post","2021","20-29","White","Yorkshire and The Humber","3250","3210","26880","25560"
"In post","2021","30-39","Asian","East Midlands (England)","410","370","26940","25560"
"In post","2021","30-39","Asian","East of England","280","260","28870","27570"
"In post","2021","30-39","Asian","London","3390","3250","39150","35070"
"In post","2021","30-39","Asian","North East (England)","150","140","28360","25560"
"In post","2021","30-39","Asian","North West (England)","830","770","27650","26000"
"In post","2021","30-39","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Overseas","50","50","[c]","[c]"
"In post","2021","30-39","Asian","Scotland","180","170","31230","27570"
"In post","2021","30-39","Asian","South East (England)","300","280","30390","27760"
"In post","2021","30-39","Asian","South West (England)","240","230","33970","31810"
"In post","2021","30-39","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Wales","140","130","28200","25560"
"In post","2021","30-39","Asian","West Midlands (England)","1240","1170","27520","25560"
"In post","2021","30-39","Asian","Yorkshire and The Humber","730","660","27480","25560"
"In post","2021","30-39","Black","East Midlands (England)","110","100","25630","25560"
"In post","2021","30-39","Black","East of England","120","120","29930","29290"
"In post","2021","30-39","Black","London","1780","1730","35340","31130"
"In post","2021","30-39","Black","North East (England)","40","40","[c]","[c]"
"In post","2021","30-39","Black","North West (England)","200","190","29020","27570"
"In post","2021","30-39","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Scotland","80","70","28960","27570"
"In post","2021","30-39","Black","South East (England)","170","160","30480","29290"
"In post","2021","30-39","Black","South West (England)","170","170","32710","31810"
"In post","2021","30-39","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Black","Wales","50","50","27550","25560"
"In post","2021","30-39","Black","West Midlands (England)","260","250","27920","26140"
"In post","2021","30-39","Black","Yorkshire and The Humber","100","100","27650","25920"
"In post","2021","30-39","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","London","180","180","46090","42410"
"In post","2021","30-39","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","North West (England)","40","40","[c]","[c]"
"In post","2021","30-39","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","East Midlands (England)","110","110","29330","27570"
"In post","2021","30-39","Mixed","East of England","100","90","29350","27570"
"In post","2021","30-39","Mixed","London","990","970","43570","40050"
"In post","2021","30-39","Mixed","North East (England)","60","60","28100","25560"
"In post","2021","30-39","Mixed","North West (England)","190","180","29060","25560"
"In post","2021","30-39","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Overseas","40","40","[c]","[c]"
"In post","2021","30-39","Mixed","Scotland","90","90","35040","30650"
"In post","2021","30-39","Mixed","South East (England)","160","150","32870","29850"
"In post","2021","30-39","Mixed","South West (England)","160","150","33640","32330"
"In post","2021","30-39","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wales","120","110","31020","27570"
"In post","2021","30-39","Mixed","West Midlands (England)","150","140","27700","25710"
"In post","2021","30-39","Mixed","Yorkshire and The Humber","130","120","31270","27570"
"In post","2021","30-39","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","London","320","300","43070","38690"
"In post","2021","30-39","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","South East (England)","50","40","[c]","[c]"
"In post","2021","30-39","Other ethnicity","South West (England)","60","50","30740","28120"
"In post","2021","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","East Midlands (England)","130","120","28400","26990"
"In post","2021","30-39","Undeclared","East of England","160","150","31820","30400"
"In post","2021","30-39","Undeclared","London","940","910","45590","42590"
"In post","2021","30-39","Undeclared","North East (England)","150","140","28590","25560"
"In post","2021","30-39","Undeclared","North West (England)","310","300","29880","27570"
"In post","2021","30-39","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Overseas","40","40","[c]","[c]"
"In post","2021","30-39","Undeclared","Scotland","280","270","32350","29080"
"In post","2021","30-39","Undeclared","South East (England)","340","320","33910","32100"
"In post","2021","30-39","Undeclared","South West (England)","450","440","36430","37000"
"In post","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Wales","270","260","29690","27570"
"In post","2021","30-39","Undeclared","West Midlands (England)","210","200","30950","27570"
"In post","2021","30-39","Undeclared","Yorkshire and The Humber","240","220","30800","27570"
"In post","2021","30-39","Unknown","East Midlands (England)","660","620","27110","25560"
"In post","2021","30-39","Unknown","East of England","430","410","29380","27880"
"In post","2021","30-39","Unknown","London","4040","3940","46120","42200"
"In post","2021","30-39","Unknown","North East (England)","1080","1010","26990","25560"
"In post","2021","30-39","Unknown","North West (England)","1820","1720","28080","25560"
"In post","2021","30-39","Unknown","Northern Ireland","190","180","26010","24880"
"In post","2021","30-39","Unknown","Overseas","200","200","50650","52750"
"In post","2021","30-39","Unknown","Scotland","2560","2440","30160","27570"
"In post","2021","30-39","Unknown","South East (England)","900","850","31100","29360"
"In post","2021","30-39","Unknown","South West (England)","1060","990","32500","29290"
"In post","2021","30-39","Unknown","Unknown","530","530","37750","33420"
"In post","2021","30-39","Unknown","Wales","1350","1270","28760","25560"
"In post","2021","30-39","Unknown","West Midlands (England)","920","870","28570","25630"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","1200","1140","30110","26720"
"In post","2021","30-39","White","East Midlands (England)","2810","2630","29610","27570"
"In post","2021","30-39","White","East of England","2940","2750","30530","29270"
"In post","2021","30-39","White","London","12680","12290","49020","51250"
"In post","2021","30-39","White","North East (England)","4710","4370","28410","25790"
"In post","2021","30-39","White","North West (England)","8640","8140","29500","27570"
"In post","2021","30-39","White","Northern Ireland","610","580","28670","25560"
"In post","2021","30-39","White","Overseas","710","700","46800","50430"
"In post","2021","30-39","White","Scotland","7100","6750","32830","29190"
"In post","2021","30-39","White","South East (England)","5600","5290","31410","29290"
"In post","2021","30-39","White","South West (England)","7360","6940","34040","32430"
"In post","2021","30-39","White","Unknown","190","180","34100","27570"
"In post","2021","30-39","White","Wales","6670","6220","30120","27570"
"In post","2021","30-39","White","West Midlands (England)","3480","3270","30410","27570"
"In post","2021","30-39","White","Yorkshire and The Humber","5070","4720","31480","27570"
"In post","2021","40-49","Asian","East Midlands (England)","460","400","28030","26000"
"In post","2021","40-49","Asian","East of England","340","310","31470","27570"
"In post","2021","40-49","Asian","London","3520","3290","39770","34520"
"In post","2021","40-49","Asian","North East (England)","90","90","30040","25710"
"In post","2021","40-49","Asian","North West (England)","720","640","28360","25560"
"In post","2021","40-49","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Overseas","60","60","[c]","[c]"
"In post","2021","40-49","Asian","Scotland","150","130","35640","27570"
"In post","2021","40-49","Asian","South East (England)","360","320","31380","28670"
"In post","2021","40-49","Asian","South West (England)","200","190","38360","33840"
"In post","2021","40-49","Asian","Unknown","40","30","[c]","[c]"
"In post","2021","40-49","Asian","Wales","110","100","34120","27570"
"In post","2021","40-49","Asian","West Midlands (England)","1170","1060","29390","27570"
"In post","2021","40-49","Asian","Yorkshire and The Humber","640","570","29940","27570"
"In post","2021","40-49","Black","East Midlands (England)","110","110","26660","26330"
"In post","2021","40-49","Black","East of England","140","130","32370","29290"
"In post","2021","40-49","Black","London","2160","2070","36420","31880"
"In post","2021","40-49","Black","North East (England)","60","50","27630","25560"
"In post","2021","40-49","Black","North West (England)","200","190","28520","26750"
"In post","2021","40-49","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Scotland","100","100","33520","27570"
"In post","2021","40-49","Black","South East (England)","220","210","30860","29290"
"In post","2021","40-49","Black","South West (England)","150","140","34660","32700"
"In post","2021","40-49","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Wales","60","60","29580","27460"
"In post","2021","40-49","Black","West Midlands (England)","250","240","29170","27570"
"In post","2021","40-49","Black","Yorkshire and The Humber","130","130","29820","27570"
"In post","2021","40-49","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","London","170","160","43690","38860"
"In post","2021","40-49","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","North West (England)","40","30","[c]","[c]"
"In post","2021","40-49","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","East Midlands (England)","80","70","33140","28430"
"In post","2021","40-49","Mixed","East of England","90","90","32570","29290"
"In post","2021","40-49","Mixed","London","670","640","46210","41700"
"In post","2021","40-49","Mixed","North East (England)","60","60","32100","27570"
"In post","2021","40-49","Mixed","North West (England)","190","170","31300","27570"
"In post","2021","40-49","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Overseas","30","30","[c]","[c]"
"In post","2021","40-49","Mixed","Scotland","60","60","37410","31810"
"In post","2021","40-49","Mixed","South East (England)","130","130","33690","30930"
"In post","2021","40-49","Mixed","South West (England)","150","140","34250","30120"
"In post","2021","40-49","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Wales","80","70","34010","28850"
"In post","2021","40-49","Mixed","West Midlands (England)","100","100","34040","27570"
"In post","2021","40-49","Mixed","Yorkshire and The Humber","120","110","32890","27570"
"In post","2021","40-49","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","East of England","30","30","[c]","[c]"
"In post","2021","40-49","Other ethnicity","London","290","270","44100","37210"
"In post","2021","40-49","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","North West (England)","50","50","30420","27570"
"In post","2021","40-49","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
