"Status","Year","Region_ITL2","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Inner London - West","Digital, Data and Technology","Ministry of Justice","70","60","54550","56420"
"New entrant CS","2021","Inner London - West","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data and Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","HM Treasury","60","60","29740","28500"
"New entrant CS","2021","Inner London - West","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Economics","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Department of Health and Social Care","70","70","36630","32790"
"New entrant CS","2021","Inner London - West","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Intelligence Analysis","Department of Health and Social Care","50","50","53400","53360"
"New entrant CS","2021","Inner London - West","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","International Trade","Department for International Trade","110","110","33110","31800"
"New entrant CS","2021","Inner London - West","International Trade","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Attorney General's Departments","260","250","47900","50500"
"New entrant CS","2021","Inner London - West","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Attorney General's Departments","90","90","22780","20120"
"New entrant CS","2021","Inner London - West","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department for Business, Energy and Industrial Strategy","70","60","38580","33570"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Ministry of Justice","760","760","28470","26410"
"New entrant CS","2021","Inner London - West","Operational Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","UK Export Finance","60","60","47340","44080"
"New entrant CS","2021","Inner London - West","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Delivery","United Kingdom Statistics Authority","80","70","35250","32540"
"New entrant CS","2021","Inner London - West","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Attorney General's Departments","60","60","27150","26950"
"New entrant CS","2021","Inner London - West","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Chancellor's other departments","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Home Office","120","120","33770","28650"
"New entrant CS","2021","Inner London - West","Other","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Department for Business, Energy and Industrial Strategy","510","500","38280","33570"
"New entrant CS","2021","Inner London - West","Policy","Department for Digital, Culture, Media and Sport","240","240","37610","34020"
"New entrant CS","2021","Inner London - West","Policy","Department for Education","120","120","40250","32940"
"New entrant CS","2021","Inner London - West","Policy","Department for Environment, Food and Rural Affairs","390","380","37300","32560"
"New entrant CS","2021","Inner London - West","Policy","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Department for Transport","110","110","36130","34710"
"New entrant CS","2021","Inner London - West","Policy","Department of Health and Social Care","430","430","39750","32790"
"New entrant CS","2021","Inner London - West","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","HM Treasury","260","260","33820","32320"
"New entrant CS","2021","Inner London - West","Policy","Home Office","170","160","42030","41570"
"New entrant CS","2021","Inner London - West","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Ministry of Housing, Communities and Local Government","100","100","41290","33210"
"New entrant CS","2021","Inner London - West","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Department for Transport","60","60","39140","34710"
"New entrant CS","2021","Inner London - West","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Social Research","United Kingdom Statistics Authority","60","60","34110","32540"
"New entrant CS","2021","Inner London - West","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Statistics","United Kingdom Statistics Authority","60","60","38660","32540"
"New entrant CS","2021","Inner London - West","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Tax","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Cabinet Office","1000","990","40490","28000"
"New entrant CS","2021","Inner London - West","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Department for Transport","50","50","38000","34710"
"New entrant CS","2021","Inner London - West","Unknown","Department for Work and Pensions","500","490","33370","31060"
"New entrant CS","2021","Inner London - West","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Operational Delivery","Home Office","160","150","24180","24880"
"New entrant CS","2021","Kent","Operational Delivery","Ministry of Justice","300","300","24000","24020"
"New entrant CS","2021","Kent","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Department for Work and Pensions","520","520","28060","29290"
"New entrant CS","2021","Lancashire","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
