"Status","Year","Responsibility_level","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","65+","Asian","360","280","23810","24310"
"In post","2022","AA/AO","65+","Black","190","160","24160","24310"
"In post","2022","AA/AO","65+","Mixed","40","30","[c]","[c]"
"In post","2022","AA/AO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","65+","Undeclared","230","170","22590","21410"
"In post","2022","AA/AO","65+","Unknown","480","370","22360","21300"
"In post","2022","AA/AO","65+","White","4000","3060","22030","21260"
"In post","2022","AA/AO","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Asian","30","30","[c]","[c]"
"In post","2022","EO","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Unknown","100","100","22570","24490"
"In post","2022","EO","16-19","White","160","150","23460","24300"
"In post","2022","EO","20-29","Asian","2540","2510","27970","27570"
"In post","2022","EO","20-29","Black","970","950","28750","28500"
"In post","2022","EO","20-29","Mixed","690","670","27930","27570"
"In post","2022","EO","20-29","Other ethnicity","180","170","28300","27680"
"In post","2022","EO","20-29","Undeclared","380","370","28130","27570"
"In post","2022","EO","20-29","Unknown","4910","4870","27230","26820"
"In post","2022","EO","20-29","White","13500","13360","27120","27130"
"In post","2022","EO","30-39","Asian","2790","2640","28000","27570"
"In post","2022","EO","30-39","Black","1080","1030","28850","28670"
"In post","2022","EO","30-39","Mixed","600","570","28240","27570"
"In post","2022","EO","30-39","Other ethnicity","140","130","28730","28310"
"In post","2022","EO","30-39","Undeclared","860","820","28360","27570"
"In post","2022","EO","30-39","Unknown","4320","4150","27900","27230"
"In post","2022","EO","30-39","White","16880","15990","27630","27570"
"In post","2022","EO","40-49","Asian","2660","2440","28310","27570"
"In post","2022","EO","40-49","Black","1180","1130","29080","29000"
"In post","2022","EO","40-49","Mixed","440","420","28230","27570"
"In post","2022","EO","40-49","Other ethnicity","170","160","28270","27570"
"In post","2022","EO","40-49","Undeclared","1240","1170","28460","27570"
"In post","2022","EO","40-49","Unknown","2750","2600","28040","27370"
"In post","2022","EO","40-49","White","19470","18110","27790","27570"
"In post","2022","EO","50-59","Asian","2030","1900","28900","28680"
"In post","2022","EO","50-59","Black","1870","1800","29720","30000"
"In post","2022","EO","50-59","Mixed","450","420","28760","27570"
"In post","2022","EO","50-59","Other ethnicity","170","160","29200","28760"
"In post","2022","EO","50-59","Undeclared","2240","2090","28750","27570"
"In post","2022","EO","50-59","Unknown","2930","2750","29240","27570"
"In post","2022","EO","50-59","White","28940","26800","28130","27570"
"In post","2022","EO","60-64","Asian","530","450","29530","29370"
"In post","2022","EO","60-64","Black","470","420","29800","29790"
"In post","2022","EO","60-64","Mixed","100","80","28820","27570"
"In post","2022","EO","60-64","Other ethnicity","50","40","29070","28480"
"In post","2022","EO","60-64","Undeclared","660","530","28550","27570"
"In post","2022","EO","60-64","Unknown","730","590","29330","28650"
"In post","2022","EO","60-64","White","8760","6940","28160","27570"
"In post","2022","EO","65+","Asian","240","180","29800","30230"
"In post","2022","EO","65+","Black","100","90","30260","30780"
"In post","2022","EO","65+","Mixed","50","40","[c]","[c]"
"In post","2022","EO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","EO","65+","Undeclared","220","170","28930","27570"
"In post","2022","EO","65+","Unknown","200","150","29180","28860"
"In post","2022","EO","65+","White","2470","1830","28190","27570"
"In post","2022","EO","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","20-29","Asian","340","340","55080","54110"
"In post","2022","G6/G7","20-29","Black","100","100","55080","53760"
"In post","2022","G6/G7","20-29","Mixed","200","190","55030","53600"
"In post","2022","G6/G7","20-29","Other ethnicity","40","40","[c]","[c]"
"In post","2022","G6/G7","20-29","Undeclared","100","100","55130","54570"
"In post","2022","G6/G7","20-29","Unknown","1040","1040","55820","54650"
"In post","2022","G6/G7","20-29","White","3230","3220","54630","53420"
"In post","2022","G6/G7","30-39","Asian","1320","1290","57850","55210"
"In post","2022","G6/G7","30-39","Black","370","370","55660","53760"
"In post","2022","G6/G7","30-39","Mixed","540","530","57480","55310"
"In post","2022","G6/G7","30-39","Other ethnicity","140","140","58180","55210"
"In post","2022","G6/G7","30-39","Undeclared","650","640","57110","55210"
"In post","2022","G6/G7","30-39","Unknown","3060","3000","58330","56010"
"In post","2022","G6/G7","30-39","White","12550","12180","57160","55210"
"In post","2022","G6/G7","40-49","Asian","1360","1310","59360","57680"
"In post","2022","G6/G7","40-49","Black","450","440","57970","56270"
"In post","2022","G6/G7","40-49","Mixed","440","420","59650","57740"
"In post","2022","G6/G7","40-49","Other ethnicity","130","130","59690","57480"
"In post","2022","G6/G7","40-49","Undeclared","860","840","59170","57480"
"In post","2022","G6/G7","40-49","Unknown","2590","2500","60480","58600"
"In post","2022","G6/G7","40-49","White","15570","14940","59330","57490"
"In post","2022","G6/G7","50-59","Asian","690","670","60790","59390"
"In post","2022","G6/G7","50-59","Black","490","480","59740","57940"
"In post","2022","G6/G7","50-59","Mixed","250","240","60130","58830"
"In post","2022","G6/G7","50-59","Other ethnicity","90","90","60890","59680"
"In post","2022","G6/G7","50-59","Undeclared","1020","1000","60730","58710"
"In post","2022","G6/G7","50-59","Unknown","1970","1930","61740","60490"
"In post","2022","G6/G7","50-59","White","15460","15080","60640","58850"
"In post","2022","G6/G7","60-64","Asian","100","90","62040","62030"
"In post","2022","G6/G7","60-64","Black","60","60","63130","62120"
"In post","2022","G6/G7","60-64","Mixed","40","40","[c]","[c]"
"In post","2022","G6/G7","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","60-64","Undeclared","210","180","61370","59000"
"In post","2022","G6/G7","60-64","Unknown","340","310","61560","59380"
"In post","2022","G6/G7","60-64","White","2710","2380","61790","60310"
"In post","2022","G6/G7","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","65+","Undeclared","50","40","62060","59750"
"In post","2022","G6/G7","65+","Unknown","110","90","62290","60650"
"In post","2022","G6/G7","65+","White","700","550","63330","61440"
"In post","2022","SCS","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","White","[c]","[c]","[c]","[c]"
"In post","2022","SCS","30-39","Asian","60","60","82170","75910"
"In post","2022","SCS","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","30-39","Mixed","40","40","[c]","[c]"
"In post","2022","SCS","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","30-39","Undeclared","30","30","[c]","[c]"
"In post","2022","SCS","30-39","Unknown","170","170","81590","77000"
"In post","2022","SCS","30-39","White","750","730","79610","75240"
"In post","2022","SCS","40-49","Asian","160","160","87950","82600"
"In post","2022","SCS","40-49","Black","30","30","[c]","[c]"
"In post","2022","SCS","40-49","Mixed","60","60","84480","78500"
"In post","2022","SCS","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","40-49","Undeclared","70","60","85200","79760"
"In post","2022","SCS","40-49","Unknown","400","390","94100","88390"
"In post","2022","SCS","40-49","White","2230","2150","86980","80000"
"In post","2022","SCS","50-59","Asian","90","80","101820","99820"
"In post","2022","SCS","50-59","Black","60","60","95670","85880"
"In post","2022","SCS","50-59","Mixed","40","40","[c]","[c]"
"In post","2022","SCS","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","50-59","Undeclared","80","80","88120","82310"
"In post","2022","SCS","50-59","Unknown","310","300","104630","96040"
"In post","2022","SCS","50-59","White","2050","2020","94360","85430"
"In post","2022","SCS","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Unknown","40","30","[c]","[c]"
"In post","2022","SCS","60-64","White","350","320","103550","94500"
"In post","2022","SCS","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Black","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","White","70","60","109270","102820"
"In post","2022","SEO/HEO","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Asian","2010","2000","35360","34260"
"In post","2022","SEO/HEO","20-29","Black","640","630","35540","34550"
"In post","2022","SEO/HEO","20-29","Mixed","810","800","35230","34260"
"In post","2022","SEO/HEO","20-29","Other ethnicity","170","160","36290","35290"
"In post","2022","SEO/HEO","20-29","Undeclared","490","490","35610","34630"
"In post","2022","SEO/HEO","20-29","Unknown","6390","6370","33910","33080"
"In post","2022","SEO/HEO","20-29","White","15050","14980","34870","33570"
"In post","2022","SEO/HEO","30-39","Asian","2880","2810","36900","36050"
"In post","2022","SEO/HEO","30-39","Black","1090","1080","36670","36340"
"In post","2022","SEO/HEO","30-39","Mixed","820","790","37170","36650"
"In post","2022","SEO/HEO","30-39","Other ethnicity","200","200","36920","36740"
"In post","2022","SEO/HEO","30-39","Undeclared","1140","1120","37280","36800"
"In post","2022","SEO/HEO","30-39","Unknown","5040","4920","36450","35520"
"In post","2022","SEO/HEO","30-39","White","23320","22610","36750","36240"
"In post","2022","SEO/HEO","40-49","Asian","2500","2420","38060","37300"
"In post","2022","SEO/HEO","40-49","Black","1160","1150","37940","37610"
"In post","2022","SEO/HEO","40-49","Mixed","500","480","38430","37930"
"In post","2022","SEO/HEO","40-49","Other ethnicity","180","180","38370","37330"
"In post","2022","SEO/HEO","40-49","Undeclared","1530","1480","37910","37610"
"In post","2022","SEO/HEO","40-49","Unknown","3190","3080","37570","37280"
"In post","2022","SEO/HEO","40-49","White","23790","22840","37740","37280"
"In post","2022","SEO/HEO","50-59","Asian","1500","1470","38650","37930"
"In post","2022","SEO/HEO","50-59","Black","1290","1270","39050","38020"
"In post","2022","SEO/HEO","50-59","Mixed","420","410","38870","37850"
"In post","2022","SEO/HEO","50-59","Other ethnicity","160","160","40860","39650"
"In post","2022","SEO/HEO","50-59","Undeclared","2320","2250","38460","37890"
"In post","2022","SEO/HEO","50-59","Unknown","2730","2640","38640","38020"
"In post","2022","SEO/HEO","50-59","White","29250","28270","38180","37300"
"In post","2022","SEO/HEO","60-64","Asian","320","300","39730","38560"
"In post","2022","SEO/HEO","60-64","Black","260","250","39090","37930"
"In post","2022","SEO/HEO","60-64","Mixed","90","80","38730","37930"
"In post","2022","SEO/HEO","60-64","Other ethnicity","50","40","[c]","[c]"
"In post","2022","SEO/HEO","60-64","Undeclared","610","520","38300","37590"
"In post","2022","SEO/HEO","60-64","Unknown","570","500","39290","38510"
"In post","2022","SEO/HEO","60-64","White","6750","5720","38370","36910"
"In post","2022","SEO/HEO","65+","Asian","110","90","41150","39480"
"In post","2022","SEO/HEO","65+","Black","50","50","40730","40190"
"In post","2022","SEO/HEO","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","65+","Undeclared","160","130","39420","37650"
"In post","2022","SEO/HEO","65+","Unknown","210","160","39510","39000"
"In post","2022","SEO/HEO","65+","White","1740","1370","38800","37210"
"In post","2022","SEO/HEO","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","50","50","[c]","[c]"
"In post","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Asian","160","160","25500","24090"
"In post","2022","Unknown","20-29","Black","150","140","26920","27060"
"In post","2022","Unknown","20-29","Mixed","110","110","25450","24090"
"In post","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","20-29","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","20-29","Unknown","1210","1180","25700","24090"
"In post","2022","Unknown","20-29","White","2560","2530","26080","24090"
"In post","2022","Unknown","30-39","Asian","220","200","28860","27980"
"In post","2022","Unknown","30-39","Black","230","220","29980","27980"
"In post","2022","Unknown","30-39","Mixed","160","160","29390","28200"
"In post","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","30-39","Undeclared","110","100","33480","32690"
"In post","2022","Unknown","30-39","Unknown","1300","1220","30470","28200"
"In post","2022","Unknown","30-39","White","3290","3070","30710","30210"
"In post","2022","Unknown","40-49","Asian","260","240","32500","30210"
"In post","2022","Unknown","40-49","Black","220","210","32110","30200"
"In post","2022","Unknown","40-49","Mixed","140","130","33190","34220"
"In post","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","40-49","Undeclared","150","140","34770","34680"
"In post","2022","Unknown","40-49","Unknown","1170","1080","34020","32400"
"In post","2022","Unknown","40-49","White","3600","3350","34350","34340"
"In post","2022","Unknown","50-59","Asian","140","130","31720","28620"
"In post","2022","Unknown","50-59","Black","410","390","33470","32090"
"In post","2022","Unknown","50-59","Mixed","100","90","35100","34100"
"In post","2022","Unknown","50-59","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Unknown","50-59","Undeclared","210","200","35020","34340"
"In post","2022","Unknown","50-59","Unknown","1300","1220","35280","32690"
"In post","2022","Unknown","50-59","White","3500","3310","33920","30210"
"In post","2022","Unknown","60-64","Asian","40","30","[c]","[c]"
"In post","2022","Unknown","60-64","Black","140","140","32720","32090"
"In post","2022","Unknown","60-64","Mixed","40","40","[c]","[c]"
"In post","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","70","60","35860","34490"
"In post","2022","Unknown","60-64","Unknown","420","370","33190","31520"
