"Status","Year","Profession_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","Greater Manchester","100","90","38760","36780"
"In post","2021","Commercial","Department for Education","Inner London - West","30","30","[c]","[c]"
"In post","2021","Commercial","Department for Education","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","South Yorkshire","90","90","38760","37100"
"In post","2021","Commercial","Department for Education","Tees Valley and Durham","50","50","40700","37100"
"In post","2021","Commercial","Department for Education","West Midlands","60","50","38420","37100"
"In post","2021","Commercial","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Inner London - West","90","90","51000","54110"
"In post","2021","Commercial","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","West Wales and The Valleys","160","150","33180","31040"
"In post","2021","Commercial","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Inner London - West","110","100","55070","53360"
"In post","2021","Commercial","Department of Health and Social Care","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","West Yorkshire","90","80","41630","36820"
"In post","2021","Commercial","ESTYN","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","70","70","43520","40850"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Southern Scotland","70","70","40370","39630"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Greater Manchester","50","50","38610","38630"
"In post","2021","Commercial","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Outer London - South","40","40","[c]","[c]"
"In post","2021","Commercial","Home Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","80","80","36320","36800"
"In post","2021","Commercial","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Dorset and Somerset","60","50","39250","35230"
"In post","2021","Commercial","Ministry of Defence","East Anglia","50","50","34520","34610"
"In post","2021","Commercial","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","1330","1270","38780","35130"
"In post","2021","Commercial","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Hampshire and Isle of Wight","200","190","34610","34630"
"In post","2021","Commercial","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Inner London - West","30","30","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","30","30","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","West Central Scotland","90","90","35170","34710"
"In post","2021","Commercial","Ministry of Defence","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","East Anglia","60","50","45970","45830"
"In post","2021","Commercial","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Inner London - West","170","170","51740","47590"
"In post","2021","Commercial","Ministry of Justice","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Outer London - South","100","100","44710","44570"
"In post","2021","Commercial","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Shropshire and Staffordshire","50","50","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","West Yorkshire","80","80","39930","36760"
"In post","2021","Commercial","National Crime Agency","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","East Anglia","90","80","34770","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","East Wales","70","60","31160","28540"
"In post","2021","Commercial","Other Cabinet Office Agencies","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Merseyside","190","180","33650","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Eastern Scotland","80","80","33110","26550"
"In post","2021","Commercial","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Commercial","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Inner London - West","60","60","43790","39750"
"In post","2021","Communications","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Inner London - East","30","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Devon","30","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","East Wales","50","40","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Inner London - West","160","150","47740","45100"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Inner London - West","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Greater Manchester","50","50","30690","29360"
"In post","2021","Communications","Department for Education","Inner London - West","160","150","43380","40940"
"In post","2021","Communications","Department for Education","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2021","Communications","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Inner London - West","130","130","44540","39910"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Inner London - West","140","130","43380","38540"
"In post","2021","Communications","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Communications","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Communications","Department for Transport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Inner London - West","110","110","47780","43360"
"In post","2021","Communications","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","West Wales and The Valleys","70","60","29840","26780"
"In post","2021","Communications","Department for Work and Pensions","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","Merseyside","30","30","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
