"Status","Year","Profession_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Knowledge and Information Management","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Department of Health and Social Care","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Home Office","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Home Office","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Northern Ireland Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Office for Standards in Education","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Welsh Government","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Inner London - West","110","100","62750","57890"
"Leaver CS","2021","Legal","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Government","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Welsh Government","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Attorney General's Departments","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","East Wales","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
