"Status","Year","Region_ITL1","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Home Office","60","60","25270","24890"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Department of Health and Social Care (excl. agencies)","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Public Health England","120","120","57640","55160"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SCS","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department for Work and Pensions (excl. agencies)","90","90","34540","33610"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Department of Health and Social Care (excl. agencies)","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Public Health England","160","150","34640","35610"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Department for Work and Pensions (excl. agencies)","200","200","21100","21010"
"New entrant CS","2021","East Midlands (England)","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","HM Courts and Tribunals Service","110","110","18410","18880"
"New entrant CS","2021","East Midlands (England)","AA/AO","HM Land Registry","80","70","22350","22350"
"New entrant CS","2021","East Midlands (England)","AA/AO","HM Prison and Probation Service","390","380","21910","22850"
"New entrant CS","2021","East Midlands (England)","AA/AO","HM Revenue and Customs (excl. agencies)","80","70","20140","20140"
"New entrant CS","2021","East Midlands (England)","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Ministry of Defence (excl. agencies)","100","100","20140","19560"
"New entrant CS","2021","East Midlands (England)","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","AA/AO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Department for Work and Pensions (excl. agencies)","630","610","27570","27570"
"New entrant CS","2021","East Midlands (England)","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","HM Revenue and Customs (excl. agencies)","130","130","25560","25560"
"New entrant CS","2021","East Midlands (England)","EO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","EO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SCS","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","HM Revenue and Customs (excl. agencies)","60","60","32080","31810"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Public Health England","50","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","SEO/HEO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","HM Prison and Probation Service","110","100","21970","22920"
"New entrant CS","2021","East Midlands (England)","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Department for Work and Pensions (excl. agencies)","250","250","23010","24180"
"New entrant CS","2021","East of England","AA/AO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","HM Courts and Tribunals Service","110","100","18750","18880"
"New entrant CS","2021","East of England","AA/AO","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","HM Prison and Probation Service","490","490","23930","22850"
"New entrant CS","2021","East of England","AA/AO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Home Office (incl. agencies)","60","60","21430","21430"
"New entrant CS","2021","East of England","AA/AO","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Ministry of Defence (excl. agencies)","140","140","21590","20920"
"New entrant CS","2021","East of England","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","AA/AO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Department for Work and Pensions (excl. agencies)","990","970","28440","29290"
"New entrant CS","2021","East of England","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Home Office (incl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","East of England","EO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Ministry of Defence (excl. agencies)","60","60","27660","26350"
"New entrant CS","2021","East of England","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SCS","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
