"Status","Year","Region_ITL3","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","Scottish Government (excl. agencies)","370","340","36450","32630"
"In post","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","Scottish Prison Service","310","300","30160","28870"
"In post","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","North Eastern Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","Crown Office and Procurator Fiscal Service","90","80","35220","29040"
"In post","2021","Angus and Dundee City","Eastern Scotland","Department for Work and Pensions (excl. agencies)","960","870","23850","21010"
"In post","2021","Angus and Dundee City","Eastern Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","Education Scotland","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","HM Revenue and Customs (excl. agencies)","300","270","23610","21400"
"In post","2021","Angus and Dundee City","Eastern Scotland","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","Office of the Scottish Charity Regulator","50","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","Scottish Courts and Tribunals Service","70","60","24910","22820"
"In post","2021","Angus and Dundee City","Eastern Scotland","Scottish Government (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Angus and Dundee City","Eastern Scotland","Social Security Scotland","310","300","28360","24910"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Ministry of Defence (excl. agencies)","180","180","23500","20310"
"In post","2021","Ards and North Down","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Ministry of Defence (excl. agencies)","180","180","23350","20310"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Department for Work and Pensions (excl. agencies)","460","420","30980","31060"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","HM Courts and Tribunals Service","70","60","24820","22450"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Department for Work and Pensions (excl. agencies)","300","280","30710","31060"
"In post","2021","Barnet","Outer London - West and North West","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","HM Prison and Probation Service","50","40","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Home Office (incl. agencies)","150","150","44640","42170"
"In post","2021","Barnet","Outer London - West and North West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Public Health England","1100","1040","43010","39110"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Department for Work and Pensions (excl. agencies)","1360","1150","25090","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Driver and Vehicle Standards Agency","60","50","27490","26780"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","HM Courts and Tribunals Service","80","70","22660","20100"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","HM Prison and Probation Service","1400","1310","28960","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Equipment and Support","8120","7830","38100","35650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions (excl. agencies)","320","290","27410","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Government Legal Department","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","HM Courts and Tribunals Service","90","80","25830","20100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","HM Prison and Probation Service","630","570","30820","29750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office (incl. agencies)","200","180","26800","25260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence (excl. agencies)","2070","1990","38600","36840"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","410","400","35940","34140"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Submarine Delivery Agency","1370","1340","41930","39860"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","170","150","27950","27570"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Health and Safety Executive","60","60","43690","45100"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","HM Prison and Probation Service","370","350","29520","29920"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Home Office (incl. agencies)","120","110","28790","26160"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Food Standards Agency","80","80","38880","37910"
"In post","2021","Belfast","Northern Ireland","HM Revenue and Customs (excl. agencies)","1990","1850","28520","25560"
"In post","2021","Belfast","Northern Ireland","Home Office (incl. agencies)","460","410","24980","24880"
"In post","2021","Belfast","Northern Ireland","Ministry of Defence (excl. agencies)","60","60","21760","20310"
"In post","2021","Belfast","Northern Ireland","National Crime Agency","110","110","39890","39200"
"In post","2021","Belfast","Northern Ireland","Northern Ireland Office","90","80","38110","34990"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","140","130","43310","40000"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","40880","36970"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","120","110","47060","51860"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","460","420","29410","29290"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","120","110","25660","22450"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","150","140","29290","24870"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","310","290","34710","32520"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Home Office (incl. agencies)","50","40","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","1020","1010","34380","33300"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","110","110","39480","39570"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","180","170","30530","25770"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Department for Work and Pensions (excl. agencies)","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Driver and Vehicle Standards Agency","50","50","32970","30780"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","HM Courts and Tribunals Service","70","60","24080","23500"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","HM Prison and Probation Service","1110","1070","32270","32700"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Ministry of Defence (excl. agencies)","120","110","33260","33950"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Advisory, Conciliation and Arbitration Service","90","80","30970","30950"
"In post","2021","Birmingham","West Midlands","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Crown Commercial Service","30","30","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Crown Prosecution Service","490","460","39820","38000"
"In post","2021","Birmingham","West Midlands","Department for Business, Energy and Industrial Strategy (excl. agencies)","150","150","40000","36740"
"In post","2021","Birmingham","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Department for Transport (excl. agencies)","60","60","34990","30730"
"In post","2021","Birmingham","West Midlands","Department for Work and Pensions (excl. agencies)","2160","1920","26690","27570"
"In post","2021","Birmingham","West Midlands","Driver and Vehicle Standards Agency","90","90","27620","26700"
"In post","2021","Birmingham","West Midlands","Food Standards Agency","70","70","39260","37910"
"In post","2021","Birmingham","West Midlands","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Government Property Agency","40","40","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Health and Safety Executive","80","80","44170","46320"
"In post","2021","Birmingham","West Midlands","HM Courts and Tribunals Service","880","810","23250","20650"
"In post","2021","Birmingham","West Midlands","HM Prison and Probation Service","1020","970","29800","28080"
"In post","2021","Birmingham","West Midlands","HM Revenue and Customs (excl. agencies)","2810","2630","31160","28130"
"In post","2021","Birmingham","West Midlands","Home Office (incl. agencies)","130","120","29970","25310"
"In post","2021","Birmingham","West Midlands","Insolvency Service","420","400","31260","26410"
"In post","2021","Birmingham","West Midlands","Legal Aid Agency","110","110","25030","21170"
"In post","2021","Birmingham","West Midlands","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Ministry of Defence (excl. agencies)","260","250","34060","33300"
"In post","2021","Birmingham","West Midlands","Ministry of Housing, Communities and Local Government (excl. agencies)","130","130","38760","36340"
"In post","2021","Birmingham","West Midlands","Ministry of Justice (excl. agencies)","130","130","43030","41240"
"In post","2021","Birmingham","West Midlands","National Crime Agency","410","400","37700","36410"
"In post","2021","Birmingham","West Midlands","Office for Standards in Education, Children's Services and Skills","150","150","55180","51360"
"In post","2021","Birmingham","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Office of the Public Guardian","990","920","22300","19930"
"In post","2021","Birmingham","West Midlands","Public Health England","450","410","41950","35160"
"In post","2021","Birmingham","West Midlands","Valuation Office Agency","180","160","33490","31100"
"In post","2021","Birmingham","West Midlands","Water Services Regulation Authority","180","170","50470","47200"
"In post","2021","Blackburn with Darwen","Lancashire","Department for Work and Pensions (excl. agencies)","350","310","26610","27570"
"In post","2021","Blackburn with Darwen","Lancashire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","HM Prison and Probation Service","70","60","28460","28200"
"In post","2021","Blackburn with Darwen","Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Department for Work and Pensions (excl. agencies)","4900","4470","28740","27570"
"In post","2021","Blackpool","Lancashire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2021","Blackpool","Lancashire","HM Prison and Probation Service","70","70","29310","30210"
"In post","2021","Blackpool","Lancashire","Insolvency Service","50","50","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","280","240","27400","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","HM Courts and Tribunals Service","120","110","23130","20100"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","HM Prison and Probation Service","110","90","30530","28200"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Home Office (incl. agencies)","80","70","28110","27260"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Ministry of Defence (excl. agencies)","100","100","24170","20920"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Department for Work and Pensions (excl. agencies)","900","790","25300","27570"
"In post","2021","Bradford","West Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","HM Courts and Tribunals Service","210","180","21530","20100"
"In post","2021","Bradford","West Yorkshire","HM Prison and Probation Service","120","120","30320","30210"
"In post","2021","Bradford","West Yorkshire","HM Revenue and Customs (excl. agencies)","1840","1640","28530","25560"
"In post","2021","Bradford","West Yorkshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Department for Work and Pensions (excl. agencies)","60","50","27890","27570"
"In post","2021","Breckland and South Norfolk","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","HM Prison and Probation Service","430","410","28250","25790"
"In post","2021","Breckland and South Norfolk","East Anglia","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Department for Work and Pensions (excl. agencies)","260","240","30440","31060"
"In post","2021","Brent","Outer London - West and North West","HM Courts and Tribunals Service","150","130","27380","23500"
"In post","2021","Brent","Outer London - West and North West","HM Prison and Probation Service","60","60","32140","28690"
"In post","2021","Brent","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Valuation Office Agency","140","130","37250","34280"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Department for Work and Pensions (excl. agencies)","460","400","25730","27570"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","HM Courts and Tribunals Service","100","90","21610","19830"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","HM Prison and Probation Service","70","60","34790","31760"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","National Crime Agency","60","60","37280","36410"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Crown Prosecution Service","110","100","42660","36240"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","280","250","27580","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","HM Courts and Tribunals Service","130","110","24400","20650"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","HM Prison and Probation Service","90","80","30110","28200"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Advisory, Conciliation and Arbitration Service","60","50","33460","30970"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Animal and Plant Health Agency","50","50","25450","21050"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office (excl. agencies)","70","60","43300","38420"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Crown Prosecution Service","150","140","40450","38000"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education (excl. agencies)","140","130","46090","42220"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs (excl. agencies)","770","730","40680","36970"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
