"Status","Year","Organisation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","320","310","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Analysis","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Commercial","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Communications","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data & Technology","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Finance","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","No function","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","No function","Westminster","310","310","32600","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Property","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Belfast","50","50","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Croydon","320","320","40850","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","East Kent","180","180","24310","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Glasgow City","40","30","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Greater Manchester South West","80","80","40070","35630"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Harrow and Hillingdon","100","100","28320","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Leeds","60","60","26290","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Liverpool","90","90","26400","22770"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Manchester","70","70","24560","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","North and North East Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Portsmouth","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Sefton","80","80","23470","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Sheffield","160","150","27160","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Thurrock","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","West Sussex (North East)","40","40","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Westminster","450","440","41020","35070"
"New entrant CS","2021","Insolvency Service","Analysis","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Commercial","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Counter Fraud","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Digital, Data & Technology","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Finance","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Human Resources","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Legal","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Legal","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Birmingham","40","30","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","No function","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Project Delivery","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Project Delivery","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Finance","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Legal","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","No function","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","No function","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Project Delivery","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Commercial","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Legal","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","No function","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Analysis","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Communications","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Digital, Data & Technology","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Digital, Data & Technology","Southampton","40","40","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Finance","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Human Resources","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","No function","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","No function","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","No function","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","No function","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","No function","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
