"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","North West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Department for Work and Pensions","70","70","26700","27570"
"New entrant CS","2021","Mixed","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South East (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","South West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department for Work and Pensions","50","40","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department for Work and Pensions","70","70","25380","27570"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Department for Work and Pensions","70","70","30480","31060"
"New entrant CS","2021","Other ethnicity","London","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
