"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","20-29","350","350","27900","26610"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","30-39","540","530","33380","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","40-49","560","540","34540","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","50-59","840","820","33800","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","60-64","240","230","30180","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","65+","120","110","30750","23130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","40-49","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","50-59","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","20-29","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","30-39","70","60","41240","39110"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","40-49","100","90","46690","42470"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","50-59","120","100","46990","42380"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","40-49","70","60","28150","25190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","50-59","60","60","33450","30490"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","40","40","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","50","50","46530","48370"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","50","50","45070","47960"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","20-29","130","130","25380","27570"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","30-39","160","150","25340","27570"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","40-49","180","170","25680","27570"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","50-59","350","320","25600","27570"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","60-64","90","70","25040","27570"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","40-49","40","30","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","50-59","50","50","26890","20100"
"In post","2021","Cheshire","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Prison and Probation Service","20-29","200","200","24100","24040"
"In post","2021","Cheshire","HM Prison and Probation Service","30-39","230","220","28330","26580"
"In post","2021","Cheshire","HM Prison and Probation Service","40-49","240","240","31180","31610"
"In post","2021","Cheshire","HM Prison and Probation Service","50-59","320","300","31020","31650"
"In post","2021","Cheshire","HM Prison and Probation Service","60-64","80","60","30140","30330"
"In post","2021","Cheshire","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","50-59","30","30","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","20-29","240","240","30010","30640"
"In post","2021","Cheshire","National Crime Agency","30-39","340","330","35060","36410"
"In post","2021","Cheshire","National Crime Agency","40-49","280","270","38890","36740"
"In post","2021","Cheshire","National Crime Agency","50-59","290","280","40570","39630"
"In post","2021","Cheshire","National Crime Agency","60-64","50","40","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
