"Status","Year","Region_ITL3","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Redbridge and Waltham Forest","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Work and Pensions","Declared disabled","120","110","29390","31060"
"In post","2022","Redbridge and Waltham Forest","Department for Work and Pensions","Declared non-disabled","670","610","29190","31060"
"In post","2022","Redbridge and Waltham Forest","Department for Work and Pensions","Undeclared","30","30","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Justice","Declared disabled","40","40","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Justice","Declared non-disabled","160","150","31550","28310"
"In post","2022","Redbridge and Waltham Forest","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Ministry of Justice","Unknown","40","40","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Redbridge and Waltham Forest","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Work and Pensions","Declared disabled","50","40","[c]","[c]"
"In post","2022","Sandwell","Department for Work and Pensions","Declared non-disabled","260","240","27330","27570"
"In post","2022","Sandwell","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Justice","Declared non-disabled","60","50","28450","24800"
"In post","2022","Sandwell","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sandwell","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Work and Pensions","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Scottish Borders","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Scottish Government","Declared non-disabled","220","210","33100","30040"
"In post","2022","Scottish Borders","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Borders","Scottish Government","Unknown","180","170","28090","25930"
"In post","2022","Sefton","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Charity Commission","Declared non-disabled","170","160","33280","29160"
"In post","2022","Sefton","Charity Commission","Unknown","160","150","30230","29160"
"In post","2022","Sefton","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department for Work and Pensions","Declared disabled","290","260","30750","27570"
"In post","2022","Sefton","Department for Work and Pensions","Declared non-disabled","1490","1380","33200","27570"
"In post","2022","Sefton","Department for Work and Pensions","Undeclared","100","100","35310","28210"
"In post","2022","Sefton","Department for Work and Pensions","Unknown","80","80","29760","27570"
"In post","2022","Sefton","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","HM Revenue and Customs","Declared disabled","110","100","32000","26820"
"In post","2022","Sefton","HM Revenue and Customs","Declared non-disabled","760","710","34150","33080"
"In post","2022","Sefton","HM Revenue and Customs","Undeclared","70","60","33480","33370"
"In post","2022","Sefton","HM Revenue and Customs","Unknown","330","300","28680","26820"
"In post","2022","Sefton","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Home Office","Declared disabled","130","120","24620","21680"
"In post","2022","Sefton","Home Office","Declared non-disabled","1060","970","26170","24880"
"In post","2022","Sefton","Home Office","Undeclared","40","30","[c]","[c]"
"In post","2022","Sefton","Home Office","Unknown","230","220","24260","24880"
"In post","2022","Sefton","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Justice","Declared non-disabled","80","70","30330","26970"
"In post","2022","Sefton","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Ministry of Justice","Unknown","40","40","[c]","[c]"
"In post","2022","Sefton","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sefton","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Attorney General's Departments","Declared non-disabled","100","90","35010","28430"
"In post","2022","Sheffield","Attorney General's Departments","Unknown","30","30","[c]","[c]"
"In post","2022","Sheffield","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Cabinet Office","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Sheffield","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Cabinet Office","Unknown","40","40","[c]","[c]"
"In post","2022","Sheffield","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Education","Declared disabled","150","140","38120","36500"
"In post","2022","Sheffield","Department for Education","Declared non-disabled","950","900","42710","37100"
"In post","2022","Sheffield","Department for Education","Undeclared","80","70","39340","36780"
"In post","2022","Sheffield","Department for Education","Unknown","350","340","34890","30320"
"In post","2022","Sheffield","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department for Work and Pensions","Declared disabled","350","310","31630","27570"
"In post","2022","Sheffield","Department for Work and Pensions","Declared non-disabled","1560","1420","35470","31990"
"In post","2022","Sheffield","Department for Work and Pensions","Undeclared","110","100","35550","31990"
"In post","2022","Sheffield","Department for Work and Pensions","Unknown","80","70","35590","29820"
"In post","2022","Sheffield","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","HM Revenue and Customs","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","Sheffield","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Home Office","Declared disabled","230","220","29060","24890"
"In post","2022","Sheffield","Home Office","Declared non-disabled","1890","1730","28540","25040"
"In post","2022","Sheffield","Home Office","Undeclared","100","100","28830","25310"
"In post","2022","Sheffield","Home Office","Unknown","420","410","30520","24880"
"In post","2022","Sheffield","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Ministry of Justice","Declared disabled","70","60","32390","28200"
"In post","2022","Sheffield","Ministry of Justice","Declared non-disabled","370","330","32220","28200"
"In post","2022","Sheffield","Ministry of Justice","Undeclared","30","30","[c]","[c]"
"In post","2022","Sheffield","Ministry of Justice","Unknown","80","70","35940","30450"
"In post","2022","Sheffield","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","National Crime Agency","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Sheffield","National Crime Agency","Unknown","60","60","35160","34140"
"In post","2022","Sheffield","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Sheffield","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shetland Islands","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Environment, Food and Rural Affairs","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Shropshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Levelling Up, Housing and Communities","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Levelling Up, Housing and Communities","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Work and Pensions","Declared disabled","30","30","[c]","[c]"
"In post","2022","Shropshire","Department for Work and Pensions","Declared non-disabled","100","90","28090","27570"
"In post","2022","Shropshire","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Ministry of Defence","Declared disabled","70","70","29870","29670"
"In post","2022","Shropshire","Ministry of Defence","Declared non-disabled","370","360","28940","29350"
"In post","2022","Shropshire","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"In post","2022","Shropshire","Ministry of Defence","Unknown","70","60","30510","26670"
"In post","2022","Shropshire","Ministry of Justice","Declared disabled","40","40","[c]","[c]"
"In post","2022","Shropshire","Ministry of Justice","Declared non-disabled","310","290","29360","27120"
"In post","2022","Shropshire","Ministry of Justice","Undeclared","50","40","[c]","[c]"
"In post","2022","Shropshire","Ministry of Justice","Unknown","30","30","[c]","[c]"
"In post","2022","Shropshire","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Work and Pensions","Declared disabled","40","30","[c]","[c]"
"In post","2022","Solihull","Department for Work and Pensions","Declared non-disabled","140","130","27460","27570"
"In post","2022","Solihull","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Home Office","Declared disabled","70","70","29420","26120"
"In post","2022","Solihull","Home Office","Declared non-disabled","600","550","28780","26160"
"In post","2022","Solihull","Home Office","Undeclared","40","30","[c]","[c]"
"In post","2022","Solihull","Home Office","Unknown","130","120","26410","24880"
"In post","2022","Solihull","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Solihull","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Somerset CC","Department for Environment, Food and Rural Affairs","Declared non-disabled","70","60","34200","31160"
"In post","2022","Somerset CC","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
