"Status","Year","Function_of_post","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Debt","AA/AO","65+","100","80","22510","21440"
"In post","2021","Debt","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Debt","EO","20-29","140","130","25140","25560"
"In post","2021","Debt","EO","30-39","140","140","25280","25560"
"In post","2021","Debt","EO","40-49","220","200","26530","25560"
"In post","2021","Debt","EO","50-59","320","290","27840","28130"
"In post","2021","Debt","EO","60-64","110","90","28020","28130"
"In post","2021","Debt","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","30-39","40","40","[c]","[c]"
"In post","2021","Debt","SEO/HEO","40-49","60","60","33340","31810"
"In post","2021","Debt","SEO/HEO","50-59","90","90","35370","35000"
"In post","2021","Debt","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Debt","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","20-29","110","110","21520","21040"
"In post","2021","Digital, Data & Technology","AA/AO","30-39","90","80","21510","21440"
"In post","2021","Digital, Data & Technology","AA/AO","40-49","80","70","21820","21580"
"In post","2021","Digital, Data & Technology","AA/AO","50-59","110","100","22310","21580"
"In post","2021","Digital, Data & Technology","AA/AO","60-64","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","EO","20-29","690","680","26670","26130"
"In post","2021","Digital, Data & Technology","EO","30-39","490","470","27160","26590"
"In post","2021","Digital, Data & Technology","EO","40-49","450","430","27660","26750"
"In post","2021","Digital, Data & Technology","EO","50-59","470","450","28450","27300"
"In post","2021","Digital, Data & Technology","EO","60-64","140","120","27810","27100"
"In post","2021","Digital, Data & Technology","EO","65+","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","G6/G7","20-29","210","210","54170","54700"
"In post","2021","Digital, Data & Technology","G6/G7","30-39","1010","990","56730","54700"
"In post","2021","Digital, Data & Technology","G6/G7","40-49","1290","1260","57890","56340"
"In post","2021","Digital, Data & Technology","G6/G7","50-59","990","970","57870","56100"
"In post","2021","Digital, Data & Technology","G6/G7","60-64","140","130","58150","57050"
"In post","2021","Digital, Data & Technology","G6/G7","65+","40","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS","30-39","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS","40-49","120","120","91690","84450"
"In post","2021","Digital, Data & Technology","SCS","50-59","80","80","91080","85650"
"In post","2021","Digital, Data & Technology","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","SEO/HEO","20-29","1040","1030","35100","33930"
"In post","2021","Digital, Data & Technology","SEO/HEO","30-39","1830","1790","36710","36520"
"In post","2021","Digital, Data & Technology","SEO/HEO","40-49","1880","1830","37850","38450"
"In post","2021","Digital, Data & Technology","SEO/HEO","50-59","1660","1620","38190","38450"
"In post","2021","Digital, Data & Technology","SEO/HEO","60-64","330","290","38160","37900"
"In post","2021","Digital, Data & Technology","SEO/HEO","65+","90","70","38670","36460"
"In post","2021","Digital, Data & Technology","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","40-49","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Finance","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Finance","AA/AO","20-29","220","200","20780","20140"
"In post","2021","Finance","AA/AO","30-39","170","150","21040","20700"
"In post","2021","Finance","AA/AO","40-49","270","230","21240","21180"
"In post","2021","Finance","AA/AO","50-59","550","460","21200","21440"
"In post","2021","Finance","AA/AO","60-64","190","140","21080","21130"
"In post","2021","Finance","AA/AO","65+","70","60","21410","20980"
"In post","2021","Finance","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Finance","EO","20-29","370","370","25350","25560"
"In post","2021","Finance","EO","30-39","300","280","26170","26320"
"In post","2021","Finance","EO","40-49","370","350","26690","26670"
"In post","2021","Finance","EO","50-59","470","440","27190","26710"
"In post","2021","Finance","EO","60-64","110","100","27400","26930"
"In post","2021","Finance","EO","65+","50","40","28260","28130"
"In post","2021","Finance","G6/G7","20-29","130","130","55120","54420"
"In post","2021","Finance","G6/G7","30-39","560","550","57990","56510"
"In post","2021","Finance","G6/G7","40-49","680","670","58650","57540"
"In post","2021","Finance","G6/G7","50-59","600","600","59970","59000"
"In post","2021","Finance","G6/G7","60-64","80","70","58220","57540"
"In post","2021","Finance","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SCS","30-39","40","40","[c]","[c]"
"In post","2021","Finance","SCS","40-49","120","110","88720","81780"
"In post","2021","Finance","SCS","50-59","100","100","94960","89140"
"In post","2021","Finance","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Finance","SEO/HEO","20-29","570","570","35490","33930"
"In post","2021","Finance","SEO/HEO","30-39","840","810","36480","36520"
"In post","2021","Finance","SEO/HEO","40-49","1030","990","37460","37100"
"In post","2021","Finance","SEO/HEO","50-59","1090","1060","38120","38200"
"In post","2021","Finance","SEO/HEO","60-64","250","220","39860","38870"
"In post","2021","Finance","SEO/HEO","65+","50","40","40480","40240"
"In post","2021","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","AA/AO","20-29","170","170","20860","21050"
"In post","2021","Grants Management","AA/AO","30-39","190","170","21010","21050"
"In post","2021","Grants Management","AA/AO","40-49","280","240","21050","21050"
"In post","2021","Grants Management","AA/AO","50-59","210","190","21050","21050"
"In post","2021","Grants Management","AA/AO","60-64","80","70","21050","21050"
"In post","2021","Grants Management","AA/AO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","EO","20-29","60","60","24800","24920"
"In post","2021","Grants Management","EO","30-39","120","110","25070","25190"
"In post","2021","Grants Management","EO","40-49","170","150","25610","25600"
"In post","2021","Grants Management","EO","50-59","130","120","25930","26320"
"In post","2021","Grants Management","EO","60-64","50","40","25880","25930"
"In post","2021","Grants Management","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","G6/G7","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","G6/G7","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","G6/G7","50-59","30","30","[c]","[c]"
"In post","2021","Grants Management","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SEO/HEO","30-39","50","50","31610","30040"
"In post","2021","Grants Management","SEO/HEO","40-49","120","120","32610","31040"
"In post","2021","Grants Management","SEO/HEO","50-59","120","110","33010","31780"
"In post","2021","Grants Management","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","AA/AO","20-29","270","270","21260","20920"
"In post","2021","Human Resources","AA/AO","30-39","340","300","21130","20920"
"In post","2021","Human Resources","AA/AO","40-49","310","270","21420","21130"
"In post","2021","Human Resources","AA/AO","50-59","470","430","21470","21440"
"In post","2021","Human Resources","AA/AO","60-64","160","130","21430","21440"
"In post","2021","Human Resources","AA/AO","65+","50","40","21390","21440"
"In post","2021","Human Resources","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","EO","20-29","420","410","25980","26410"
"In post","2021","Human Resources","EO","30-39","410","390","26240","26350"
"In post","2021","Human Resources","EO","40-49","370","340","26910","26570"
"In post","2021","Human Resources","EO","50-59","450","420","27160","26700"
"In post","2021","Human Resources","EO","60-64","100","80","28080","27720"
"In post","2021","Human Resources","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","20-29","130","130","54960","54070"
"In post","2021","Human Resources","G6/G7","30-39","430","410","57140","54990"
"In post","2021","Human Resources","G6/G7","40-49","620","600","57170","55550"
"In post","2021","Human Resources","G6/G7","50-59","640","630","59070","58130"
"In post","2021","Human Resources","G6/G7","60-64","70","60","60650","58650"
"In post","2021","Human Resources","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","40-49","100","90","88360","81330"
"In post","2021","Human Resources","SCS","50-59","90","90","90650","84850"
"In post","2021","Human Resources","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","SEO/HEO","20-29","570","570","33230","32120"
"In post","2021","Human Resources","SEO/HEO","30-39","960","920","35550","34720"
"In post","2021","Human Resources","SEO/HEO","40-49","990","950","37050","36800"
"In post","2021","Human Resources","SEO/HEO","50-59","1080","1040","37740","37000"
"In post","2021","Human Resources","SEO/HEO","60-64","200","170","38130","38580"
"In post","2021","Human Resources","SEO/HEO","65+","50","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","20-29","40","30","[c]","[c]"
"In post","2021","Human Resources","Unknown","30-39","50","50","32830","30680"
"In post","2021","Human Resources","Unknown","40-49","60","60","41580","39860"
"In post","2021","Human Resources","Unknown","50-59","70","70","45090","39280"
"In post","2021","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","AA/AO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","EO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","30-39","40","40","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","40-49","50","50","58410","57010"
"In post","2021","Internal Audit","G6/G7","50-59","100","90","60670","59730"
"In post","2021","Internal Audit","G6/G7","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","G6/G7","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","20-29","40","40","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","30-39","80","80","37800","38630"
"In post","2021","Internal Audit","SEO/HEO","40-49","100","100","40950","41300"
"In post","2021","Internal Audit","SEO/HEO","50-59","180","180","42130","41400"
"In post","2021","Internal Audit","SEO/HEO","60-64","50","40","[c]","[c]"
"In post","2021","Internal Audit","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Legal","AA/AO","16-19","30","30","[c]","[c]"
"In post","2021","Legal","AA/AO","20-29","600","590","21680","21950"
"In post","2021","Legal","AA/AO","30-39","400","350","22140","22820"
"In post","2021","Legal","AA/AO","40-49","500","440","22430","22820"
"In post","2021","Legal","AA/AO","50-59","730","650","22170","21950"
"In post","2021","Legal","AA/AO","60-64","240","200","22140","21950"
"In post","2021","Legal","AA/AO","65+","80","70","21940","21950"
"In post","2021","Legal","EO","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Legal","EO","20-29","540","530","27430","26970"
"In post","2021","Legal","EO","30-39","480","440","27720","27440"
"In post","2021","Legal","EO","40-49","530","480","28260","28430"
"In post","2021","Legal","EO","50-59","700","650","28550","28430"
"In post","2021","Legal","EO","60-64","150","130","28200","28430"
"In post","2021","Legal","EO","65+","50","40","[c]","[c]"
"In post","2021","Legal","G6/G7","20-29","200","200","51950","51250"
"In post","2021","Legal","G6/G7","30-39","1660","1580","56510","52580"
"In post","2021","Legal","G6/G7","40-49","1980","1800","59640","58590"
"In post","2021","Legal","G6/G7","50-59","1730","1610","62020","61750"
"In post","2021","Legal","G6/G7","60-64","350","290","62760","62590"
"In post","2021","Legal","G6/G7","65+","110","80","64190","62590"
"In post","2021","Legal","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","30-39","40","40","[c]","[c]"
"In post","2021","Legal","SCS","40-49","180","170","85320","80620"
"In post","2021","Legal","SCS","50-59","210","200","92410","84710"
"In post","2021","Legal","SCS","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SCS","65+","[c]","[c]","[c]","[c]"
"In post","2021","Legal","SEO/HEO","20-29","510","510","35020","35230"
"In post","2021","Legal","SEO/HEO","30-39","810","770","37450","36630"
"In post","2021","Legal","SEO/HEO","40-49","830","760","39120","38300"
"In post","2021","Legal","SEO/HEO","50-59","960","900","39940","38760"
"In post","2021","Legal","SEO/HEO","60-64","180","150","41960","42200"
"In post","2021","Legal","SEO/HEO","65+","40","30","[c]","[c]"
"In post","2021","Legal","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","No function","AA/AO","16-19","430","410","20610","20140"
"In post","2021","No function","AA/AO","20-29","15590","15190","23010","21590"
"In post","2021","No function","AA/AO","30-39","14680","13510","23350","21590"
"In post","2021","No function","AA/AO","40-49","13150","11910","23270","21500"
"In post","2021","No function","AA/AO","50-59","18010","16120","23350","21440"
"In post","2021","No function","AA/AO","60-64","6410","5030","22290","21440"
"In post","2021","No function","AA/AO","65+","2240","1630","21690","20670"
"In post","2021","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","EO","16-19","60","50","24300","24300"
"In post","2021","No function","EO","20-29","5940","5880","27140","26510"
"In post","2021","No function","EO","30-39","6930","6640","27970","26780"
"In post","2021","No function","EO","40-49","6740","6380","28220","27130"
"In post","2021","No function","EO","50-59","9990","9430","28860","27460"
"In post","2021","No function","EO","60-64","2660","2110","28790","28130"
"In post","2021","No function","EO","65+","800","590","28200","27430"
"In post","2021","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","G6/G7","20-29","2330","2320","54510","53380"
"In post","2021","No function","G6/G7","30-39","6140","5990","56690","54560"
"In post","2021","No function","G6/G7","40-49","5870","5650","58500","56350"
"In post","2021","No function","G6/G7","50-59","5460","5340","60550","58810"
"In post","2021","No function","G6/G7","60-64","950","840","62140","59370"
"In post","2021","No function","G6/G7","65+","330","250","63600","62190"
"In post","2021","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS","20-29","[c]","[c]","[c]","[c]"
"In post","2021","No function","SCS","30-39","610","590","78270","74100"
"In post","2021","No function","SCS","40-49","1160","1110","87850","80000"
"In post","2021","No function","SCS","50-59","940","910","97560","93000"
"In post","2021","No function","SCS","60-64","190","160","107380","100660"
"In post","2021","No function","SCS","65+","50","40","[c]","[c]"
"In post","2021","No function","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","SEO/HEO","16-19","[c]","[c]","[c]","[c]"
