"Status","Year","Responsibility_level","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","16-19","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","AA/AO","16-19","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","City of Edinburgh","80","80","20940","20850"
"In post","2021","AA/AO","16-19","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Derby","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Glasgow City","30","30","[c]","[c]"
"In post","2021","AA/AO","16-19","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Leeds","50","50","[c]","[c]"
"In post","2021","AA/AO","16-19","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Medway","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Swansea","50","40","[c]","[c]"
"In post","2021","AA/AO","16-19","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Tyneside","60","50","20570","20140"
"In post","2021","AA/AO","16-19","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Wiltshire","30","30","[c]","[c]"
"In post","2021","AA/AO","16-19","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","16-19","York","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Aberdeen City and Aberdeenshire","110","110","23830","22220"
"In post","2021","AA/AO","20-29","Angus and Dundee City","160","150","21140","21010"
"In post","2021","AA/AO","20-29","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Barnet","80","70","23990","23530"
"In post","2021","AA/AO","20-29","Barnsley, Doncaster and Rotherham","300","300","23480","22850"
"In post","2021","AA/AO","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","190","180","21710","20920"
"In post","2021","AA/AO","20-29","Bedford","110","110","27580","29920"
"In post","2021","AA/AO","20-29","Belfast","240","220","20360","20140"
"In post","2021","AA/AO","20-29","Berkshire","210","210","26640","26610"
"In post","2021","AA/AO","20-29","Bexley and Greenwich","210","200","28730","30150"
"In post","2021","AA/AO","20-29","Birmingham","800","770","20610","20140"
"In post","2021","AA/AO","20-29","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Blackpool","310","310","21010","21010"
"In post","2021","AA/AO","20-29","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Bradford","270","260","20200","20140"
"In post","2021","AA/AO","20-29","Breckland and South Norfolk","80","80","23350","23970"
"In post","2021","AA/AO","20-29","Brent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Bridgend and Neath Port Talbot","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Bristol, City of","360","350","21400","21050"
"In post","2021","AA/AO","20-29","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Buckinghamshire CC","120","120","25590","27850"
"In post","2021","AA/AO","20-29","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Cambridgeshire CC","230","220","25060","25850"
"In post","2021","AA/AO","20-29","Camden and City of London","170","170","22670","22680"
"In post","2021","AA/AO","20-29","Cardiff and Vale of Glamorgan","850","830","21020","20140"
"In post","2021","AA/AO","20-29","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Central Hampshire","150","150","24450","20920"
"In post","2021","AA/AO","20-29","Central Valleys","70","70","22360","22160"
"In post","2021","AA/AO","20-29","Cheshire East","70","70","23070","22850"
"In post","2021","AA/AO","20-29","Cheshire West and Chester","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Chorley and West Lancashire","160","160","23950","24120"
"In post","2021","AA/AO","20-29","City of Edinburgh","910","900","21740","20940"
"In post","2021","AA/AO","20-29","Clackmannanshire and Fife","60","60","22490","22190"
"In post","2021","AA/AO","20-29","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Cornwall and Isles of Scilly","70","70","20830","21010"
"In post","2021","AA/AO","20-29","Coventry","50","50","21170","21010"
"In post","2021","AA/AO","20-29","Croydon","280","270","23930","24120"
"In post","2021","AA/AO","20-29","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Derby","60","50","22240","21010"
"In post","2021","AA/AO","20-29","Devon CC","340","330","22350","21050"
"In post","2021","AA/AO","20-29","Dorset CC","200","190","23850","22850"
"In post","2021","AA/AO","20-29","Dudley","60","50","20880","21010"
"In post","2021","AA/AO","20-29","Dumfries and Galloway","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Durham CC","660","630","22290","21430"
"In post","2021","AA/AO","20-29","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","East Cumbria","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","270","260","23770","22220"
"In post","2021","AA/AO","20-29","East Kent","240","230","22370","21430"
"In post","2021","AA/AO","20-29","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","East Riding of Yorkshire","230","230","23840","24440"
"In post","2021","AA/AO","20-29","East Surrey","120","120","31100","33570"
"In post","2021","AA/AO","20-29","East Sussex CC","190","190","23460","21010"
"In post","2021","AA/AO","20-29","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Essex Haven Gateway","50","50","[c]","[c]"
"In post","2021","AA/AO","20-29","Essex Thames Gateway","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Falkirk","180","170","21460","21010"
"In post","2021","AA/AO","20-29","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Flintshire and Wrexham","270","270","22770","22850"
"In post","2021","AA/AO","20-29","Glasgow City","690","660","20970","20920"
"In post","2021","AA/AO","20-29","Gloucestershire","60","60","22220","22350"
"In post","2021","AA/AO","20-29","Greater Manchester North East","60","60","22900","21650"
"In post","2021","AA/AO","20-29","Greater Manchester North West","150","150","22170","21010"
"In post","2021","AA/AO","20-29","Greater Manchester South East","110","100","21100","21010"
"In post","2021","AA/AO","20-29","Greater Manchester South West","400","390","20250","20140"
"In post","2021","AA/AO","20-29","Gwent Valleys","50","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Gwynedd","70","70","21140","21010"
"In post","2021","AA/AO","20-29","Hackney and Newham","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Haringey and Islington","170","160","27820","25450"
"In post","2021","AA/AO","20-29","Harrow and Hillingdon","90","90","25350","25630"
"In post","2021","AA/AO","20-29","Hartlepool and Stockton-on-Tees","100","100","22830","22850"
"In post","2021","AA/AO","20-29","Heart of Essex","100","100","26420","25850"
"In post","2021","AA/AO","20-29","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Hertfordshire","140","140","26600","27850"
"In post","2021","AA/AO","20-29","Hounslow and Richmond upon Thames","220","220","27940","30720"
"In post","2021","AA/AO","20-29","Inverclyde, East Renfrewshire and Renfrewshire","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","60","60","21660","21030"
"In post","2021","AA/AO","20-29","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Isle of Wight","80","80","23910","25300"
"In post","2021","AA/AO","20-29","Kensington & Chelsea and Hammersmith & Fulham","110","110","30590","31550"
"In post","2021","AA/AO","20-29","Kent Thames Gateway","220","220","28540","30400"
"In post","2021","AA/AO","20-29","Kingston upon Hull, City of","170","170","23010","22350"
"In post","2021","AA/AO","20-29","Lambeth","130","120","27230","25110"
"In post","2021","AA/AO","20-29","Lancaster and Wyre","100","100","22180","21010"
"In post","2021","AA/AO","20-29","Leeds","880","860","21820","21010"
"In post","2021","AA/AO","20-29","Leicester","200","190","21540","21010"
"In post","2021","AA/AO","20-29","Leicestershire CC and Rutland","200","190","22830","22850"
"In post","2021","AA/AO","20-29","Lewisham and Southwark","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Lincolnshire","150","150","22920","21360"
"In post","2021","AA/AO","20-29","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Liverpool","700","660","21280","21430"
"In post","2021","AA/AO","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Luton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Manchester","450","430","21100","20150"
"In post","2021","AA/AO","20-29","Medway","180","180","27200","29630"
"In post","2021","AA/AO","20-29","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Mid Kent","60","60","24220","25790"
"In post","2021","AA/AO","20-29","Mid Lancashire","370","350","21260","21010"
"In post","2021","AA/AO","20-29","Milton Keynes","250","250","25490","24750"
"In post","2021","AA/AO","20-29","Monmouthshire and Newport","230","230","20330","19130"
"In post","2021","AA/AO","20-29","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","North and North East Lincolnshire","60","60","21140","21010"
"In post","2021","AA/AO","20-29","North and West Norfolk","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","North Hampshire","40","30","[c]","[c]"
"In post","2021","AA/AO","20-29","North Lanarkshire","240","220","20540","20140"
"In post","2021","AA/AO","20-29","North Northamptonshire","30","30","[c]","[c]"
"In post","2021","AA/AO","20-29","North Nottinghamshire","110","110","24530","25300"
"In post","2021","AA/AO","20-29","North Yorkshire CC","70","70","22840","21010"
"In post","2021","AA/AO","20-29","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Norwich and East Norfolk","110","110","22350","22850"
"In post","2021","AA/AO","20-29","Nottingham","530","510","21290","20140"
"In post","2021","AA/AO","20-29","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Oxfordshire","220","210","25980","27850"
"In post","2021","AA/AO","20-29","Perth and Kinross and Stirling","70","60","23100","22430"
"In post","2021","AA/AO","20-29","Peterborough","90","70","21500","21430"
"In post","2021","AA/AO","20-29","Plymouth","180","170","22240","21100"
"In post","2021","AA/AO","20-29","Portsmouth","160","160","21470","20140"
"In post","2021","AA/AO","20-29","Powys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Redbridge and Waltham Forest","60","60","23420","25110"
"In post","2021","AA/AO","20-29","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Sefton","370","350","20430","20140"
"In post","2021","AA/AO","20-29","Sheffield","320","310","21070","21430"
"In post","2021","AA/AO","20-29","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Shropshire CC","60","60","23230","22850"
"In post","2021","AA/AO","20-29","Solihull","50","50","[c]","[c]"
"In post","2021","AA/AO","20-29","Somerset","80","80","20190","20170"
"In post","2021","AA/AO","20-29","South and West Derbyshire","70","70","23460","22850"
"In post","2021","AA/AO","20-29","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","South Hampshire","130","110","20950","19520"
"In post","2021","AA/AO","20-29","South Lanarkshire","240","230","20310","20140"
"In post","2021","AA/AO","20-29","South Nottinghamshire","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","South Teesside","70","70","20650","21010"
"In post","2021","AA/AO","20-29","South West Wales","90","80","21870","21050"
"In post","2021","AA/AO","20-29","Southampton","50","50","21040","21590"
"In post","2021","AA/AO","20-29","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Staffordshire CC","380","380","23560","23910"
"In post","2021","AA/AO","20-29","Stoke-on-Trent","130","130","19140","18880"
"In post","2021","AA/AO","20-29","Suffolk","300","300","24280","21430"
"In post","2021","AA/AO","20-29","Sunderland","200","180","20320","20140"
"In post","2021","AA/AO","20-29","Swansea","810","770","21100","21590"
"In post","2021","AA/AO","20-29","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Telford and Wrekin","70","70","22190","22350"
"In post","2021","AA/AO","20-29","Thurrock","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Tower Hamlets","140","140","22950","22680"
"In post","2021","AA/AO","20-29","Tyneside","960","930","20580","21010"
"In post","2021","AA/AO","20-29","Unknown","50","50","[c]","[c]"
"In post","2021","AA/AO","20-29","Wakefield","140","140","23020","22850"
"In post","2021","AA/AO","20-29","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Wandsworth","150","150","30650","30220"
"In post","2021","AA/AO","20-29","Warrington","140","140","23010","22850"
"In post","2021","AA/AO","20-29","Warwickshire","70","70","21080","21010"
"In post","2021","AA/AO","20-29","West Cumbria","100","100","22020","21050"
"In post","2021","AA/AO","20-29","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","West Northamptonshire","140","130","21490","20600"
"In post","2021","AA/AO","20-29","West Surrey","160","150","25680","24370"
"In post","2021","AA/AO","20-29","West Sussex (North East)","40","30","[c]","[c]"
"In post","2021","AA/AO","20-29","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","20-29","Westminster","700","690","24180","24370"
"In post","2021","AA/AO","20-29","Wiltshire","290","280","21110","20600"
"In post","2021","AA/AO","20-29","Wirral","110","110","21780","22350"
"In post","2021","AA/AO","20-29","Wolverhampton","40","40","[c]","[c]"
"In post","2021","AA/AO","20-29","Worcestershire","270","270","22940","22850"
"In post","2021","AA/AO","20-29","York","130","130","21210","20920"
"In post","2021","AA/AO","30-39","Aberdeen City and Aberdeenshire","100","100","26150","22920"
"In post","2021","AA/AO","30-39","Angus and Dundee City","240","220","21200","21010"
"In post","2021","AA/AO","30-39","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Barnet","40","30","[c]","[c]"
"In post","2021","AA/AO","30-39","Barnsley, Doncaster and Rotherham","290","260","23440","21550"
"In post","2021","AA/AO","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","150","140","23460","21130"
"In post","2021","AA/AO","30-39","Bedford","60","60","25370","23490"
"In post","2021","AA/AO","30-39","Belfast","250","220","20520","20140"
"In post","2021","AA/AO","30-39","Berkshire","210","210","30310","27680"
"In post","2021","AA/AO","30-39","Bexley and Greenwich","210","210","29550","31050"
"In post","2021","AA/AO","30-39","Birmingham","770","700","20620","20140"
"In post","2021","AA/AO","30-39","Blackburn with Darwen","40","30","[c]","[c]"
"In post","2021","AA/AO","30-39","Blackpool","240","230","20920","21010"
"In post","2021","AA/AO","30-39","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Bradford","250","210","20310","20140"
"In post","2021","AA/AO","30-39","Breckland and South Norfolk","70","70","24960","25110"
"In post","2021","AA/AO","30-39","Brent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Bridgend and Neath Port Talbot","60","50","20230","21010"
"In post","2021","AA/AO","30-39","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Bristol, City of","260","230","21990","21050"
"In post","2021","AA/AO","30-39","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Buckinghamshire CC","120","110","26200","25840"
"In post","2021","AA/AO","30-39","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Calderdale and Kirklees","40","30","[c]","[c]"
"In post","2021","AA/AO","30-39","Cambridgeshire CC","240","230","26570","28400"
"In post","2021","AA/AO","30-39","Camden and City of London","120","110","23060","22680"
"In post","2021","AA/AO","30-39","Cardiff and Vale of Glamorgan","650","600","21240","20140"
"In post","2021","AA/AO","30-39","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Central Hampshire","120","120","24790","21150"
"In post","2021","AA/AO","30-39","Central Valleys","50","50","22240","23250"
"In post","2021","AA/AO","30-39","Cheshire East","60","50","24510","24120"
"In post","2021","AA/AO","30-39","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","30-39","Chorley and West Lancashire","170","160","25030","25300"
"In post","2021","AA/AO","30-39","City of Edinburgh","560","530","22160","21150"
"In post","2021","AA/AO","30-39","Clackmannanshire and Fife","70","60","22640","22190"
"In post","2021","AA/AO","30-39","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
