"Status","Year","Responsibility_level","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Valuation Office Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wales Office","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wilton Park","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Inner London - West","230","220","57380","55640"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","Unknown","50","50","58060","56170"
"Leaver Dept.","2021","G6/G7","Cabinet Office (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Companies House","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Criminal Injuries Compensation Authority","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Commercial Service","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Commercial Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Crown Prosecution Service Inspectorate","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Defence Equipment and Support","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","53630","52800"
"Leaver Dept.","2021","G6/G7","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Defence Science and Technology Laboratory","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","160","150","55950","53600"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Digital, Culture, Media and Sport","Inner London - West","90","90","55210","52580"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","70","70","57640","55100"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Development","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Development","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Trade","Inner London - West","70","60","54090","51970"
"Leaver Dept.","2021","G6/G7","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Transport (excl. agencies)","Inner London - West","50","50","56990","54760"
"Leaver Dept.","2021","G6/G7","Department for Transport (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Inner London - West","40","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Driver and Vehicle Licensing Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Driver and Vehicle Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Education and Skills Funding Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Education and Skills Funding Agency","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign and Commonwealth Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign and Commonwealth Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","50","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Actuary's Department","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Legal Department","Inner London - West","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Legal Department","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Property Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Property Agency","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Property Agency","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Government Property Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Health and Safety Executive","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Health and Safety Executive","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Health and Safety Executive","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Health and Safety Executive","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Courts and Tribunals Service","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Prison and Probation Service","Devon","[c]","[c]","[c]","[c]"
