"Status","Year","Region_ITL3","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Birmingham","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Operational Delivery","AA/AO","3230","2920","21740","21250"
"In post","2022","Birmingham","Operational Delivery","EO","2590","2410","27300","27570"
"In post","2022","Birmingham","Operational Delivery","G6/G7","240","230","57150","55210"
"In post","2022","Birmingham","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Operational Delivery","SEO/HEO","1240","1190","36130","34020"
"In post","2022","Birmingham","Operational Delivery","Unknown","660","610","29410","28200"
"In post","2022","Birmingham","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other","AA/AO","120","100","20920","21260"
"In post","2022","Birmingham","Other","EO","100","90","26940","27570"
"In post","2022","Birmingham","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Birmingham","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Policy","AA/AO","40","40","[c]","[c]"
"In post","2022","Birmingham","Policy","EO","40","40","[c]","[c]"
"In post","2022","Birmingham","Policy","G6/G7","100","100","56380","53360"
"In post","2022","Birmingham","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Policy","SEO/HEO","180","170","35250","33280"
"In post","2022","Birmingham","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Project Delivery","EO","30","30","[c]","[c]"
"In post","2022","Birmingham","Project Delivery","G6/G7","80","70","55030","55210"
"In post","2022","Birmingham","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Project Delivery","SEO/HEO","140","140","37670","38650"
"In post","2022","Birmingham","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Property","EO","60","50","26530","26880"
"In post","2022","Birmingham","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Property","SEO/HEO","110","100","36580","34000"
"In post","2022","Birmingham","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Science and Engineering","G6/G7","30","30","[c]","[c]"
"In post","2022","Birmingham","Science and Engineering","SEO/HEO","100","90","37420","36330"
"In post","2022","Birmingham","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Tax","AA/AO","140","140","21290","21250"
"In post","2022","Birmingham","Tax","EO","360","340","26950","26820"
"In post","2022","Birmingham","Tax","G6/G7","240","230","58100","55210"
"In post","2022","Birmingham","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Tax","SEO/HEO","690","660","35500","33370"
"In post","2022","Birmingham","Unknown","AA/AO","80","80","21240","21250"
"In post","2022","Birmingham","Unknown","EO","140","140","26640","26590"
"In post","2022","Birmingham","Unknown","G6/G7","60","60","61670","59420"
"In post","2022","Birmingham","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Unknown","SEO/HEO","240","240","33940","33370"
"In post","2022","Birmingham","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Operational Delivery","AA/AO","140","120","21370","21260"
"In post","2022","Blackburn with Darwen","Operational Delivery","EO","150","140","27600","27570"
"In post","2022","Blackburn with Darwen","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Operational Delivery","Unknown","80","80","29250","26310"
"In post","2022","Blackburn with Darwen","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Digital, Data and Technology","EO","100","90","27540","27570"
"In post","2022","Blackpool","Digital, Data and Technology","G6/G7","290","280","57770","56280"
"In post","2022","Blackpool","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Digital, Data and Technology","SEO/HEO","420","400","36250","35310"
"In post","2022","Blackpool","Finance","AA/AO","60","50","20980","21260"
"In post","2022","Blackpool","Finance","EO","40","40","[c]","[c]"
"In post","2022","Blackpool","Finance","G6/G7","60","50","55080","52750"
"In post","2022","Blackpool","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Finance","SEO/HEO","150","140","35210","35310"
"In post","2022","Blackpool","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Human Resources","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Blackpool","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Operational Delivery","AA/AO","1590","1440","21120","21260"
"In post","2022","Blackpool","Operational Delivery","EO","1590","1440","27470","27570"
"In post","2022","Blackpool","Operational Delivery","G6/G7","40","30","[c]","[c]"
"In post","2022","Blackpool","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Operational Delivery","SEO/HEO","200","190","33450","31990"
"In post","2022","Blackpool","Operational Delivery","Unknown","100","100","28890","27260"
"In post","2022","Blackpool","Other","AA/AO","80","70","21140","21260"
"In post","2022","Blackpool","Other","EO","90","80","27540","27570"
"In post","2022","Blackpool","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other","SEO/HEO","60","60","33160","32000"
"In post","2022","Blackpool","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","AA/AO","70","70","21250","21260"
"In post","2022","Blackpool","Project Delivery","EO","40","30","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","G6/G7","40","40","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Project Delivery","SEO/HEO","150","140","34320","34290"
"In post","2022","Blackpool","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","G6/G7","40","40","[c]","[c]"
"In post","2022","Blackpool","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Operational Delivery","AA/AO","120","100","21290","20970"
"In post","2022","Bournemouth, Christchurch and Poole","Operational Delivery","EO","290","250","27110","27570"
"In post","2022","Bournemouth, Christchurch and Poole","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Operational Delivery","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Operational Delivery","Unknown","150","130","28920","26810"
"In post","2022","Bournemouth, Christchurch and Poole","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Other","AA/AO","40","40","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Operational Delivery","AA/AO","970","820","21370","21250"
"In post","2022","Bradford","Operational Delivery","EO","640","580","27210","27570"
"In post","2022","Bradford","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Operational Delivery","SEO/HEO","130","130","34160","33370"
"In post","2022","Bradford","Operational Delivery","Unknown","200","190","29830","28200"
"In post","2022","Bradford","Other","AA/AO","230","190","20970","21260"
"In post","2022","Bradford","Other","EO","90","80","27360","27570"
"In post","2022","Bradford","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Tax","AA/AO","140","130","21260","21250"
"In post","2022","Bradford","Tax","EO","50","40","[c]","[c]"
"In post","2022","Bradford","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Tax","SEO/HEO","80","70","35660","33370"
"In post","2022","Bradford","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bradford","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Operational Delivery","AA/AO","270","250","24410","23920"
"In post","2022","Breckland and South Norfolk","Operational Delivery","EO","100","90","28740","27570"
"In post","2022","Breckland and South Norfolk","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Operational Delivery","SEO/HEO","60","60","39900","38160"
"In post","2022","Breckland and South Norfolk","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Breckland and South Norfolk","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Operational Delivery","AA/AO","120","100","24090","24310"
"In post","2022","Brent","Operational Delivery","EO","210","200","30880","31060"
"In post","2022","Brent","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Operational Delivery","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Brent","Operational Delivery","Unknown","80","70","32410","29210"
"In post","2022","Brent","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","EO","50","50","[c]","[c]"
"In post","2022","Brent","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Brent","Property","SEO/HEO","50","50","40170","37910"
"In post","2022","Bridgend and Neath Port Talbot","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Operational Delivery","AA/AO","260","230","21080","21260"
"In post","2022","Bridgend and Neath Port Talbot","Operational Delivery","EO","240","210","28350","27570"
"In post","2022","Bridgend and Neath Port Talbot","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bridgend and Neath Port Talbot","Operational Delivery","SEO/HEO","70","60","38350","38230"
"In post","2022","Bridgend and Neath Port Talbot","Operational Delivery","Unknown","90","80","30350","28200"
"In post","2022","Bridgend and Neath Port Talbot","Other","AA/AO","[c]","[c]","[c]","[c]"
