"Status","Year","Organisation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Warrington","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Warwickshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Warwickshire CC","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Warwickshire CC","No function","50","50","27310","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Lothian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Northamptonshire","No function","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Surrey","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","No function","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Westminster","Unknown","100","100","37160","36650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wiltshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wirral","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wirral","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wirral","No function","120","120","21840","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wirral","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wolverhampton","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wolverhampton","No function","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Worcestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","York","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Bedford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Birmingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Bournemouth, Christchurch and Poole","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","East Merseyside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","East Merseyside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","East Merseyside","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","East Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","East Merseyside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Hertfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Commercial","40","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Finance","80","50","28890","23690"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Leeds","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Lewisham and Southwark","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Oxfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Sheffield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Solihull","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","South Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Tyneside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Tyneside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Analysis","60","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Commercial","50","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Communications","110","80","34870","27270"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Digital, Data & Technology","60","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Finance","70","50","37320","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Human Resources","60","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","No function","190","150","39380","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Westminster","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Wiltshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Glasgow City","Unknown","60","60","24240","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Aberdeen City and Aberdeenshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Birmingham","No function","90","80","22350","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Dorset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","No function","440","410","20320","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Swansea","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","No function","40","30","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Aberdeen City and Aberdeenshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Barking & Dagenham and Havering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Barnet","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bedford","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bedford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Berkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Berkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bexley and Greenwich","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bexley and Greenwich","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Birmingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bournemouth, Christchurch and Poole","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bradford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Bromley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Clackmannanshire and Fife","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Devon CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Dorset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Dudley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Durham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Ayrshire and North Ayrshire mainland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Derbyshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Lothian and Midlothian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Enfield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Glasgow City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Gloucestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Greater Manchester North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Greater Manchester North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Gwynedd","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Herefordshire, County of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Hertfordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Hertfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Isle of Wight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Lancaster and Wyre","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Leeds","No function","40","40","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Leicester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Lincolnshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Luton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Medway","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Merton, Kingston upon Thames and Sutton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Mid Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North and West Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North Lanarkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Northumberland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Nottingham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Oxfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Peterborough","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Plymouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Portsmouth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Powys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Redbridge and Waltham Forest","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Redbridge and Waltham Forest","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Sandwell","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Scottish Borders","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Sheffield","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Shropshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Somerset CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","South Hampshire","No function","[c]","[c]","[c]","[c]"
