"Status","Year","Parent_department","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South West (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Declared non-disabled","130","120","46800","42890"
"Leaver CS","2022","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Unknown","90","80","35890","34710"
"Leaver CS","2022","Department for Transport","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","South East (England)","Declared non-disabled","100","90","38730","31040"
"Leaver CS","2022","Department for Transport","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","South East (England)","Unknown","60","50","28070","26470"
"Leaver CS","2022","Department for Transport","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","South West (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Declared non-disabled","260","210","25000","21840"
"Leaver CS","2022","Department for Transport","Unknown","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","90","80","22640","21590"
"Leaver CS","2022","Department for Transport","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Wales","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Yorkshire and The Humber","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Transport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Declared disabled","90","80","26130","27570"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Declared non-disabled","370","330","26470","27570"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East Midlands (England)","Unknown","50","50","24370","24410"
"Leaver CS","2022","Department for Work and Pensions","East of England","Declared disabled","100","80","27540","27570"
"Leaver CS","2022","Department for Work and Pensions","East of England","Declared non-disabled","430","380","27400","27570"
"Leaver CS","2022","Department for Work and Pensions","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","East of England","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","London","Declared disabled","140","130","31530","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Declared non-disabled","760","700","32700","31060"
"Leaver CS","2022","Department for Work and Pensions","London","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","London","Unknown","140","140","31610","31060"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Declared disabled","130","100","25640","21260"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Declared non-disabled","610","530","25850","21260"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","North East (England)","Unknown","110","110","26970","21260"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Declared disabled","240","210","25630","25710"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Declared non-disabled","1080","940","27390","26370"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Undeclared","60","60","26070","21260"
"Leaver CS","2022","Department for Work and Pensions","North West (England)","Unknown","210","200","25820","21260"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Declared disabled","130","110","24940","22900"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Declared non-disabled","570","480","25420","26120"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Scotland","Unknown","90","90","24000","21260"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Declared disabled","120","100","26940","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Declared non-disabled","560","500","27650","27570"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South East (England)","Unknown","70","60","26130","27570"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Declared disabled","100","80","25000","26360"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Declared non-disabled","370","320","25980","27570"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","South West (England)","Unknown","60","50","24460","26840"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Declared non-disabled","60","60","30290","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Declared disabled","90","70","26570","27570"
"Leaver CS","2022","Department for Work and Pensions","Wales","Declared non-disabled","280","230","25010","21260"
"Leaver CS","2022","Department for Work and Pensions","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Wales","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Declared disabled","100","80","26090","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Declared non-disabled","460","380","26110","27570"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","West Midlands (England)","Unknown","70","70","25230","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Declared disabled","140","110","27380","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Declared non-disabled","610","530","28440","27570"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Yorkshire and The Humber","Unknown","130","120","27830","27570"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Declared non-disabled","130","110","42170","39110"
"Leaver CS","2022","Department of Health and Social Care","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","East of England","Unknown","80","70","43620","40060"
"Leaver CS","2022","Department of Health and Social Care","London","Declared disabled","90","70","40390","36330"
"Leaver CS","2022","Department of Health and Social Care","London","Declared non-disabled","870","760","43240","39250"
"Leaver CS","2022","Department of Health and Social Care","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","London","Unknown","800","460","49420","41010"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Declared non-disabled","80","70","39440","36510"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Declared non-disabled","80","70","41290","37190"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Declared non-disabled","70","60","47320","41210"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Declared non-disabled","170","160","32810","28590"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","South West (England)","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Declared non-disabled","90","70","41430","36330"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","West Midlands (England)","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Declared non-disabled","190","170","34890","29270"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Yorkshire and The Humber","Unknown","180","70","36490","29250"
"Leaver CS","2022","Estyn","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Declared non-disabled","150","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","London","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","South East (England)","Declared non-disabled","60","50","40880","33390"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","South West (England)","Declared non-disabled","70","50","35050","33840"
"Leaver CS","2022","HM Land Registry","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Midlands (England)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Midlands (England)","Declared non-disabled","160","130","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East Midlands (England)","Unknown","130","110","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East of England","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","East of England","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Declared non-disabled","280","250","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","London","Unknown","150","140","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North East (England)","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North East (England)","Declared non-disabled","430","340","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North East (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North East (England)","Unknown","320","260","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North West (England)","Declared disabled","70","60","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North West (England)","Declared non-disabled","460","390","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North West (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","North West (England)","Unknown","270","230","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Northern Ireland","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Northern Ireland","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Scotland","Declared disabled","70","50","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Scotland","Declared non-disabled","430","360","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Scotland","Unknown","270","240","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
