"Status","Year","Profession_of_post","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","Scotland","70","60","27850","25220"
"In post","2021","Counter Fraud","Greater Manchester North East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester South West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hackney and Newham","London","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leeds","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Leicester","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Manchester","North West (England)","60","50","39650","39490"
"In post","2021","Counter Fraud","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Nottingham","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Perth and Kinross and Stirling","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Peterborough","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Sefton","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Sheffield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southampton","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Staffordshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Suffolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Swansea","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Swindon","South West (England)","[c]","[c]","[c]","[c]"
