"Status","Year","Region_ITL1","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Yorkshire and The Humber","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Department for Work and Pensions","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","HM Revenue and Customs","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Ministry of Justice","No function","100","100","21140","19930"
"Leaver Dept.","2021","East Midlands (England)","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Legal","110","100","45370","50000"
"Leaver Dept.","2021","London","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Digital, Data & Technology","50","50","51500","54700"
"Leaver Dept.","2021","London","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Human Resources","90","90","43400","34970"
"Leaver Dept.","2021","London","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","No function","400","400","47120","41820"
"Leaver Dept.","2021","London","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","No function","320","300","47380","40220"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","No function","160","160","46530","49600"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Education","Unknown","150","150","44620","40780"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","No function","270","260","41510","35620"
"Leaver Dept.","2021","London","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for International Trade","No function","140","140","41900","37610"
"Leaver Dept.","2021","London","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Transport","Unknown","190","190","45370","42460"
"Leaver Dept.","2021","London","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department for Work and Pensions","Unknown","220","210","39830","31880"
"Leaver Dept.","2021","London","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Department of Health and Social Care","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Foreign, Commonwealth and Development Office","Unknown","200","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Revenue and Customs","Unknown","370","360","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","No function","110","100","[c]","[c]"
"Leaver Dept.","2021","London","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Home Office","Unknown","590","570","43720","39290"
"Leaver Dept.","2021","London","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Defence","Unknown","70","70","44030","38630"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","No function","220","220","41200","34030"
"Leaver Dept.","2021","London","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Analysis","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","No function","320","320","36330","30850"
"Leaver Dept.","2021","London","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Wales Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Cabinet Office","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
