"Status","Year","Function_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Analysis","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","White","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
