"Status","Year","Function_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Human Resources","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Human Resources","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Cabinet Office","40","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","Human Resources","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Ministry of Defence","90","80","32770","31360"
"In post","2021","Human Resources","Undeclared","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Cabinet Office","120","120","37500","34550"
"In post","2021","Human Resources","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department for Transport","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Department of Health and Social Care","60","50","34530","29000"
"In post","2021","Human Resources","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2021","Human Resources","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","HM Revenue and Customs","240","230","33810","31810"
"In post","2021","Human Resources","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Ministry of Defence","110","100","31110","26670"
"In post","2021","Human Resources","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Ministry of Justice","70","70","40340","34290"
"In post","2021","Human Resources","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Scottish Government","70","60","31190","30160"
"In post","2021","Human Resources","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","Human Resources","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Attorney General's Departments","160","150","41520","36230"
"In post","2021","Human Resources","White","Cabinet Office","800","760","39000","35590"
"In post","2021","Human Resources","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Department for Business, Energy and Industrial Strategy","310","290","40510","39120"
"In post","2021","Human Resources","White","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"In post","2021","Human Resources","White","Department for Education","110","110","36850","31800"
"In post","2021","Human Resources","White","Department for Environment, Food and Rural Affairs","200","180","43430","38750"
"In post","2021","Human Resources","White","Department for International Trade","70","70","47530","51710"
"In post","2021","Human Resources","White","Department for Transport","340","320","36390","32180"
"In post","2021","Human Resources","White","Department for Work and Pensions","70","70","40630","36420"
"In post","2021","Human Resources","White","Department of Health and Social Care","170","160","47440","41060"
"In post","2021","Human Resources","White","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Foreign, Commonwealth and Development Office","210","210","45020","40330"
"In post","2021","Human Resources","White","HM Land Registry","70","60","43000","38550"
"In post","2021","Human Resources","White","HM Revenue and Customs","1230","1140","36130","31810"
"In post","2021","Human Resources","White","HM Treasury","70","70","42210","39200"
"In post","2021","Human Resources","White","Ministry of Defence","1850","1730","32320","26670"
"In post","2021","Human Resources","White","Ministry of Housing, Communities and Local Government","70","70","41580","36340"
"In post","2021","Human Resources","White","Ministry of Justice","740","710","42670","40460"
"In post","2021","Human Resources","White","National Crime Agency","150","140","40900","39930"
"In post","2021","Human Resources","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Office for Standards in Education","50","50","[c]","[c]"
"In post","2021","Human Resources","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Other Cabinet Office Agencies","40","30","[c]","[c]"
"In post","2021","Human Resources","White","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Scottish Government","230","220","35060","34150"
"In post","2021","Human Resources","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","United Kingdom Statistics Authority","170","160","38500","36030"
"In post","2021","Human Resources","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","White","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","HM Treasury","50","50","[c]","[c]"
"In post","2021","Internal Audit","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","Internal Audit","White","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","HM Revenue and Customs","50","50","45340","41640"
"In post","2021","Internal Audit","White","HM Treasury","260","250","50670","47940"
"In post","2021","Internal Audit","White","Ministry of Defence","120","110","38500","34610"
"In post","2021","Internal Audit","White","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Internal Audit","White","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Attorney General's Departments","800","740","43030","48080"
"In post","2021","Legal","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","HM Revenue and Customs","120","110","35360","31810"
"In post","2021","Legal","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Ministry of Justice","140","130","39640","40760"
"In post","2021","Legal","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Attorney General's Departments","490","470","41190","33310"
"In post","2021","Legal","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Department for International Trade","[c]","[c]","[c]","[c]"
