"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Driver and Vehicle Licensing Agency","90","80","26610","26700"
"In post","2022","EO","Declared disabled","Driver and Vehicle Standards Agency","260","230","28160","26780"
"In post","2022","EO","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","EO","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","90","90","30040","30580"
"In post","2022","EO","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Government Legal Department","40","30","[c]","[c]"
"In post","2022","EO","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Health and Safety Executive","80","70","27670","26410"
"In post","2022","EO","Declared disabled","HM Courts and Tribunals Service","340","320","26250","25120"
"In post","2022","EO","Declared disabled","HM Land Registry","260","220","27370","27130"
"In post","2022","EO","Declared disabled","HM Prison and Probation Service","680","640","30490","30140"
"In post","2022","EO","Declared disabled","HM Revenue and Customs (excl. agencies)","1350","1220","27660","26820"
"In post","2022","EO","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Home Office","1150","1050","27040","26160"
"In post","2022","EO","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Intellectual Property Office","30","30","[c]","[c]"
"In post","2022","EO","Declared disabled","Legal Aid Agency","50","40","[c]","[c]"
"In post","2022","EO","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Ministry of Defence (excl. agencies)","700","670","28650","26670"
"In post","2022","EO","Declared disabled","Ministry of Justice (excl. agencies)","110","100","27540","28310"
"In post","2022","EO","Declared disabled","National Crime Agency","120","120","33970","34060"
"In post","2022","EO","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","EO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office of the Public Guardian","60","60","25180","25120"
"In post","2022","EO","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Registers of Scotland","40","40","[c]","[c]"
"In post","2022","EO","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Rural Payments Agency","50","50","25610","25450"
"In post","2022","EO","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Scottish Government (excl. agencies)","110","110","29070","28990"
"In post","2022","EO","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Scottish Prison Service","190","180","34790","35000"
"In post","2022","EO","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Social Security Scotland","90","80","27630","27230"
"In post","2022","EO","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","UK Health Security Agency","40","40","[c]","[c]"
"In post","2022","EO","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","UK Statistics Authority","80","70","25110","23880"
"In post","2022","EO","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Valuation Office Agency","70","70","27530","27000"
"In post","2022","EO","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Welsh Government (excl. agencies)","80","70","28730","29430"
"In post","2022","EO","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Advisory, Conciliation and Arbitration Service","110","110","24950","24250"
"In post","2022","EO","Declared non-disabled","Animal and Plant Health Agency","620","590","26440","25570"
"In post","2022","EO","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Cabinet Office (excl. agencies)","580","560","26730","27500"
"In post","2022","EO","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","110","100","25260","25010"
"In post","2022","EO","Declared non-disabled","Charity Commission","50","40","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Companies House","200","190","27080","25460"
"In post","2022","EO","Declared non-disabled","Competition and Markets Authority","60","60","28100","27920"
"In post","2022","EO","Declared non-disabled","Criminal Injuries Compensation Authority","40","40","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Crown Commercial Service","40","40","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Crown Office and Procurator Fiscal Service","360","340","28640","27940"
"In post","2022","EO","Declared non-disabled","Crown Prosecution Service","1000","920","27870","28430"
"In post","2022","EO","Declared non-disabled","Defence Electronics and Components Agency","120","110","29030","29470"
"In post","2022","EO","Declared non-disabled","Defence Equipment and Support","1620","1560","22650","22000"
"In post","2022","EO","Declared non-disabled","Defence Science and Technology Laboratory","270","250","24840","23490"
"In post","2022","EO","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","300","290","27780","27680"
"In post","2022","EO","Declared non-disabled","Department for Digital, Culture, Media and Sport","140","130","26820","26180"
"In post","2022","EO","Declared non-disabled","Department for Education (excl. agencies)","290","280","27050","26000"
"In post","2022","EO","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","440","420","26680","25510"
"In post","2022","EO","Declared non-disabled","Department for International Trade","140","140","27700","26800"
"In post","2022","EO","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","200","200","27860","27850"
"In post","2022","EO","Declared non-disabled","Department for Transport (excl. agencies)","230","230","28520","29970"
"In post","2022","EO","Declared non-disabled","Department for Work and Pensions (excl. agencies)","35440","32050","28120","27570"
"In post","2022","EO","Declared non-disabled","Department of Health and Social Care (excl. agencies)","90","90","27340","27270"
"In post","2022","EO","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Driver and Vehicle Licensing Agency","730","690","26620","26470"
"In post","2022","EO","Declared non-disabled","Driver and Vehicle Standards Agency","1700","1580","28400","26780"
"In post","2022","EO","Declared non-disabled","Education and Skills Funding Agency","80","70","26060","26000"
"In post","2022","EO","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","FCDO Services","160","160","28610","28170"
"In post","2022","EO","Declared non-disabled","Food Standards Agency","310","290","27250","26750"
"In post","2022","EO","Declared non-disabled","Food Standards Scotland","50","50","28710","27940"
"In post","2022","EO","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","400","390","30200","30430"
"In post","2022","EO","Declared non-disabled","Forestry and Land Scotland","240","230","32000","31060"
"In post","2022","EO","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Government Legal Department","250","250","28260","27350"
"In post","2022","EO","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Health and Safety Executive","360","350","27520","26410"
"In post","2022","EO","Declared non-disabled","HM Courts and Tribunals Service","2020","1900","26240","25120"
"In post","2022","EO","Declared non-disabled","HM Land Registry","1580","1380","27430","27130"
"In post","2022","EO","Declared non-disabled","HM Prison and Probation Service","4370","4210","30830","31610"
"In post","2022","EO","Declared non-disabled","HM Revenue and Customs (excl. agencies)","8970","8350","27420","26820"
"In post","2022","EO","Declared non-disabled","HM Treasury (excl. agencies)","170","160","26720","26750"
"In post","2022","EO","Declared non-disabled","Home Office","10520","9680","26900","25760"
"In post","2022","EO","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Intellectual Property Office","310","280","26400","24030"
"In post","2022","EO","Declared non-disabled","Legal Aid Agency","260","240","25800","25120"
"In post","2022","EO","Declared non-disabled","Maritime and Coastguard Agency","140","130","28400","26780"
"In post","2022","EO","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Met Office","190","190","25750","25510"
"In post","2022","EO","Declared non-disabled","Ministry of Defence (excl. agencies)","4780","4640","28540","26670"
"In post","2022","EO","Declared non-disabled","Ministry of Justice (excl. agencies)","480","470","27460","28310"
"In post","2022","EO","Declared non-disabled","National Crime Agency","530","510","35180","36170"
"In post","2022","EO","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","160","150","26330","25880"
"In post","2022","EO","Declared non-disabled","Office of Gas and Electricity Markets","300","290","25970","25750"
"In post","2022","EO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Office of the Public Guardian","260","250","25200","25120"
"In post","2022","EO","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Planning Inspectorate","70","60","26760","26050"
"In post","2022","EO","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Registers of Scotland","180","170","30670","30840"
"In post","2022","EO","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Rural Payments Agency","590","540","25410","25190"
"In post","2022","EO","Declared non-disabled","Scottish Courts and Tribunals Service","100","100","28510","30450"
"In post","2022","EO","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Scottish Forestry","50","50","31310","31060"
"In post","2022","EO","Declared non-disabled","Scottish Government (excl. agencies)","650","630","29030","28990"
"In post","2022","EO","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Scottish Public Pensions Agency","30","30","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Serious Fraud Office","40","40","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Social Security Scotland","440","430","27730","27230"
"In post","2022","EO","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","The Insolvency Service","130","120","26260","26290"
"In post","2022","EO","Declared non-disabled","The National Archives","50","40","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","UK Export Finance","50","50","29380","29000"
"In post","2022","EO","Declared non-disabled","UK Health Security Agency","610","560","25700","25800"
"In post","2022","EO","Declared non-disabled","UK Hydrographic Office","120","120","27700","26740"
"In post","2022","EO","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","UK Statistics Authority","370","330","24690","23880"
"In post","2022","EO","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Valuation Office Agency","630","570","27610","27000"
"In post","2022","EO","Declared non-disabled","Vehicle Certification Agency","30","30","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Welsh Government (excl. agencies)","930","870","28880","29430"
"In post","2022","EO","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Defence Electronics and Components Agency","110","110","29180","29470"
"In post","2022","EO","Undeclared","Defence Equipment and Support","120","110","22990","22670"
"In post","2022","EO","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Department for Transport (excl. agencies)","40","30","[c]","[c]"
"In post","2022","EO","Undeclared","Department for Work and Pensions (excl. agencies)","2230","2060","28110","27570"
"In post","2022","EO","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Driver and Vehicle Licensing Agency","70","60","26670","26700"
"In post","2022","EO","Undeclared","Driver and Vehicle Standards Agency","150","140","28090","26780"
"In post","2022","EO","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Food Standards Agency","80","80","27150","26750"
"In post","2022","EO","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Health and Safety Executive","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","HM Courts and Tribunals Service","180","170","26520","25120"
"In post","2022","EO","Undeclared","HM Land Registry","110","100","27560","27130"
"In post","2022","EO","Undeclared","HM Prison and Probation Service","1160","1090","32160","33520"
"In post","2022","EO","Undeclared","HM Revenue and Customs (excl. agencies)","670","610","27930","26820"
"In post","2022","EO","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Home Office","690","630","27360","27370"
"In post","2022","EO","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Ministry of Defence (excl. agencies)","550","540","29210","26890"
"In post","2022","EO","Undeclared","Ministry of Justice (excl. agencies)","70","70","27220","26900"
"In post","2022","EO","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Valuation Office Agency","80","70","28090","27000"
"In post","2022","EO","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Advisory, Conciliation and Arbitration Service","140","130","25160","24250"
"In post","2022","EO","Unknown","Animal and Plant Health Agency","50","50","25810","25370"
"In post","2022","EO","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Cabinet Office (excl. agencies)","180","170","26480","26670"
"In post","2022","EO","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Charity Commission","60","60","25400","24440"
"In post","2022","EO","Unknown","Companies House","70","60","28200","27460"
"In post","2022","EO","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Crown Commercial Service","60","60","25740","25520"
"In post","2022","EO","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Crown Prosecution Service","300","280","26940","26970"
"In post","2022","EO","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Defence Equipment and Support","350","330","21390","20510"
"In post","2022","EO","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","27680","27680"
"In post","2022","EO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Department for Education (excl. agencies)","320","320","25840","25000"
"In post","2022","EO","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","80","70","26330","25190"
"In post","2022","EO","Unknown","Department for International Trade","100","100","27280","26250"
"In post","2022","EO","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","70","60","27370","27850"
"In post","2022","EO","Unknown","Department for Transport (excl. agencies)","90","90","28550","29970"
"In post","2022","EO","Unknown","Department for Work and Pensions (excl. agencies)","1700","1630","28310","27570"
"In post","2022","EO","Unknown","Department of Health and Social Care (excl. agencies)","350","340","26520","27270"
"In post","2022","EO","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Driver and Vehicle Licensing Agency","50","50","26320","26350"
"In post","2022","EO","Unknown","Driver and Vehicle Standards Agency","570","560","27250","26470"
"In post","2022","EO","Unknown","Education and Skills Funding Agency","70","70","25600","25000"
"In post","2022","EO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Food Standards Scotland","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","120","110","29070","28680"
"In post","2022","EO","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Government Legal Department","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","HM Courts and Tribunals Service","150","140","26670","25120"
"In post","2022","EO","Unknown","HM Land Registry","420","410","27640","27130"
"In post","2022","EO","Unknown","HM Prison and Probation Service","280","270","28900","28800"
"In post","2022","EO","Unknown","HM Revenue and Customs (excl. agencies)","4760","4510","27280","26820"
"In post","2022","EO","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Home Office","2570","2440","26820","24880"
"In post","2022","EO","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Intellectual Property Office","150","150","25610","24030"
"In post","2022","EO","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Maritime and Coastguard Agency","60","60","29620","30470"
"In post","2022","EO","Unknown","Medicines and Healthcare Products Regulatory Agency","110","100","27570","27400"
"In post","2022","EO","Unknown","Ministry of Defence (excl. agencies)","940","910","28930","26670"
"In post","2022","EO","Unknown","Ministry of Justice (excl. agencies)","140","130","27670","28310"
"In post","2022","EO","Unknown","National Crime Agency","1840","1800","34000","34060"
"In post","2022","EO","Unknown","National Records of Scotland","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Office of the Public Guardian","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Registers of Scotland","120","110","30730","30840"
"In post","2022","EO","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
