"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","EO","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Department for Work and Pensions (excl. agencies)","520","500","28180","27570"
"New entrant CS","2022","EO","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","HM Revenue and Customs (excl. agencies)","100","100","27250","26590"
"New entrant CS","2022","EO","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Social Security Scotland","50","50","27470","27230"
"New entrant CS","2022","EO","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Animal and Plant Health Agency","120","120","25780","24920"
"New entrant CS","2022","EO","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Cabinet Office (excl. agencies)","150","150","25670","25210"
"New entrant CS","2022","EO","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Crown Office and Procurator Fiscal Service","50","50","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Crown Prosecution Service","70","70","26300","26970"
"New entrant CS","2022","EO","Declared non-disabled","Defence Equipment and Support","230","230","22370","22000"
"New entrant CS","2022","EO","Declared non-disabled","Defence Science and Technology Laboratory","70","60","23500","23490"
"New entrant CS","2022","EO","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","27450","27680"
"New entrant CS","2022","EO","Declared non-disabled","Department for Digital, Culture, Media and Sport","70","70","26200","26180"
"New entrant CS","2022","EO","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","150","140","25420","24920"
"New entrant CS","2022","EO","Declared non-disabled","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","80","80","26510","27850"
"New entrant CS","2022","EO","Declared non-disabled","Department for Transport (excl. agencies)","60","60","26640","26130"
"New entrant CS","2022","EO","Declared non-disabled","Department for Work and Pensions (excl. agencies)","3440","3360","28250","27570"
"New entrant CS","2022","EO","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Driver and Vehicle Standards Agency","150","140","26690","26130"
"New entrant CS","2022","EO","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Government Legal Department","120","110","27340","26950"
"New entrant CS","2022","EO","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Health and Safety Executive","80","80","26430","26370"
"New entrant CS","2022","EO","Declared non-disabled","HM Courts and Tribunals Service","110","110","26310","25120"
"New entrant CS","2022","EO","Declared non-disabled","HM Land Registry","60","60","27650","27130"
"New entrant CS","2022","EO","Declared non-disabled","HM Prison and Probation Service","120","120","25490","24620"
"New entrant CS","2022","EO","Declared non-disabled","HM Revenue and Customs (excl. agencies)","1320","1310","27020","26590"
"New entrant CS","2022","EO","Declared non-disabled","HM Treasury (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Intellectual Property Office","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Met Office","60","60","24610","24360"
"New entrant CS","2022","EO","Declared non-disabled","Ministry of Defence (excl. agencies)","320","310","27660","26350"
"New entrant CS","2022","EO","Declared non-disabled","Ministry of Justice (excl. agencies)","70","70","27090","28310"
"New entrant CS","2022","EO","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of Gas and Electricity Markets","180","170","25880","25750"
"New entrant CS","2022","EO","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Public Health England","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Rural Payments Agency","40","40","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Scottish Government (excl. agencies)","110","110","27350","27230"
"New entrant CS","2022","EO","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Social Security Scotland","270","260","27460","27230"
"New entrant CS","2022","EO","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Health Security Agency","290","270","25550","26880"
"New entrant CS","2022","EO","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","UK Statistics Authority","70","70","23900","23880"
"New entrant CS","2022","EO","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Valuation Office Agency","60","50","25690","25000"
"New entrant CS","2022","EO","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Welsh Government (excl. agencies)","60","60","26470","25860"
"New entrant CS","2022","EO","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Department for Work and Pensions (excl. agencies)","200","190","28320","27570"
"New entrant CS","2022","EO","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Cabinet Office (excl. agencies)","70","70","25660","25210"
"New entrant CS","2022","EO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Defence Equipment and Support","160","160","19570","18000"
"New entrant CS","2022","EO","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Education (excl. agencies)","220","210","25720","25000"
"New entrant CS","2022","EO","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for International Trade","100","100","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Department for Work and Pensions (excl. agencies)","710","690","28050","27570"
"New entrant CS","2022","EO","Unknown","Department of Health and Social Care (excl. agencies)","240","150","26440","27270"
"New entrant CS","2022","EO","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Driver and Vehicle Standards Agency","220","210","26380","26130"
"New entrant CS","2022","EO","Unknown","Education and Skills Funding Agency","40","40","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","HM Courts and Tribunals Service","70","70","26600","25120"
"New entrant CS","2022","EO","Unknown","HM Land Registry","80","80","27770","27130"
"New entrant CS","2022","EO","Unknown","HM Prison and Probation Service","60","60","25930","24620"
"New entrant CS","2022","EO","Unknown","HM Revenue and Customs (excl. agencies)","820","810","27120","26590"
"New entrant CS","2022","EO","Unknown","Home Office","1430","1330","27250","24880"
"New entrant CS","2022","EO","Unknown","Intellectual Property Office","30","30","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Ministry of Defence (excl. agencies)","270","270","26970","26350"
"New entrant CS","2022","EO","Unknown","Ministry of Justice (excl. agencies)","80","80","27630","28310"
"New entrant CS","2022","EO","Unknown","National Crime Agency","260","260","33260","32770"
"New entrant CS","2022","EO","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
