"Status","Year","Responsibility_level","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
