"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Project Delivery","Department for Education (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","180","180","48200","47340"
"In post","2021","Declared disabled","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","420","380","42800","38630"
"In post","2021","Declared disabled","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","480","470","38570","34640"
"In post","2021","Declared disabled","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Submarine Delivery Agency","120","110","40580","39860"
"In post","2021","Declared disabled","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Defence Equipment and Support","40","30","[c]","[c]"
"In post","2021","Declared disabled","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Declared disabled","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Ministry of Defence (excl. agencies)","200","200","32270","33300"
"In post","2021","Declared disabled","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Valuation Office Agency","220","200","32010","26500"
"In post","2021","Declared disabled","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Cabinet Office (excl. agencies)","90","80","33190","33300"
"In post","2021","Declared disabled","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","HM Prison and Probation Service","60","60","35510","32690"
"In post","2021","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Ministry of Defence (excl. agencies)","410","400","30060","26350"
"In post","2021","Declared disabled","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Education (excl. agencies)","60","50","50810","38530"
"In post","2021","Declared disabled","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","15220","13360","27040","27570"
"In post","2021","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Disclosure Scotland","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Home Office (incl. agencies)","3060","2810","31320","27370"
"In post","2021","Declared disabled","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","1670","1600","29240","26090"
"In post","2021","Declared disabled","Unknown","National Records of Scotland","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scottish Government (excl. agencies)","690","660","40320","35110"
"In post","2021","Declared disabled","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Security Scotland","120","120","28130","24510"
"In post","2021","Declared disabled","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Transport Scotland","50","50","38580","36340"
"In post","2021","Declared disabled","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Welsh Government (excl. agencies)","320","300","38660","37410"
"In post","2021","Declared disabled","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","300","290","32240","29270"
"In post","2021","Declared non-disabled","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Competition and Markets Authority","110","110","58380","56360"
"In post","2021","Declared non-disabled","Analysis","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","290","280","40220","37360"
"In post","2021","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","190","190","44870","37820"
"In post","2021","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","110","110","52410","50400"
"In post","2021","Declared non-disabled","Analysis","Department for Education (excl. agencies)","290","280","45690","45250"
"In post","2021","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","37780","32560"
"In post","2021","Declared non-disabled","Analysis","Department for International Trade","140","140","44110","38560"
"In post","2021","Declared non-disabled","Analysis","Department for Transport (excl. agencies)","290","280","48220","45140"
"In post","2021","Declared non-disabled","Analysis","Department of Health and Social Care (excl. agencies)","80","80","51670","53360"
"In post","2021","Declared non-disabled","Analysis","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Government Actuary's Department","120","120","74390","68330"
"In post","2021","Declared non-disabled","Analysis","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","HM Revenue and Customs (excl. agencies)","430","410","45830","38630"
"In post","2021","Declared non-disabled","Analysis","HM Treasury (excl. agencies)","90","80","53020","55530"
"In post","2021","Declared non-disabled","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Ministry of Defence (excl. agencies)","150","150","40300","37460"
"In post","2021","Declared non-disabled","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","160","160","46570","43190"
"In post","2021","Declared non-disabled","Analysis","Ministry of Justice (excl. agencies)","280","270","45750","40480"
"In post","2021","Declared non-disabled","Analysis","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Office for Standards in Education, Children's Services and Skills","130","120","40640","35010"
"In post","2021","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","60","60","54760","52000"
"In post","2021","Declared non-disabled","Analysis","Office of Rail and Road","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Rural Payments Agency","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","United Kingdom Statistics Authority","840","790","39570","36960"
"In post","2021","Declared non-disabled","Analysis","Valuation Office Agency","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","330","320","76000","65310"
"In post","2021","Declared non-disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Crown Commercial Service","70","70","37560","35290"
"In post","2021","Declared non-disabled","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Defence Equipment and Support","210","210","44210","40710"
"In post","2021","Declared non-disabled","Commercial","Defence Science and Technology Laboratory","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Department for Education (excl. agencies)","130","120","41130","38280"
"In post","2021","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","39050","36970"
"In post","2021","Declared non-disabled","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Driver and Vehicle Licensing Agency","130","120","32930","31040"
"In post","2021","Declared non-disabled","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","FCDO Services","70","70","47250","41170"
"In post","2021","Declared non-disabled","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Health and Safety Executive","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","HM Prison and Probation Service","480","470","49890","48410"
"In post","2021","Declared non-disabled","Commercial","HM Revenue and Customs (excl. agencies)","90","80","36940","35000"
"In post","2021","Declared non-disabled","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Legal Aid Agency","130","130","38140","39280"
"In post","2021","Declared non-disabled","Commercial","Met Office","180","180","43300","40140"
"In post","2021","Declared non-disabled","Commercial","Ministry of Defence (excl. agencies)","1070","1040","34580","33300"
"In post","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","150","150","33450","33240"
"In post","2021","Declared non-disabled","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Planning Inspectorate","[c]","[c]","[c]","[c]"
