"Status","Year","Region_ITL3","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Sussex (North East)","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (North East)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (South West)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Cabinet Office","90","90","43630","34620"
"Leaver Dept.","2021","Westminster","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Legal","Attorney General's Departments","100","100","45950","50250"
"Leaver Dept.","2021","Westminster","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Cabinet Office","400","390","47110","41820"
"Leaver Dept.","2021","Westminster","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Department for Business, Energy and Industrial Strategy","320","290","47530","40220"
"Leaver Dept.","2021","Westminster","No function","Department for Digital, Culture, Media and Sport","160","160","46530","49600"
"Leaver Dept.","2021","Westminster","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Department for Environment, Food and Rural Affairs","270","260","41510","35620"
"Leaver Dept.","2021","Westminster","No function","Department for International Trade","140","140","41900","37610"
"Leaver Dept.","2021","Westminster","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","HM Treasury","100","100","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Ministry of Housing, Communities and Local Government","220","220","41200","34030"
"Leaver Dept.","2021","Westminster","No function","Ministry of Justice","190","180","40220","36800"
"Leaver Dept.","2021","Westminster","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","Department for Education","150","140","44570","40780"
"Leaver Dept.","2021","Westminster","Unknown","Department for Transport","190","190","45370","42460"
"Leaver Dept.","2021","Westminster","Unknown","Department for Work and Pensions","120","120","46660","39960"
"Leaver Dept.","2021","Westminster","Unknown","Department of Health and Social Care","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","Foreign, Commonwealth and Development Office","200","[c]","[c]","[c]"
"Leaver Dept.","2021","Westminster","Unknown","HM Revenue and Customs","180","180","[c]","[c]"
