"Status","Year","Region_ITL1","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Tax","Legal","40","40","[c]","[c]"
"In post","2022","London","Tax","No function","1880","1800","44690","38020"
"In post","2022","London","Tax","Project Delivery","140","120","40670","38180"
"In post","2022","London","Unknown","Analysis","80","80","45570","43430"
"In post","2022","London","Unknown","Commercial","820","810","73300","65610"
"In post","2022","London","Unknown","Communications","360","350","50070","43890"
"In post","2022","London","Unknown","Counter Fraud","310","300","39950","37610"
"In post","2022","London","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Digital, Data & Technology","980","970","52580","54700"
"In post","2022","London","Unknown","Finance","190","180","51040","43810"
"In post","2022","London","Unknown","Human Resources","470","450","48350","42270"
"In post","2022","London","Unknown","Legal","150","150","67740","67730"
"In post","2022","London","Unknown","No function","4190","4140","44240","36180"
"In post","2022","London","Unknown","Project Delivery","230","220","65430","58600"
"In post","2022","London","Unknown","Property","60","60","53140","54700"
"In post","2022","London","Unknown","Security","210","210","43610","40600"
"In post","2022","London","Unknown","Unknown","440","430","48550","41880"
"In post","2022","London","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Commercial","80","80","37660","36500"
"In post","2022","North East (England)","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Finance","60","60","37070","34190"
"In post","2022","North East (England)","Commercial","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Communications","90","80","36410","33370"
"In post","2022","North East (England)","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Counter Fraud","510","460","27190","27570"
"In post","2022","North East (England)","Counter Fraud","Unknown","40","40","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Digital, Data & Technology","2140","2060","41980","38490"
"In post","2022","North East (England)","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Finance","570","540","40410","36500"
"In post","2022","North East (England)","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Human Resources","300","280","37200","33440"
"In post","2022","North East (England)","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Inspector of Education and Training","No function","50","40","[c]","[c]"
"In post","2022","North East (England)","Intelligence Analysis","Counter Fraud","40","30","[c]","[c]"
"In post","2022","North East (England)","Intelligence Analysis","No function","30","30","[c]","[c]"
"In post","2022","North East (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","Internal Audit","40","40","[c]","[c]"
"In post","2022","North East (England)","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","International Trade","No function","30","30","[c]","[c]"
"In post","2022","North East (England)","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Legal","Counter Fraud","170","170","30980","28440"
"In post","2022","North East (England)","Legal","Legal","210","200","50920","51470"
"In post","2022","North East (England)","Legal","No function","80","70","42450","42190"
"In post","2022","North East (England)","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Operational Delivery","Communications","690","640","29200","26820"
"In post","2022","North East (England)","Operational Delivery","Counter Fraud","240","230","31070","28920"
"In post","2022","North East (England)","Operational Delivery","Debt","260","220","23410","21690"
"In post","2022","North East (England)","Operational Delivery","Digital, Data & Technology","80","70","36130","33370"
"In post","2022","North East (England)","Operational Delivery","Finance","120","110","30810","28920"
"In post","2022","North East (England)","Operational Delivery","Grants Management","400","370","24520","21300"
"In post","2022","North East (England)","Operational Delivery","Human Resources","200","190","27830","27570"
"In post","2022","North East (England)","Operational Delivery","Legal","190","170","26660","25480"
"In post","2022","North East (England)","Operational Delivery","No function","17360","15280","26130","23170"
"In post","2022","North East (England)","Operational Delivery","Project Delivery","130","130","31890","31990"
"In post","2022","North East (England)","Operational Delivery","Property","360","340","24670","22010"
"In post","2022","North East (England)","Operational Delivery","Unknown","1240","1100","25560","24880"
"In post","2022","North East (England)","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other","Debt","440","380","22380","21260"
"In post","2022","North East (England)","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other","No function","420","390","26700","27570"
"In post","2022","North East (England)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Other","Unknown","150","140","23760","21380"
"In post","2022","North East (England)","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Planning Inspectors","No function","40","40","[c]","[c]"
"In post","2022","North East (England)","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Policy","No function","520","500","40390","36500"
"In post","2022","North East (England)","Policy","Project Delivery","60","60","46050","40520"
"In post","2022","North East (England)","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","Project Delivery","950","900","43230","40520"
"In post","2022","North East (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Project Delivery","Unknown","70","60","34610","30900"
"In post","2022","North East (England)","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Property","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Property","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Property","Property","400","380","35780","32010"
"In post","2022","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Psychology","No function","100","90","38180","32760"
"In post","2022","North East (England)","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Science and Engineering","No function","50","40","[c]","[c]"
"In post","2022","North East (England)","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Security","Finance","60","60","39420","35310"
"In post","2022","North East (England)","Security","Human Resources","[c]","[c]","[c]","[c]"
