"Status","Year","Ethnicity","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","HM Treasury","Undeclared","40","30","[c]","[c]"
"In post","2021","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Home Office","Declared disabled","370","330","32030","29080"
"In post","2021","Asian","Home Office","Declared non-disabled","3940","3650","31180","28810"
"In post","2021","Asian","Home Office","Undeclared","140","130","31470","28990"
"In post","2021","Asian","Home Office","Unknown","50","50","33200","28650"
"In post","2021","Asian","Ministry of Defence","Declared disabled","100","90","36640","33230"
"In post","2021","Asian","Ministry of Defence","Declared non-disabled","1060","1030","33980","31950"
"In post","2021","Asian","Ministry of Defence","Undeclared","50","50","[c]","[c]"
"In post","2021","Asian","Ministry of Defence","Unknown","140","130","35310","30180"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Declared disabled","40","30","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Declared non-disabled","180","170","40720","36340"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Justice","Declared disabled","430","400","28940","25570"
"In post","2021","Asian","Ministry of Justice","Declared non-disabled","3200","2970","28430","24440"
"In post","2021","Asian","Ministry of Justice","Undeclared","260","240","29570","26650"
"In post","2021","Asian","Ministry of Justice","Unknown","50","50","27780","26410"
"In post","2021","Asian","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Crime Agency","Declared non-disabled","70","70","42090","40170"
"In post","2021","Asian","National Crime Agency","Unknown","160","150","33830","33420"
"In post","2021","Asian","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education","Declared non-disabled","90","80","41400","35010"
"In post","2021","Asian","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Declared non-disabled","100","100","44340","39150"
"In post","2021","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Declared non-disabled","120","110","36490","32930"
"In post","2021","Asian","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Unknown","40","40","[c]","[c]"
"In post","2021","Asian","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Declared non-disabled","60","60","49580","43160"
"In post","2021","Asian","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Declared non-disabled","50","50","33060","31710"
"In post","2021","Asian","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Unknown","70","60","28540","26050"
"In post","2021","Asian","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Asian","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Declared disabled","60","60","40660","35020"
"In post","2021","Black","Attorney General's Departments","Declared non-disabled","420","400","41460","33310"
"In post","2021","Black","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Unknown","70","70","33190","26970"
"In post","2021","Black","Cabinet Office","Declared disabled","30","30","[c]","[c]"
"In post","2021","Black","Cabinet Office","Declared non-disabled","200","200","42270","35590"
"In post","2021","Black","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Declared disabled","60","50","39570","35460"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Declared non-disabled","280","270","38300","33960"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Unknown","60","60","38350","37230"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Declared non-disabled","70","70","40520","34020"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education","Declared non-disabled","220","220","39800","36780"
"In post","2021","Black","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education","Unknown","40","40","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Declared non-disabled","170","170","35360","32560"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","Declared non-disabled","90","90","39150","33320"
"In post","2021","Black","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport","Declared non-disabled","200","200","37530","35060"
"In post","2021","Black","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions","Declared disabled","580","530","29360","30330"
"In post","2021","Black","Department for Work and Pensions","Declared non-disabled","3120","2960","29220","29540"
"In post","2021","Black","Department for Work and Pensions","Undeclared","160","150","28970","30690"
"In post","2021","Black","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","Declared non-disabled","450","420","37400","32790"
"In post","2021","Black","Department of Health and Social Care","Undeclared","30","30","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","Unknown","170","160","44030","36230"
"In post","2021","Black","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Declared disabled","40","40","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Declared non-disabled","190","190","38860","34770"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","Declared non-disabled","40","30","[c]","[c]"
"In post","2021","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","Declared disabled","150","140","32270","31810"
"In post","2021","Black","HM Revenue and Customs","Declared non-disabled","1090","1050","32080","30000"
"In post","2021","Black","HM Revenue and Customs","Undeclared","50","50","32370","31430"
"In post","2021","Black","HM Revenue and Customs","Unknown","170","160","32100","29570"
"In post","2021","Black","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","Declared non-disabled","70","70","38940","34090"
"In post","2021","Black","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office","Declared disabled","190","180","32140","29080"
"In post","2021","Black","Home Office","Declared non-disabled","1630","1530","32620","29080"
"In post","2021","Black","Home Office","Undeclared","50","50","29860","28850"
"In post","2021","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence","Declared disabled","80","70","32190","28650"
"In post","2021","Black","Ministry of Defence","Declared non-disabled","590","580","32890","31230"
"In post","2021","Black","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence","Unknown","60","60","32200","27870"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Declared non-disabled","120","120","41460","38140"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Justice","Declared disabled","450","430","30870","27730"
"In post","2021","Black","Ministry of Justice","Declared non-disabled","2750","2660","29790","26810"
"In post","2021","Black","Ministry of Justice","Undeclared","340","320","30920","31300"
"In post","2021","Black","Ministry of Justice","Unknown","60","60","27450","26550"
"In post","2021","Black","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Black","National Crime Agency","Unknown","60","60","36370","36200"
"In post","2021","Black","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Black","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Unknown","40","30","[c]","[c]"
"In post","2021","Black","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Declared non-disabled","50","50","41770","40050"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Chinese","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","Declared non-disabled","130","120","29150","27570"
"In post","2021","Chinese","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","Declared non-disabled","50","50","49100","42190"
"In post","2021","Chinese","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care","Unknown","40","40","[c]","[c]"
"In post","2021","Chinese","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
