"Status","Year","Sexual_orientation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Bridgend and Neath Port Talbot","Ministry of Justice","170","150","27270","22510"
"In post","2022","Heterosexual / straight","Bridgend and Neath Port Talbot","National Crime Agency","50","50","40260","36420"
"In post","2022","Heterosexual / straight","Bridgend and Neath Port Talbot","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bridgend and Neath Port Talbot","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Attorney General's Departments","90","80","41960","35020"
"In post","2022","Heterosexual / straight","Brighton and Hove","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Department for Work and Pensions","150","130","28450","27570"
"In post","2022","Heterosexual / straight","Brighton and Hove","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Ministry of Justice","180","160","30920","25120"
"In post","2022","Heterosexual / straight","Brighton and Hove","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Brighton and Hove","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","Attorney General's Departments","120","110","41430","38470"
"In post","2022","Heterosexual / straight","Bristol, City of","Cabinet Office","80","80","50330","49700"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Business, Energy and Industrial Strategy","80","70","38100","34500"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Education","220","210","42930","36870"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Environment, Food and Rural Affairs","730","700","39700","36520"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Levelling Up, Housing and Communities","340","320","35660","32780"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Transport","320","300","35900","31860"
"In post","2022","Heterosexual / straight","Bristol, City of","Department for Work and Pensions","600","530","27270","27570"
"In post","2022","Heterosexual / straight","Bristol, City of","Department of Health and Social Care","200","180","38190","32130"
"In post","2022","Heterosexual / straight","Bristol, City of","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","HM Revenue and Customs","960","910","38440","33370"
"In post","2022","Heterosexual / straight","Bristol, City of","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Bristol, City of","Ministry of Justice","640","600","27850","25120"
"In post","2022","Heterosexual / straight","Bristol, City of","Office for Standards in Education, Children's Services and Skills","150","140","38590","32010"
"In post","2022","Heterosexual / straight","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Department for Work and Pensions","190","180","31220","31060"
"In post","2022","Heterosexual / straight","Bromley","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Ministry of Justice","190","180","30380","27240"
"In post","2022","Heterosexual / straight","Bromley","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Bromley","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Department for Work and Pensions","130","120","28090","27570"
"In post","2022","Heterosexual / straight","Buckinghamshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Ministry of Defence","600","570","35360","33000"
"In post","2022","Heterosexual / straight","Buckinghamshire","Ministry of Justice","520","490","31700","30700"
"In post","2022","Heterosexual / straight","Buckinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Buckinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Caithness and Sutherland, and Ross and Cromarty","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Caithness and Sutherland, and Ross and Cromarty","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Caithness and Sutherland, and Ross and Cromarty","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Caithness and Sutherland, and Ross and Cromarty","Scottish Government","60","60","31810","30040"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department for Work and Pensions","510","460","27010","27570"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Ministry of Justice","180","160","28640","26060"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Calderdale and Kirklees","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","60","60","33330","29820"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department for Work and Pensions","150","140","28890","27570"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Department of Health and Social Care","140","130","39200","30880"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Ministry of Defence","990","960","35490","33300"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Ministry of Justice","950","900","30060","28800"
"In post","2022","Heterosexual / straight","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Camden and City of London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Camden and City of London","Cabinet Office","50","50","57280","54700"
"In post","2022","Heterosexual / straight","Camden and City of London","Chancellor's other departments","160","150","67810","62730"
"In post","2022","Heterosexual / straight","Camden and City of London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Camden and City of London","Department for Work and Pensions","70","70","31090","31060"
