"Status","Year","Function_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","60","50","60710","65710"
"In post","2022","Legal","Heterosexual / straight","Government Legal Department","1640","1530","53880","51250"
"In post","2022","Legal","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","HM Land Registry","180","160","50180","57000"
"In post","2022","Legal","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","790","750","43090","37930"
"In post","2022","Legal","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Intellectual Property Office","40","30","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Serious Fraud Office","30","30","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","The Insolvency Service","30","30","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"In post","2022","Legal","LGBO","Crown Prosecution Service","250","240","39020","30110"
"In post","2022","Legal","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Government Legal Department","150","150","53480","51250"
"In post","2022","Legal","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","HM Revenue and Customs (excl. agencies)","60","60","51810","52080"
"In post","2022","Legal","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Crown Office and Procurator Fiscal Service","50","40","[c]","[c]"
"In post","2022","Legal","Undeclared","Crown Prosecution Service","200","190","40180","33310"
"In post","2022","Legal","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Government Legal Department","170","160","54810","52730"
"In post","2022","Legal","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","HM Land Registry","40","30","[c]","[c]"
"In post","2022","Legal","Undeclared","HM Revenue and Customs (excl. agencies)","90","90","43830","33440"
"In post","2022","Legal","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Crown Office and Procurator Fiscal Service","50","50","61830","62170"
"In post","2022","Legal","Unknown","Crown Prosecution Service","1340","1200","43800","48080"
"In post","2022","Legal","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Government Legal Department","500","450","59640","64680"
"In post","2022","Legal","Unknown","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","HM Land Registry","50","50","45580","40590"
"In post","2022","Legal","Unknown","HM Revenue and Customs (excl. agencies)","420","390","40380","33370"
"In post","2022","Legal","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Legal","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","570","520","31810","30950"
"In post","2022","No function","Heterosexual / straight","Animal and Plant Health Agency","1940","1850","30380","27960"
"In post","2022","No function","Heterosexual / straight","Cabinet Office (excl. agencies)","1400","1380","48930","49700"
"In post","2022","No function","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Charity Commission","170","160","32970","29160"
"In post","2022","No function","Heterosexual / straight","Companies House","360","330","28060","22740"
"In post","2022","No function","Heterosexual / straight","Criminal Injuries Compensation Authority","200","180","28320","25120"
"In post","2022","No function","Heterosexual / straight","Crown Commercial Service","150","140","42060","40260"
"In post","2022","No function","Heterosexual / straight","Crown Office and Procurator Fiscal Service","1310","1220","28130","23230"
"In post","2022","No function","Heterosexual / straight","Defence Electronics and Components Agency","110","110","27250","26710"
"In post","2022","No function","Heterosexual / straight","Defence Equipment and Support","100","90","37110","33430"
"In post","2022","No function","Heterosexual / straight","Defence Science and Technology Laboratory","520","510","41700","40500"
"In post","2022","No function","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","3780","3690","49430","52080"
"In post","2022","No function","Heterosexual / straight","Department for Digital, Culture, Media and Sport","1160","1130","47130","51730"
"In post","2022","No function","Heterosexual / straight","Department for Education (excl. agencies)","2400","2290","44910","40510"
"In post","2022","No function","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","2830","2740","42510","38750"
"In post","2022","No function","Heterosexual / straight","Department for International Trade","1190","1180","47860","45750"
"In post","2022","No function","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","1760","1720","45750","40000"
"In post","2022","No function","Heterosexual / straight","Department for Transport (excl. agencies)","1370","1330","50110","45140"
"In post","2022","No function","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","48140","43340","26740","27570"
"In post","2022","No function","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","1020","970","50310","49530"
"In post","2022","No function","Heterosexual / straight","Driver and Vehicle Licensing Agency","2850","2500","23280","21840"
"In post","2022","No function","Heterosexual / straight","Driver and Vehicle Standards Agency","2360","2220","29110","26830"
"In post","2022","No function","Heterosexual / straight","Education and Skills Funding Agency","820","790","42100","36960"
"In post","2022","No function","Heterosexual / straight","Food Standards Agency","710","690","36880","32480"
"In post","2022","No function","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","2670","2630","48330","39770"
"In post","2022","No function","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Health and Safety Executive","1590","1500","43240","40230"
"In post","2022","No function","Heterosexual / straight","HM Courts and Tribunals Service","10980","9830","26060","21650"
"In post","2022","No function","Heterosexual / straight","HM Land Registry","3060","2740","29230","27130"
"In post","2022","No function","Heterosexual / straight","HM Prison and Probation Service","42080","39790","30440","28200"
"In post","2022","No function","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","19260","17710","32010","28570"
"In post","2022","No function","Heterosexual / straight","HM Treasury (excl. agencies)","1370","1340","48320","52500"
"In post","2022","No function","Heterosexual / straight","Institute for Apprenticeships and Technical Education","110","100","50260","49960"
"In post","2022","No function","Heterosexual / straight","Intellectual Property Office","690","640","36360","30640"
"In post","2022","No function","Heterosexual / straight","Legal Aid Agency","910","850","30420","25120"
"In post","2022","No function","Heterosexual / straight","Maritime and Coastguard Agency","720","700","38210","35040"
"In post","2022","No function","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","470","460","49060","41950"
"In post","2022","No function","Heterosexual / straight","Ministry of Justice (excl. agencies)","1370","1330","42520","41100"
"In post","2022","No function","Heterosexual / straight","National Crime Agency","3670","3590","40470","37560"
"In post","2022","No function","Heterosexual / straight","National Infrastructure Commission","40","30","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","National Savings and Investments","40","40","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Northern Ireland Office","70","70","47200","41750"
"In post","2022","No function","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","1180","1140","53260","51360"
"In post","2022","No function","Heterosexual / straight","Office of Gas and Electricity Markets","450","440","38630","32480"
"In post","2022","No function","Heterosexual / straight","Office of Qualifications and Examinations Regulation","150","150","44290","38630"
"In post","2022","No function","Heterosexual / straight","Office of Rail and Road","140","140","54480","53180"
"In post","2022","No function","Heterosexual / straight","Office of the Public Guardian","1000","920","24250","20970"
"In post","2022","No function","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Planning Inspectorate","470","430","45930","47660"
"In post","2022","No function","Heterosexual / straight","Registers of Scotland","500","490","33180","30840"
"In post","2022","No function","Heterosexual / straight","Scottish Courts and Tribunals Service","380","360","29560","23780"
"In post","2022","No function","Heterosexual / straight","Scottish Prison Service","1250","1160","34960","35000"
"In post","2022","No function","Heterosexual / straight","Serious Fraud Office","40","40","[c]","[c]"
"In post","2022","No function","Heterosexual / straight","Standards and Testing Agency","110","100","41770","40860"
"In post","2022","No function","Heterosexual / straight","Teaching Regulation Agency","70","60","31920","29360"
"In post","2022","No function","Heterosexual / straight","The Insolvency Service","610","570","30450","25680"
"In post","2022","No function","Heterosexual / straight","The National Archives","130","120","35420","30360"
"In post","2022","No function","Heterosexual / straight","UK Health Security Agency","3400","3120","40360","34530"
"In post","2022","No function","Heterosexual / straight","UK Hydrographic Office","350","340","31950","33290"
"In post","2022","No function","Heterosexual / straight","UK Statistics Authority","1770","1430","27250","23470"
"In post","2022","No function","Heterosexual / straight","Vehicle Certification Agency","150","140","35870","34290"
"In post","2022","No function","Heterosexual / straight","Water Services Regulation Authority","70","60","53610","50920"
"In post","2022","No function","Heterosexual / straight","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2022","No function","LGBO","Animal and Plant Health Agency","150","140","27230","24920"
"In post","2022","No function","LGBO","Cabinet Office (excl. agencies)","200","190","46070","40600"
"In post","2022","No function","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Crown Office and Procurator Fiscal Service","70","60","24940","22480"
"In post","2022","No function","LGBO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Defence Science and Technology Laboratory","70","70","34520","29230"
"In post","2022","No function","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","440","440","47100","43000"
"In post","2022","No function","LGBO","Department for Digital, Culture, Media and Sport","180","180","45200","44160"
"In post","2022","No function","LGBO","Department for Education (excl. agencies)","230","220","46590","42290"
"In post","2022","No function","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","320","310","41840","38750"
"In post","2022","No function","LGBO","Department for International Trade","130","130","47190","43760"
"In post","2022","No function","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","230","230","43520","39600"
"In post","2022","No function","LGBO","Department for Transport (excl. agencies)","150","150","47700","42910"
"In post","2022","No function","LGBO","Department for Work and Pensions (excl. agencies)","3010","2870","26580","27570"
"In post","2022","No function","LGBO","Department of Health and Social Care (excl. agencies)","130","120","47370","40650"
"In post","2022","No function","LGBO","Driver and Vehicle Licensing Agency","160","150","22590","21840"
"In post","2022","No function","LGBO","Driver and Vehicle Standards Agency","120","120","28030","26700"
"In post","2022","No function","LGBO","Education and Skills Funding Agency","50","50","[c]","[c]"
"In post","2022","No function","LGBO","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","No function","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","220","220","48630","41960"
"In post","2022","No function","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Health and Safety Executive","110","100","38140","31690"
"In post","2022","No function","LGBO","HM Courts and Tribunals Service","520","500","25900","21410"
"In post","2022","No function","LGBO","HM Land Registry","140","140","28260","27130"
"In post","2022","No function","LGBO","HM Prison and Probation Service","3140","3060","29910","27700"
"In post","2022","No function","LGBO","HM Revenue and Customs (excl. agencies)","1320","1270","31020","26820"
"In post","2022","No function","LGBO","HM Treasury (excl. agencies)","160","160","46110","41870"
"In post","2022","No function","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Intellectual Property Office","50","50","34380","30410"
"In post","2022","No function","LGBO","Legal Aid Agency","50","50","[c]","[c]"
"In post","2022","No function","LGBO","Maritime and Coastguard Agency","30","30","[c]","[c]"
"In post","2022","No function","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Ministry of Justice (excl. agencies)","150","150","42220","41750"
"In post","2022","No function","LGBO","National Crime Agency","190","180","37010","36410"
"In post","2022","No function","LGBO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Office for Standards in Education, Children's Services and Skills","90","80","54950","51360"
"In post","2022","No function","LGBO","Office of Gas and Electricity Markets","80","80","32290","26940"
"In post","2022","No function","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Office of the Public Guardian","50","50","25280","25120"
"In post","2022","No function","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Scottish Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","No function","LGBO","Scottish Prison Service","90","90","33110","35000"
"In post","2022","No function","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","UK Health Security Agency","260","250","38360","32330"
"In post","2022","No function","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","UK Statistics Authority","90","80","29080","23880"
"In post","2022","No function","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Advisory, Conciliation and Arbitration Service","90","80","32880","31320"
"In post","2022","No function","Undeclared","Animal and Plant Health Agency","330","310","33650","30240"
"In post","2022","No function","Undeclared","Cabinet Office (excl. agencies)","170","170","46670","41700"
"In post","2022","No function","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Companies House","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Crown Office and Procurator Fiscal Service","60","60","29060","23230"
"In post","2022","No function","Undeclared","Defence Electronics and Components Agency","240","230","29410","29470"
"In post","2022","No function","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","470","460","51030","53380"
"In post","2022","No function","Undeclared","Department for Digital, Culture, Media and Sport","120","120","44340","37970"
"In post","2022","No function","Undeclared","Department for Education (excl. agencies)","230","220","45480","41990"
"In post","2022","No function","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","290","280","41030","37020"
"In post","2022","No function","Undeclared","Department for International Trade","100","100","47480","51710"
"In post","2022","No function","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","160","160","44520","39600"
"In post","2022","No function","Undeclared","Department for Transport (excl. agencies)","180","170","51010","46710"
