"Status","Year","Region_ITL3","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Chorley and West Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","City of Edinburgh","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Clackmannanshire and Fife","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Conwy and Denbighshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Coventry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Female","60","50","[c]","[c]"
"Leaver Dept.","2022","Croydon","EO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Female","70","70","[c]","[c]"
"Leaver Dept.","2022","Croydon","SEO/HEO","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Croydon","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Croydon","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Darlington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derby","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dudley","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dumfries and Galloway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","AA/AO","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Durham","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Durham","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ealing","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Ayrshire and North Ayrshire mainland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Derbyshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Kent","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lancashire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lothian and Midlothian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Lothian and Midlothian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Merseyside","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Riding of Yorkshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Surrey","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Sussex CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Enfield","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Haven Gateway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex Thames Gateway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Falkirk","SEO/HEO","Male","[c]","[c]","[c]","[c]"
