"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Declared non-disabled","Westminster","19050","18210","47870","43840"
"In post","2021","Female","Declared non-disabled","Wiltshire","2590","2420","33580","30520"
"In post","2021","Female","Declared non-disabled","Wirral","1050","870","25950","27130"
"In post","2021","Female","Declared non-disabled","Wolverhampton","440","370","24700","23130"
"In post","2021","Female","Declared non-disabled","Worcestershire","870","790","27760","25790"
"In post","2021","Female","Declared non-disabled","York","1070","990","36580","31670"
"In post","2021","Female","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Angus and Dundee City","50","40","[c]","[c]"
"In post","2021","Female","Undeclared","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Barnet","40","30","[c]","[c]"
"In post","2021","Female","Undeclared","Barnsley, Doncaster and Rotherham","120","110","28620","27570"
"In post","2021","Female","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","280","260","35860","33300"
"In post","2021","Female","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Belfast","80","70","29530","26750"
"In post","2021","Female","Undeclared","Berkshire","70","60","31430","29290"
"In post","2021","Female","Undeclared","Bexley and Greenwich","90","90","30030","28880"
"In post","2021","Female","Undeclared","Birmingham","320","290","30560","27570"
"In post","2021","Female","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Blackpool","140","130","28300","27570"
"In post","2021","Female","Undeclared","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Bradford","70","60","24980","21440"
"In post","2021","Female","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Bristol, City of","150","130","31540","27820"
"In post","2021","Female","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Buckinghamshire CC","80","70","32620","33520"
"In post","2021","Female","Undeclared","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Cambridgeshire CC","170","150","32490","30000"
"In post","2021","Female","Undeclared","Camden and City of London","110","100","34850","31060"
"In post","2021","Female","Undeclared","Cardiff and Vale of Glamorgan","260","230","31780","27570"
"In post","2021","Female","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Central Hampshire","130","120","32740","31700"
"In post","2021","Female","Undeclared","Central Valleys","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Cheshire East","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Chorley and West Lancashire","70","60","29820","30700"
"In post","2021","Female","Undeclared","City of Edinburgh","140","130","35820","31810"
"In post","2021","Female","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2021","Female","Undeclared","Coventry","50","50","[c]","[c]"
"In post","2021","Female","Undeclared","Croydon","280","260","36680","32300"
"In post","2021","Female","Undeclared","Darlington","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Derby","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Devon CC","110","100","27040","24170"
"In post","2021","Female","Undeclared","Dorset CC","50","50","28870","26710"
"In post","2021","Female","Undeclared","Dudley","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Durham CC","190","160","27490","27130"
"In post","2021","Female","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40","40","[c]","[c]"
"In post","2021","Female","Undeclared","East Kent","110","100","28070","27370"
"In post","2021","Female","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","East Riding of Yorkshire","50","50","27150","27570"
"In post","2021","Female","Undeclared","East Surrey","70","60","32120","30950"
"In post","2021","Female","Undeclared","East Sussex CC","70","60","25720","23460"
"In post","2021","Female","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Essex Haven Gateway","40","30","[c]","[c]"
"In post","2021","Female","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Falkirk","60","50","24550","21010"
"In post","2021","Female","Undeclared","Flintshire and Wrexham","70","70","27340","26330"
"In post","2021","Female","Undeclared","Glasgow City","230","210","29110","26720"
"In post","2021","Female","Undeclared","Gloucestershire","40","40","[c]","[c]"
"In post","2021","Female","Undeclared","Greater Manchester North East","70","60","29290","27570"
"In post","2021","Female","Undeclared","Greater Manchester North West","70","60","24610","21010"
"In post","2021","Female","Undeclared","Greater Manchester South East","50","50","25080","22260"
"In post","2021","Female","Undeclared","Greater Manchester South West","140","120","30220","27570"
"In post","2021","Female","Undeclared","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Hackney and Newham","80","70","34140","31060"
"In post","2021","Female","Undeclared","Haringey and Islington","80","70","30850","30850"
"In post","2021","Female","Undeclared","Harrow and Hillingdon","90","80","32430","30410"
"In post","2021","Female","Undeclared","Hartlepool and Stockton-on-Tees","60","60","26990","26300"
"In post","2021","Female","Undeclared","Heart of Essex","40","40","[c]","[c]"
"In post","2021","Female","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Hertfordshire","70","60","33350","29290"
"In post","2021","Female","Undeclared","Hounslow and Richmond upon Thames","90","80","31370","29170"
"In post","2021","Female","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Isle of Wight","60","50","26640","24550"
"In post","2021","Female","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Kent Thames Gateway","100","90","28680","29200"
"In post","2021","Female","Undeclared","Kingston upon Hull, City of","60","50","30620","27910"
"In post","2021","Female","Undeclared","Lambeth","170","150","43700","40070"
"In post","2021","Female","Undeclared","Lancaster and Wyre","60","50","28380","26810"
"In post","2021","Female","Undeclared","Leeds","270","240","32380","29750"
"In post","2021","Female","Undeclared","Leicester","80","70","25460","24880"
"In post","2021","Female","Undeclared","Leicestershire CC and Rutland","80","70","27330","27240"
"In post","2021","Female","Undeclared","Lewisham and Southwark","60","60","33830","31060"
"In post","2021","Female","Undeclared","Lincolnshire","100","90","27070","23240"
"In post","2021","Female","Undeclared","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Liverpool","230","210","28320","25560"
"In post","2021","Female","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Manchester","260","240","32080","27570"
"In post","2021","Female","Undeclared","Medway","80","70","29720","30450"
"In post","2021","Female","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Mid Kent","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Mid Lancashire","200","170","26480","21440"
"In post","2021","Female","Undeclared","Milton Keynes","60","60","30330","27400"
"In post","2021","Female","Undeclared","Monmouthshire and Newport","70","60","30830","27570"
"In post","2021","Female","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","North Hampshire","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","North Lanarkshire","50","40","24170","21440"
"In post","2021","Female","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","North Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","North Yorkshire CC","40","40","[c]","[c]"
"In post","2021","Female","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Undeclared","Norwich and East Norfolk","30","30","[c]","[c]"
"In post","2021","Female","Undeclared","Nottingham","220","200","29920","28130"
"In post","2021","Female","Undeclared","Overseas","50","50","[c]","[c]"
"In post","2021","Female","Undeclared","Oxfordshire","110","100","30340","27570"
