"Status","Year","Ethnicity","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","West Yorkshire","20-29","700","670","25860","26590"
"In post","2022","Asian","West Yorkshire","30-39","690","630","29030","27570"
"In post","2022","Asian","West Yorkshire","40-49","610","540","30310","27570"
"In post","2022","Asian","West Yorkshire","50-59","270","250","31850","27570"
"In post","2022","Asian","West Yorkshire","60-64","40","30","[c]","[c]"
"In post","2022","Asian","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","20-29","30","30","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","30-39","40","40","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","40-49","50","50","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","50-59","110","100","31280","29290"
"In post","2022","Black","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","20-29","40","40","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","30-39","60","60","30630","28140"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","40-49","70","70","30880","29290"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","50-59","110","100","30630","27870"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cheshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","20-29","50","50","26290","26590"
"In post","2022","Black","Derbyshire and Nottinghamshire","30-39","90","90","28060","26590"
"In post","2022","Black","Derbyshire and Nottinghamshire","40-49","100","90","28170","26820"
"In post","2022","Black","Derbyshire and Nottinghamshire","50-59","130","120","30010","27570"
"In post","2022","Black","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Anglia","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Anglia","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Anglia","30-39","30","30","[c]","[c]"
"In post","2022","Black","East Anglia","40-49","30","30","[c]","[c]"
"In post","2022","Black","East Anglia","50-59","50","50","33330","28350"
"In post","2022","Black","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","30-39","50","50","[c]","[c]"
"In post","2022","Black","East Wales","40-49","60","60","32220","31180"
"In post","2022","Black","East Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","30-39","40","40","[c]","[c]"
"In post","2022","Black","Eastern Scotland","40-49","50","50","35090","31540"
"In post","2022","Black","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Essex","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Essex","20-29","40","30","[c]","[c]"
"In post","2022","Black","Essex","30-39","50","50","30020","29290"
"In post","2022","Black","Essex","40-49","60","50","31990","29290"
"In post","2022","Black","Essex","50-59","80","70","31710","29290"
"In post","2022","Black","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Essex","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","50","50","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","170","170","32990","32290"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","160","160","34820","33370"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","110","100","33150","29650"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","30","30","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Greater Manchester","20-29","120","120","28230","26820"
"In post","2022","Black","Greater Manchester","30-39","190","190","31240","30210"
"In post","2022","Black","Greater Manchester","40-49","180","170","30530","27570"
"In post","2022","Black","Greater Manchester","50-59","140","130","29720","27090"
"In post","2022","Black","Greater Manchester","60-64","40","30","[c]","[c]"
"In post","2022","Black","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","30-39","40","40","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","40-49","60","50","31520","27570"
"In post","2022","Black","Hampshire and Isle of Wight","50-59","30","30","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inner London - East","20-29","370","370","32370","31060"
"In post","2022","Black","Inner London - East","30-39","470","460","35680","32040"
"In post","2022","Black","Inner London - East","40-49","560","540","35450","31090"
"In post","2022","Black","Inner London - East","50-59","1030","1010","34510","31880"
"In post","2022","Black","Inner London - East","60-64","270","250","32780","31560"
"In post","2022","Black","Inner London - East","65+","80","70","30270","28410"
"In post","2022","Black","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inner London - West","20-29","730","730","33810","32560"
"In post","2022","Black","Inner London - West","30-39","830","820","39260","35530"
"In post","2022","Black","Inner London - West","40-49","910","880","40600","36650"
"In post","2022","Black","Inner London - West","50-59","1420","1390","38870","34550"
"In post","2022","Black","Inner London - West","60-64","340","330","33680","30330"
"In post","2022","Black","Inner London - West","65+","110","100","31290","26930"
"In post","2022","Black","Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Kent","30-39","40","40","[c]","[c]"
"In post","2022","Black","Kent","40-49","50","50","30260","29290"
"In post","2022","Black","Kent","50-59","60","60","33430","29290"
"In post","2022","Black","Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Kent","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","30-39","40","40","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","40-49","40","30","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","50-59","70","60","28340","25260"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","30-39","60","50","28300","26820"
"In post","2022","Black","Merseyside","40-49","40","30","[c]","[c]"
"In post","2022","Black","Merseyside","50-59","40","30","[c]","[c]"
"In post","2022","Black","Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","65+","[c]","[c]","[c]","[c]"
"In post","2022","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Black","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
