"Status","Year","Parent_department","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Treasury","Male","HM Treasury (excl. agencies)","1030","1030","48580","52500"
"In post","2021","HM Treasury","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Female","Home Office (incl. agencies)","18320","16540","31370","27370"
"In post","2021","Home Office","Male","Home Office (incl. agencies)","17060","16340","32630","28060"
"In post","2021","Ministry of Defence","Female","Defence Electronics and Components Agency","70","70","28060","25200"
"In post","2021","Ministry of Defence","Female","Defence Equipment and Support","3650","3410","34100","31950"
"In post","2021","Ministry of Defence","Female","Defence Science and Technology Laboratory","1540","1440","37730","37320"
"In post","2021","Ministry of Defence","Female","Ministry of Defence (excl. agencies)","16540","15630","31090","26670"
"In post","2021","Ministry of Defence","Female","Royal Fleet Auxiliary","160","160","33120","32700"
"In post","2021","Ministry of Defence","Female","Submarine Delivery Agency","560","540","37990","34550"
"In post","2021","Ministry of Defence","Female","UK Hydrographic Office","290","270","33920","33290"
"In post","2021","Ministry of Defence","Male","Defence Electronics and Components Agency","370","350","28480","28750"
"In post","2021","Ministry of Defence","Male","Defence Equipment and Support","7050","6920","37570","35610"
"In post","2021","Ministry of Defence","Male","Defence Science and Technology Laboratory","2840","2780","41880","41200"
"In post","2021","Ministry of Defence","Male","Ministry of Defence (excl. agencies)","21160","20810","33090","30750"
"In post","2021","Ministry of Defence","Male","Royal Fleet Auxiliary","1670","1670","38060","34460"
"In post","2021","Ministry of Defence","Male","Submarine Delivery Agency","1230","1210","43170","41000"
"In post","2021","Ministry of Defence","Male","UK Hydrographic Office","550","540","35200","33290"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","1290","1240","45380","40190"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Planning Inspectorate","380","340","40110","34860"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","1210","1200","46630","42870"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Planning Inspectorate","470","440","46130","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Female","Criminal Injuries Compensation Authority","160","140","26500","22570"
"In post","2021","Ministry of Justice","Female","HM Courts and Tribunals Service","11740","10320","24390","21170"
"In post","2021","Ministry of Justice","Female","HM Prison and Probation Service","26970","25060","29450","27370"
"In post","2021","Ministry of Justice","Female","Legal Aid Agency","710","650","27190","22570"
"In post","2021","Ministry of Justice","Female","Ministry of Justice (excl. agencies)","3060","2940","40570","36800"
"In post","2021","Ministry of Justice","Female","Office of the Public Guardian","800","720","22070","19930"
"In post","2021","Ministry of Justice","Male","Criminal Injuries Compensation Authority","140","140","25680","22860"
"In post","2021","Ministry of Justice","Male","HM Courts and Tribunals Service","4870","4690","25550","21300"
"In post","2021","Ministry of Justice","Male","HM Prison and Probation Service","27070","25970","30990","30720"
"In post","2021","Ministry of Justice","Male","Legal Aid Agency","480","470","30350","22970"
"In post","2021","Ministry of Justice","Male","Ministry of Justice (excl. agencies)","2290","2260","43860","39870"
"In post","2021","Ministry of Justice","Male","Office of the Public Guardian","620","590","22080","19930"
"In post","2021","National Crime Agency","Female","National Crime Agency","2450","2340","37450","36410"
"In post","2021","National Crime Agency","Male","National Crime Agency","3040","3010","42180","40170"
"In post","2021","Northern Ireland Office","Female","Northern Ireland Office","90","90","42530","36800"
"In post","2021","Northern Ireland Office","Male","Northern Ireland Office","70","70","45720","38870"
"In post","2021","Office for Standards in Education","Female","Office for Standards in Education, Children's Services and Skills","1190","1130","48570","51360"
"In post","2021","Office for Standards in Education","Male","Office for Standards in Education, Children's Services and Skills","590","590","50840","42850"
"In post","2021","Office of Gas and Electricity Markets","Female","Office of Gas and Electricity Markets","540","520","43060","37300"
"In post","2021","Office of Gas and Electricity Markets","Male","Office of Gas and Electricity Markets","640","640","46290","39550"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Office of Qualifications and Examinations Regulation","150","150","43160","39250"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Office of Qualifications and Examinations Regulation","110","100","48970","46660"
"In post","2021","Office of Rail and Road","Female","Office of Rail and Road","140","130","49310","49580"
"In post","2021","Office of Rail and Road","Male","Office of Rail and Road","190","190","57610","58450"
"In post","2021","Other Cabinet Office Agencies","Female","Crown Commercial Service","410","390","36580","34800"
"In post","2021","Other Cabinet Office Agencies","Female","Government Property Agency","90","90","45580","42050"
"In post","2021","Other Cabinet Office Agencies","Male","Crown Commercial Service","380","380","39050","34800"
"In post","2021","Other Cabinet Office Agencies","Male","Government Property Agency","120","120","51910","49700"
"In post","2021","Scotland Office","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","70","70","48330","48930"
"In post","2021","Scotland Office","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2021","Scottish Government","Female","Accountant in Bankruptcy","80","70","30250","29190"
"In post","2021","Scottish Government","Female","Crown Office and Procurator Fiscal Service","1460","1330","34880","29040"
"In post","2021","Scottish Government","Female","Disclosure Scotland","160","140","28010","24110"
"In post","2021","Scottish Government","Female","Education Scotland","230","220","54330","56120"
"In post","2021","Scottish Government","Female","Food Standards Scotland","110","110","35010","32140"
"In post","2021","Scottish Government","Female","Forestry and Land Scotland","330","310","31430","29140"
"In post","2021","Scottish Government","Female","National Records of Scotland","240","220","34740","32140"
"In post","2021","Scottish Government","Female","Office of the Scottish Charity Regulator","30","30","[c]","[c]"
"In post","2021","Scottish Government","Female","Registers of Scotland","580","540","32830","30080"
"In post","2021","Scottish Government","Female","Revenue Scotland","30","30","[c]","[c]"
"In post","2021","Scottish Government","Female","Scottish Courts and Tribunals Service","1210","1070","27580","22820"
"In post","2021","Scottish Government","Female","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Female","Scottish Forestry","100","90","30690","29650"
"In post","2021","Scottish Government","Female","Scottish Government (excl. agencies)","4300","4040","42560","38540"
"In post","2021","Scottish Government","Female","Scottish Housing Regulator","30","30","[c]","[c]"
"In post","2021","Scottish Government","Female","Scottish Prison Service","1520","1440","30120","28410"
"In post","2021","Scottish Government","Female","Scottish Public Pensions Agency","160","130","28590","26160"
"In post","2021","Scottish Government","Female","Social Security Scotland","660","620","30650","26160"
"In post","2021","Scottish Government","Female","Student Awards Agency for Scotland","130","120","28540","24910"
"In post","2021","Scottish Government","Female","Transport Scotland","210","200","40780","38060"
"In post","2021","Scottish Government","Male","Accountant in Bankruptcy","40","40","[c]","[c]"
"In post","2021","Scottish Government","Male","Crown Office and Procurator Fiscal Service","560","550","37880","32930"
"In post","2021","Scottish Government","Male","Disclosure Scotland","160","150","28210","22230"
"In post","2021","Scottish Government","Male","Education Scotland","80","80","60070","66290"
"In post","2021","Scottish Government","Male","Food Standards Scotland","140","140","35170","30650"
"In post","2021","Scottish Government","Male","Forestry and Land Scotland","660","650","31520","30160"
"In post","2021","Scottish Government","Male","National Records of Scotland","200","190","34260","31150"
"In post","2021","Scottish Government","Male","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Male","Registers of Scotland","580","570","32930","30080"
"In post","2021","Scottish Government","Male","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Male","Scottish Courts and Tribunals Service","590","560","28630","22820"
"In post","2021","Scottish Government","Male","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Male","Scottish Forestry","100","90","39880","37530"
"In post","2021","Scottish Government","Male","Scottish Government (excl. agencies)","3520","3450","43750","39110"
"In post","2021","Scottish Government","Male","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Male","Scottish Prison Service","2970","2770","32590","33650"
"In post","2021","Scottish Government","Male","Scottish Public Pensions Agency","130","130","30910","26160"
"In post","2021","Scottish Government","Male","Social Security Scotland","480","480","32930","28170"
"In post","2021","Scottish Government","Male","Student Awards Agency for Scotland","110","110","31230","27150"
"In post","2021","Scottish Government","Male","Transport Scotland","280","280","46830","46600"
"In post","2021","The National Archives","Female","The National Archives","290","270","35110","32290"
"In post","2021","The National Archives","Male","The National Archives","250","250","36130","34260"
"In post","2021","UK Export Finance","Female","UK Export Finance","150","150","49040","43000"
"In post","2021","UK Export Finance","Male","UK Export Finance","250","240","56280","50530"
"In post","2021","UK Supreme Court","Female","UK Supreme Court","30","30","[c]","[c]"
"In post","2021","UK Supreme Court","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Female","United Kingdom Statistics Authority","3110","2730","31370","29540"
"In post","2021","United Kingdom Statistics Authority","Male","United Kingdom Statistics Authority","2380","2170","33990","30130"
"In post","2021","United Kingdom Statistics Authority","Unknown","United Kingdom Statistics Authority","50","50","35520","32540"
"In post","2021","Wales Office","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Water Services Regulation Authority","130","120","55630","48850"
"In post","2021","Water Services Regulation Authority","Male","Water Services Regulation Authority","120","120","56660","51630"
"In post","2021","Welsh Government","Female","Welsh Government (excl. agencies)","3380","3120","39780","37410"
"In post","2021","Welsh Government","Female","Welsh Revenue Authority","40","40","[c]","[c]"
"In post","2021","Welsh Government","Male","Welsh Government (excl. agencies)","2330","2270","42740","37410"
"In post","2021","Welsh Government","Male","Welsh Revenue Authority","30","30","[c]","[c]"
"In post","2022","Attorney General's Departments","Female","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Female","Crown Prosecution Service","4730","4310","39760","33120"
"In post","2022","Attorney General's Departments","Female","Government Legal Department","1710","1550","54070","51830"
"In post","2022","Attorney General's Departments","Female","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Female","Serious Fraud Office","200","190","45770","40700"
"In post","2022","Attorney General's Departments","Male","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Male","Crown Prosecution Service","2310","2260","44740","48080"
"In post","2022","Attorney General's Departments","Male","Government Legal Department","920","900","54440","52040"
"In post","2022","Attorney General's Departments","Male","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Male","Serious Fraud Office","260","250","48390","42050"
"In post","2022","Cabinet Office","Female","Cabinet Office (excl. agencies)","5340","5190","44760","37300"
"In post","2022","Cabinet Office","Female","Crown Commercial Service","430","410","39040","38330"
"In post","2022","Cabinet Office","Female","Government Property Agency","140","130","46990","43400"
"In post","2022","Cabinet Office","Male","Cabinet Office (excl. agencies)","4590","4560","50080","42240"
"In post","2022","Cabinet Office","Male","Crown Commercial Service","380","380","41240","38980"
"In post","2022","Cabinet Office","Male","Government Property Agency","170","170","53850","54700"
"In post","2022","Chancellor's other departments","Female","Government Actuary's Department","90","80","62570","65470"
"In post","2022","Chancellor's other departments","Female","National Savings and Investments","100","90","47380","44000"
"In post","2022","Chancellor's other departments","Male","Government Actuary's Department","140","130","68050","57250"
"In post","2022","Chancellor's other departments","Male","National Savings and Investments","100","100","54210","49010"
"In post","2022","Chancellor's other departments","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Female","Charity Commission","290","270","34020","29160"
"In post","2022","Charity Commission","Male","Charity Commission","180","180","33970","29160"
"In post","2022","Competition and Markets Authority","Female","Competition and Markets Authority","430","410","58420","55860"
"In post","2022","Competition and Markets Authority","Male","Competition and Markets Authority","430","420","64140","59450"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Advisory, Conciliation and Arbitration Service","610","560","32240","30950"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Companies House","660","590","29590","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","3000","2900","47700","44300"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Intellectual Property Office","820","750","34310","28750"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Met Office","820","760","38010","37420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","The Insolvency Service","990","920","31710","26410"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","UK Space Agency","130","130","43540","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Advisory, Conciliation and Arbitration Service","420","400","34810","31140"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Companies House","520","510","32770","29910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","3010","2980","49960","53160"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Intellectual Property Office","900","870","42080","41420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Met Office","1350","1300","40640","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","The Insolvency Service","740","720","34990","33720"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","UK Space Agency","130","130","48390","49080"
"In post","2022","Department for Digital, Culture, Media and Sport","Female","Department for Digital, Culture, Media and Sport","1100","1070","46410","46980"
"In post","2022","Department for Digital, Culture, Media and Sport","Male","Department for Digital, Culture, Media and Sport","910","910","47640","51730"
"In post","2022","Department for Education","Female","Department for Education (excl. agencies)","3790","3590","43530","40230"
"In post","2022","Department for Education","Female","Education and Skills Funding Agency","1070","1010","40330","36780"
"In post","2022","Department for Education","Female","Institute for Apprenticeships and Technical Education","180","170","47570","49960"
"In post","2022","Department for Education","Female","Standards and Testing Agency","90","80","41790","41400"
"In post","2022","Department for Education","Female","Teaching Regulation Agency","50","50","29580","26000"
"In post","2022","Department for Education","Male","Department for Education (excl. agencies)","2510","2480","45170","41990"
"In post","2022","Department for Education","Male","Education and Skills Funding Agency","840","830","42720","37100"
"In post","2022","Department for Education","Male","Institute for Apprenticeships and Technical Education","100","100","50750","50260"
"In post","2022","Department for Education","Male","Standards and Testing Agency","40","40","[c]","[c]"
"In post","2022","Department for Education","Male","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Animal and Plant Health Agency","1730","1610","29680","26450"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Centre for Environment, Fisheries and Aquaculture Science","320","290","32110","29750"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","3600","3400","41120","37070"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Rural Payments Agency","1470","1300","25750","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Female","Veterinary Medicines Directorate","110","110","37820","35580"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Animal and Plant Health Agency","1180","1140","31810","28680"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Centre for Environment, Fisheries and Aquaculture Science","330","330","36010","30660"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","2900","2860","43170","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Rural Payments Agency","1090","1060","26650","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Male","Veterinary Medicines Directorate","60","60","44760","47550"
"In post","2022","Department for International Trade","Female","Department for International Trade","1390","1370","45340","40600"
"In post","2022","Department for International Trade","Male","Department for International Trade","1490","1480","47770","44030"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","1740","1680","45250","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Planning Inspectorate","370","330","40140","34860"
"In post","2022","Department for Levelling Up, Housing and Communities","Female","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","1570","1550","46180","42140"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Planning Inspectorate","440","410","45530","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","Male","Queen Elizabeth II Centre","30","30","[c]","[c]"
"In post","2022","Department for Transport","Female","Department for Transport (excl. agencies)","1630","1570","46470","42470"
"In post","2022","Department for Transport","Female","Driver and Vehicle Licensing Agency","3800","3170","24500","21840"
"In post","2022","Department for Transport","Female","Driver and Vehicle Standards Agency","1510","1390","28990","26780"
"In post","2022","Department for Transport","Female","Maritime and Coastguard Agency","470","440","33300","30730"
"In post","2022","Department for Transport","Female","Vehicle Certification Agency","80","70","28740","26710"
"In post","2022","Department for Transport","Male","Department for Transport (excl. agencies)","2040","2000","50090","46710"
"In post","2022","Department for Transport","Male","Driver and Vehicle Licensing Agency","2560","2470","29050","21840"
"In post","2022","Department for Transport","Male","Driver and Vehicle Standards Agency","3410","3260","29860","27930"
"In post","2022","Department for Transport","Male","Maritime and Coastguard Agency","760","760","39940","36040"
"In post","2022","Department for Transport","Male","Vehicle Certification Agency","130","130","40270","38150"
"In post","2022","Department for Work and Pensions","Female","Department for Work and Pensions (excl. agencies)","59040","50960","27510","27570"
"In post","2022","Department for Work and Pensions","Female","Health and Safety Executive","1370","1260","38110","34830"
"In post","2022","Department for Work and Pensions","Male","Department for Work and Pensions (excl. agencies)","32410","31130","29130","27570"
"In post","2022","Department for Work and Pensions","Male","Health and Safety Executive","1340","1300","47560","45130"
"In post","2022","Department of Health and Social Care","Female","Department of Health and Social Care (excl. agencies)","2640","2530","46650","41320"
"In post","2022","Department of Health and Social Care","Female","Medicines and Healthcare Products Regulatory Agency","680","650","48760","41240"
"In post","2022","Department of Health and Social Care","Female","UK Health Security Agency","4340","3980","41020","36330"
"In post","2022","Department of Health and Social Care","Male","Department of Health and Social Care (excl. agencies)","1430","1410","48960","49530"
