"Status","Year","Sex","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","East of England","40","40","[c]","[c]"
"New entrant CS","2021","Male","Mixed","London","220","210","35340","31060"
"New entrant CS","2021","Male","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","North West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","South East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Male","Mixed","South West (England)","60","50","29110","27570"
"New entrant CS","2021","Male","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Mixed","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","London","70","70","34120","31060"
"New entrant CS","2021","Male","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","London","190","180","37170","32330"
"New entrant CS","2021","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Scotland","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","South East (England)","70","70","28820","27570"
"New entrant CS","2021","Male","Undeclared","South West (England)","60","60","30840","27570"
"New entrant CS","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","East Midlands (England)","290","280","25560","24120"
"New entrant CS","2021","Male","Unknown","East of England","290","280","26850","25560"
"New entrant CS","2021","Male","Unknown","London","2040","2030","38590","32540"
"New entrant CS","2021","Male","Unknown","North East (England)","480","480","23950","21010"
"New entrant CS","2021","Male","Unknown","North West (England)","870","860","26980","24190"
"New entrant CS","2021","Male","Unknown","Northern Ireland","110","100","22890","20140"
"New entrant CS","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scotland","810","800","27590","20920"
"New entrant CS","2021","Male","Unknown","South East (England)","660","640","27690","25540"
"New entrant CS","2021","Male","Unknown","South West (England)","520","500","28520","25560"
"New entrant CS","2021","Male","Unknown","Unknown","210","210","39990","28000"
"New entrant CS","2021","Male","Unknown","Wales","480","460","25790","22850"
"New entrant CS","2021","Male","Unknown","West Midlands (England)","400","390","27660","22850"
"New entrant CS","2021","Male","Unknown","Yorkshire and The Humber","760","740","27610","23440"
"New entrant CS","2021","Male","White","East Midlands (England)","580","570","27460","25560"
"New entrant CS","2021","Male","White","East of England","770","770","27840","27570"
"New entrant CS","2021","Male","White","London","2590","2550","38090","32790"
"New entrant CS","2021","Male","White","North East (England)","920","910","24950","21010"
"New entrant CS","2021","Male","White","North West (England)","1580","1570","27660","24240"
"New entrant CS","2021","Male","White","Northern Ireland","90","90","24880","20310"
"New entrant CS","2021","Male","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","White","Scotland","1100","1090","27260","25000"
"New entrant CS","2021","Male","White","South East (England)","1530","1510","29040","27570"
"New entrant CS","2021","Male","White","South West (England)","1600","1590","30420","27570"
"New entrant CS","2021","Male","White","Unknown","120","120","31390","27570"
"New entrant CS","2021","Male","White","Wales","750","740","26930","22920"
"New entrant CS","2021","Male","White","West Midlands (England)","740","730","29220","27570"
"New entrant CS","2021","Male","White","Yorkshire and The Humber","1010","1000","28660","27570"
"New entrant CS","2021","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","East Midlands (England)","180","170","25400","22600"
"New entrant CS","2022","Female","Asian","East of England","90","80","28220","27570"
"New entrant CS","2022","Female","Asian","London","960","930","34270","31060"
"New entrant CS","2022","Female","Asian","North East (England)","70","60","27180","23170"
"New entrant CS","2022","Female","Asian","North West (England)","260","250","26050","24880"
"New entrant CS","2022","Female","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Scotland","110","100","28450","26590"
"New entrant CS","2022","Female","Asian","South East (England)","120","120","28330","27570"
"New entrant CS","2022","Female","Asian","South West (England)","80","80","29140","26590"
"New entrant CS","2022","Female","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Asian","Wales","60","60","27310","26110"
"New entrant CS","2022","Female","Asian","West Midlands (England)","480","460","26990","26590"
"New entrant CS","2022","Female","Asian","Yorkshire and The Humber","300","290","26100","24880"
"New entrant CS","2022","Female","Black","East Midlands (England)","90","80","25280","23170"
"New entrant CS","2022","Female","Black","East of England","80","70","26910","25010"
"New entrant CS","2022","Female","Black","London","910","880","32430","31060"
"New entrant CS","2022","Female","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","North West (England)","130","130","26610","24800"
"New entrant CS","2022","Female","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Scotland","60","60","25620","23110"
"New entrant CS","2022","Female","Black","South East (England)","90","80","26820","26330"
"New entrant CS","2022","Female","Black","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Black","West Midlands (England)","180","170","26800","26450"
"New entrant CS","2022","Female","Black","Yorkshire and The Humber","80","80","28100","27570"
"New entrant CS","2022","Female","Mixed","East Midlands (England)","70","60","24420","23140"
"New entrant CS","2022","Female","Mixed","East of England","50","50","[c]","[c]"
"New entrant CS","2022","Female","Mixed","London","350","340","34580","32260"
"New entrant CS","2022","Female","Mixed","North East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Female","Mixed","North West (England)","100","100","26310","23510"
"New entrant CS","2022","Female","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Scotland","50","50","30380","27230"
"New entrant CS","2022","Female","Mixed","South East (England)","80","80","27500","26310"
"New entrant CS","2022","Female","Mixed","South West (England)","60","60","27140","26140"
"New entrant CS","2022","Female","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Mixed","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Female","Mixed","West Midlands (England)","100","100","26240","24940"
"New entrant CS","2022","Female","Mixed","Yorkshire and The Humber","70","70","28890","26340"
"New entrant CS","2022","Female","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","London","110","100","32190","30630"
"New entrant CS","2022","Female","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","East Midlands (England)","40","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","London","110","100","35620","32330"
"New entrant CS","2022","Female","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","South East (England)","40","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","South West (England)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Yorkshire and The Humber","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Midlands (England)","590","550","25540","24090"
"New entrant CS","2022","Female","Unknown","East of England","520","480","26260","24800"
"New entrant CS","2022","Female","Unknown","London","2550","2400","34750","30520"
"New entrant CS","2022","Female","Unknown","North East (England)","660","630","25160","22010"
"New entrant CS","2022","Female","Unknown","North West (England)","1620","1540","25950","24430"
"New entrant CS","2022","Female","Unknown","Northern Ireland","120","110","25830","21250"
"New entrant CS","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scotland","1470","1410","28400","24880"
"New entrant CS","2022","Female","Unknown","South East (England)","890","830","27320","24880"
"New entrant CS","2022","Female","Unknown","South West (England)","730","680","26700","23170"
"New entrant CS","2022","Female","Unknown","Unknown","280","230","29190","28000"
"New entrant CS","2022","Female","Unknown","Wales","560","530","24600","21840"
"New entrant CS","2022","Female","Unknown","West Midlands (England)","890","830","26510","23170"
"New entrant CS","2022","Female","Unknown","Yorkshire and The Humber","1020","930","27600","24800"
"New entrant CS","2022","Female","White","East Midlands (England)","1180","1130","26760","24090"
"New entrant CS","2022","Female","White","East of England","1120","1060","27520","25000"
"New entrant CS","2022","Female","White","London","3000","2910","37510","33210"
"New entrant CS","2022","Female","White","North East (England)","1700","1640","26000","23170"
"New entrant CS","2022","Female","White","North West (England)","2940","2840","26960","24770"
"New entrant CS","2022","Female","White","Northern Ireland","180","180","29030","26590"
"New entrant CS","2022","Female","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","White","Scotland","2560","2490","28710","27230"
"New entrant CS","2022","Female","White","South East (England)","1860","1750","28060","26130"
"New entrant CS","2022","Female","White","South West (England)","1990","1880","28930","25620"
"New entrant CS","2022","Female","White","Unknown","150","140","29960","27570"
"New entrant CS","2022","Female","White","Wales","1600","1540","27110","23170"
"New entrant CS","2022","Female","White","West Midlands (England)","1390","1330","28520","25120"
"New entrant CS","2022","Female","White","Yorkshire and The Humber","1730","1650","29020","26370"
"New entrant CS","2022","Male","Asian","East Midlands (England)","140","140","25740","24620"
"New entrant CS","2022","Male","Asian","East of England","70","70","29210","27570"
"New entrant CS","2022","Male","Asian","London","730","720","34940","31060"
"New entrant CS","2022","Male","Asian","North East (England)","70","70","27630","26590"
"New entrant CS","2022","Male","Asian","North West (England)","340","330","27510","26590"
"New entrant CS","2022","Male","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Asian","Scotland","100","100","28720","27230"
"New entrant CS","2022","Male","Asian","South East (England)","100","100","30810","27570"
"New entrant CS","2022","Male","Asian","South West (England)","70","70","32360","30730"
"New entrant CS","2022","Male","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Asian","Wales","70","70","27610","26130"
"New entrant CS","2022","Male","Asian","West Midlands (England)","360","360","27990","26590"
"New entrant CS","2022","Male","Asian","Yorkshire and The Humber","320","310","26200","25000"
"New entrant CS","2022","Male","Black","East Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2022","Male","Black","East of England","50","50","[c]","[c]"
"New entrant CS","2022","Male","Black","London","430","420","33780","31060"
"New entrant CS","2022","Male","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Black","North West (England)","100","100","27680","26590"
"New entrant CS","2022","Male","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Black","Scotland","50","50","[c]","[c]"
"New entrant CS","2022","Male","Black","South East (England)","80","80","28630","28140"
"New entrant CS","2022","Male","Black","South West (England)","50","50","[c]","[c]"
"New entrant CS","2022","Male","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Black","West Midlands (England)","110","110","28730","27570"
"New entrant CS","2022","Male","Black","Yorkshire and The Humber","50","50","28940","26980"
"New entrant CS","2022","Male","Mixed","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Male","Mixed","East of England","40","40","[c]","[c]"
"New entrant CS","2022","Male","Mixed","London","200","200","34470","31060"
"New entrant CS","2022","Male","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mixed","North West (England)","60","60","27340","23170"
"New entrant CS","2022","Male","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mixed","South East (England)","60","50","27680","27290"
"New entrant CS","2022","Male","Mixed","South West (England)","40","40","[c]","[c]"
"New entrant CS","2022","Male","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mixed","Wales","30","30","[c]","[c]"
"New entrant CS","2022","Male","Mixed","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2022","Male","Mixed","Yorkshire and The Humber","40","40","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","London","90","90","34240","31060"
"New entrant CS","2022","Male","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","East of England","30","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","London","140","130","39010","33570"
"New entrant CS","2022","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","North West (England)","60","50","32070","27570"
"New entrant CS","2022","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","South East (England)","50","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","South West (England)","70","70","33450","29620"
"New entrant CS","2022","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Wales","40","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","West Midlands (England)","50","50","30420","27570"
"New entrant CS","2022","Male","Undeclared","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2022","Male","Unknown","East Midlands (England)","400","390","26030","24250"
"New entrant CS","2022","Male","Unknown","East of England","380","360","27960","25000"
"New entrant CS","2022","Male","Unknown","London","1970","1880","36930","31060"
"New entrant CS","2022","Male","Unknown","North East (England)","490","490","26450","23140"
"New entrant CS","2022","Male","Unknown","North West (England)","1150","1120","27600","24880"
"New entrant CS","2022","Male","Unknown","Northern Ireland","130","120","25640","21250"
"New entrant CS","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Scotland","1170","1150","28720","24880"
"New entrant CS","2022","Male","Unknown","South East (England)","800","750","28730","26130"
"New entrant CS","2022","Male","Unknown","South West (England)","790","770","29220","25050"
"New entrant CS","2022","Male","Unknown","Unknown","270","250","26890","23850"
"New entrant CS","2022","Male","Unknown","Wales","500","480","26180","23140"
"New entrant CS","2022","Male","Unknown","West Midlands (England)","660","630","28420","24880"
"New entrant CS","2022","Male","Unknown","Yorkshire and The Humber","980","910","29450","25120"
"New entrant CS","2022","Male","White","East Midlands (England)","830","820","27430","25710"
"New entrant CS","2022","Male","White","East of England","800","790","28190","26140"
"New entrant CS","2022","Male","White","London","2220","2190","39770","34020"
"New entrant CS","2022","Male","White","North East (England)","1080","1070","27560","24920"
"New entrant CS","2022","Male","White","North West (England)","2020","1990","28390","25520"
"New entrant CS","2022","Male","White","Northern Ireland","170","160","29880","26590"
"New entrant CS","2022","Male","White","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","White","Scotland","1900","1880","29380","27230"
"New entrant CS","2022","Male","White","South East (England)","1320","1290","29760","26350"
"New entrant CS","2022","Male","White","South West (England)","1730","1700","30960","27130"
"New entrant CS","2022","Male","White","Unknown","100","90","34570","29290"
"New entrant CS","2022","Male","White","Wales","1230","1220","28700","25120"
"New entrant CS","2022","Male","White","West Midlands (England)","900","890","30040","26590"
"New entrant CS","2022","Male","White","Yorkshire and The Humber","1190","1170","30520","27120"
"New entrant CS","2022","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
